Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
6412,5296,7760,
1719,11513,11628,
4358,7441,7974,
4736,6616,6834,
5113,6641,6713,
7904,2393,2540,
2230,10669,10881,
2415,10309,10191,
1782,11488,10670,
5253,6506,6636,
3440,10815,10778,
6931,6100,6132,
5144,8074,6024,
4237,7629,8124,
1562,11962,10691,
3769,9302,8616,
5458,7408,7363,
7062,5696,5226,
2136,12784,12276,
7111,5098,5373,
7206,9834,10168,
2784,13831,11805,
1436,11708,11510,
3449,12157,9590,
6968,5089,5344,
745,12332,15376,
5079,8904,8007,
5752,8431,6284,
3311,9599,9561,
3766,9200,9131,
737,12950,12965,
1783,11713,11417,
8148,4112,4250,
3863,8614,9032,
6224,5959,5428,
736,12624,12311,
3619,10007,9975,
5749,6584,7297,
5823,6886,6400,
8619,4145,2975,
9902,4962,5499,
4044,9855,8352,
10523,1780,948,
3011,10080,10078,
4496,8672,7825,
7074,4129,4769,
1981,12977,10325,
11750,2437,2876,
3492,9260,9188,
4270,7862,7934,
3909,8190,9836,
6726,4557,4768,
414,12225,12032,
3402,9652,9668,
7127,4371,4373,
6519,5299,5773,
5605,7448,7061,
7687,4688,5447,
9724,1342,1000,
7050,6101,5796,
2325,11983,11431,
7380,4587,4818,
8203,2603,2690,
7398,3641,3663,
2623,9802,10597,
1844,11403,11367,
813,12351,12264,
3460,9421,8750,
11377,2962,2773,
3096,9888,9887,
1766,13564,15214,
6336,6996,5360,
11310,2196,2374,
3756,10166,11150,
6618,5190,4719,
2345,12621,12419,
7984,3681,3256,
3219,9302,10093,
3539,9581,9571,
9593,572,642,
6225,5516,5796,
4061,8768,9055,
7152,4592,4808,
9651,2275,2189,
1575,11581,11221,
2283,10869,10160,
7600,4565,4138,
3588,9107,9247,
5216,7306,6785,
2233,10306,10243,
5779,6983,7515,
6246,9615,9393,
3329,9712,9883,
5534,6819,6457,
3330,9480,9595,
493,12578,12746,
8035,3813,3880,
3627,9743,9030,
2581,9632,10363,
5819,6572,6650,
4053,8374,8535,
8600,5920,5889,
1743,11453,10895,
1426,13946,13492,
1563,12131,11776,
3707,9754,10537,
9702,1032,1220,
7025,5528,5588,
7815,3393,3427,
1505,10982,11159,
1603,11054,11228,
8855,1954,1038,
5912,7157,7320,
4384,10904,8786,
9266,1741,2369,
2610,11934,10774,
5900,6163,6098,
8091,4157,4371,
6445,4985,4960,
8658,2810,2834,
5461,6687,6137,
4980,6725,7419,
1938,10588,11166,
5630,6483,5721,
1528,11111,11399,
6271,5852,5153,
133,12834,13300,
2268,10866,10131,
8377,3368,2853,
7347,4238,4908,
5236,7231,7448,
8689,2144,2221,
4151,7997,7771,
1286,11822,12145,
2443,12051,11972,
6670,7752,8441,
6711,4918,4593,
7219,4295,4494,
3101,11332,10655,
5984,6351,6513,
7542,4900,4752,
3137,9287,10043,
5595,6063,6623,
9490,2483,3127,
2952,9949,9934,
1271,11349,11968,
93,12844,13049,
898,13022,13105,
4188,9606,9339,
1953,11430,11283,
6796,5940,5882,
9967,1375,1356,
6538,15975,8420,
7784,3530,3710,
2763,9786,9757,
5883,5692,5797,
8667,2723,2658,
3343,9090,9619,
4156,8274,7638,
6118,5569,5608,
1254,12089,11834,
253,13646,13496,
4606,8714,8748,
4200,12485,8801,
4320,10404,9636,
2629,10596,10577,
7292,4381,3934,
1113,12348,12411,
343,13160,12672,
6311,6843,6715,
14194,3725,3680,
1120,11657,11817,
590,13250,12996,
5117,10296,9325,
6261,7629,7572,
2425,10781,10104,
4423,8465,7930,
1477,11688,11451,
5805,6533,7079,
7060,4082,4206,
7711,4652,4796,
3153,8846,8836,
6336,6136,5757,
8141,4923,5000,
1450,12159,12412,
2674,10339,10503,
5714,11718,11047,
6907,5499,5708,
8047,7455,5453,
3256,8927,9280,
3270,9913,10192,
5360,7660,7342,
5480,6736,6941,
5360,8804,6240,
841,12498,12490,
2232,10884,10809,
8255,3120,2417,
3409,8462,8814,
4894,7812,8463,
7473,3907,4457,
9375,495,588,
465,13117,12769,
3141,9343,10100,
6834,5647,5810,
8891,1546,1995,
1979,11505,11647,
2165,11006,10987,
7218,4470,4195,
426,12976,12969,
1786,12607,11181,
10970,5187,5218,
3215,9668,9308,
6329,8460,8342,
728,12130,12068,
12462,4601,4612,
520,12905,12509,
6882,5810,5890,
9113,1673,1491,
5253,7211,6345,
6327,5970,8222,
9358,2479,2674,
7613,4148,4288,
6796,4359,4490,
3675,8778,8505,
7120,6827,5303,
4595,8509,8365,
3286,8937,9826,
1400,11498,11672,
1350,11971,12025,
8073,4327,4375,
1022,12375,11947,
2659,10380,10187,
7428,5213,3983,
3837,10268,10670,
4808,8698,8251,
9782,960,1074,
1670,11052,11560,
5312,6469,6886,
8354,4106,3775,
4038,7890,7848,
1773,11745,11960,
8464,3435,3946,
3149,9635,9044,
6364,5397,5011,
6212,7439,8079,
5005,7796,7993,
8818,2904,2159,
10764,3386,3442,
6615,7768,4845,
3180,9887,9803,
1974,11491,11762,
9464,2240,2168,
4289,8888,10159,
2271,10546,10669,
1659,11598,11664,
1261,12503,12300,
3824,10317,11433,
1256,11584,11587,
2213,10225,10155,
2258,10570,10582,
5286,8924,9234,
5982,7133,7576,
10558,215,114,
6907,7008,7086,
7701,4457,5010,
937,12537,12831,
2586,10055,10557,
4356,8204,8201,
4529,8483,8131,
4244,8075,8323,
2147,11019,10851,
6642,4731,4708,
4470,8436,8376,
1678,10866,11294,
7486,3857,3954,
9672,1162,990,
9232,2247,2265,
4666,7894,7744,
2121,10220,10193,
5811,7508,7389,
6323,5725,6492,
7790,3962,3833,
3554,9762,9114,
6797,4448,4494,
120,15783,15910,
2015,11388,11687,
