Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
43809,41558,36374,
3481,83467,81114,
44626,18165,15509,
17090,63386,58601,
28879,42072,39544,
13880,70015,63841,
5682,77493,74070,
9706,75616,70287,
1467,85115,85921,
7756,76369,73524,
18809,65319,66112,
6776,76740,72083,
20982,54397,51761,
12058,73402,68202,
29073,43835,39650,
7526,77030,74080,
29159,43546,38036,
31367,42088,40092,
24733,49139,46112,
24989,49473,46750,
47263,13653,10688,
29665,42711,37618,
9990,70582,68534,
9992,75869,73258,
40644,32016,28256,
44094,19695,16858,
6176,78260,73203,
45349,19410,16272,
19433,58133,53236,
14964,66039,63777,
1122,90094,86214,
8197,71594,69291,
19702,60338,57247,
46391,16513,13544,
40577,32802,32371,
48235,11740,12629,
22424,63566,57073,
34078,37052,32681,
53954,6712,5843,
21917,56402,53169,
50529,11517,10731,
18984,59854,59638,
41352,23730,22326,
54053,3705,2553,
48183,12040,10624,
49374,10049,7699,
21902,60834,60062,
42888,22128,22110,
35909,35409,32688,
14260,66934,62518,
36371,31112,27161,
13064,70161,63044,
21342,55272,53293,
27467,141425,86167,
21128,76555,63154,
4889,148486,100373,
19832,53793,49637,
52362,4670,5140,
55105,7393,6732,
29848,45026,39168,
10010,73307,71512,
6406,76003,72771,
26668,45610,42420,
35920,31045,28389,
6199,77678,72789,
7948,76731,72440,
8899,72948,66868,
30564,37613,34317,
42061,32336,28657,
39698,29551,26179,
39842,29173,25930,
41683,24752,26381,
54347,1450,1368,
33909,45747,39503,
27496,45781,43467,
25864,51839,47811,
7601,74369,71042,
5293,77941,74013,
14912,62668,59508,
59115,14869,14223,
29473,45471,38332,
82,87815,84632,
10934,73329,69973,
35556,33954,29381,
38997,30103,26935,
34030,33851,29356,
13782,68527,63524,
35108,52667,39137,
30482,41756,37257,
26885,44701,41760,
24764,49813,45584,
26553,45506,41746,
31781,41847,38023,
47976,13871,11179,
8533,81226,81547,
20133,56937,53584,
26937,47096,43750,
17771,63218,65414,
25138,48381,57572,
26692,52014,44799,
49984,11906,10131,
30378,42373,37067,
53936,4243,3385,
7506,79260,87065,
531,90091,84356,
34623,35206,30693,
36581,30547,27210,
51234,20190,19493,
55233,4142,3038,
38905,27437,23830,
22105,54835,51704,
55806,2398,1320,
40808,37727,27449,
30832,37810,36809,
43168,25672,21942,
41358,22830,19578,
19334,58442,54392,
32866,38961,35346,
55560,17933,15386,
32186,61994,40548,
3128,83660,81380,
34329,36861,33258,
6675,76735,73881,
21562,51687,51626,
15518,67075,62132,
45804,15741,12948,
3744,80783,76797,
32804,37495,35101,
3190,84381,79542,
36699,30661,29703,
46017,22924,18918,
21066,54667,51626,
33483,37102,33971,
18368,58065,53781,
46652,16209,14058,
26732,46825,42736,
9082,72047,66589,
15999,64594,61076,
34640,40272,35438,
44952,19670,16096,
27147,44964,42182,
48131,14784,12708,
18771,56869,55400,
33231,38907,36531,
37633,29110,32305,
9992,73448,68770,
9582,77171,72226,
50483,12522,10580,
54393,2297,2256,
14654,68633,69561,
6235,88257,80057,
42863,33350,30110,
43764,29809,25657,
35682,41217,37413,
20184,64891,61489,
31632,48532,44814,
34934,58618,52382,
25682,55900,57061,
42592,38606,31203,
13005,77012,87319,
