Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
19,21,27,
90,36,23,
22,67,97,
21,23,23,
22,64,74,
16,24,24,
15,120,104,
20,21,22,
15,135,93,
14,32,31,
21,140,90,
15,30,21,
14,89,97,
16,37,24,
21,134,86,
15,21,22,
15,244,93,
22,21,23,
25,50,72,
15,21,32,
17,139,109,
14,21,30,
15,116,91,
15,116,33,
24,144,110,
21,31,32,
21,77,96,
16,30,34,
15,162,188,
15,45,24,
24,144,83,
15,35,23,
16,69,75,
15,23,37,
15,136,96,
25,35,27,
15,116,93,
15,32,23,
16,54,98,
14,31,22,
20,71,87,
21,22,29,
14,138,93,
15,22,24,
26,184,68,
14,22,22,
26,65,113,
15,43,22,
25,171,175,
15,48,21,
16,113,94,
14,40,22,
29,144,165,
16,22,23,
21,95,33,
29,86,116,
15,43,30,
28,122,46,
21,105,98,
15,57,21,
15,91,99,
15,32,31,
15,64,297,
16,38,24,
15,106,101,
15,32,22,
20,69,76,
15,31,23,
15,98,22,
17,72,86,
15,30,33,
15,153,96,
15,32,33,
15,118,78,
15,31,29,
16,80,42,
21,90,99,
15,21,24,
15,129,116,
15,21,31,
16,80,94,
15,30,33,
17,137,24,
21,121,100,
15,29,22,
16,120,72,
16,41,31,
21,63,72,
20,85,21,
15,113,22,
15,51,95,
14,31,21,
15,185,79,
16,34,37,
22,83,164,
15,33,31,
15,101,21,
15,158,81,
27,39,36,
21,83,100,
15,33,22,
15,76,100,
15,32,30,
16,106,21,
14,149,94,
107,50,39,
16,137,90,
16,31,32,
15,65,85,
15,41,23,
15,97,32,
16,106,93,
39,32,31,
20,69,70,
19,71,21,
23,64,65,
17,45,35,
19,248,34,
15,172,100,
14,31,21,
16,45,102,
20,31,22,
28,72,103,
15,31,44,
15,91,26,
16,69,95,
15,37,40,
26,158,98,
14,38,27,
16,168,90,
17,108,30,
25,108,27,
26,65,96,
15,31,32,
14,136,100,
20,33,22,
15,51,96,
15,21,38,
15,108,22,
27,85,65,
15,30,30,
21,164,108,
15,32,24,
19,105,62,
20,61,21,
21,87,21,
15,81,104,
15,32,30,
17,128,99,
20,31,21,
15,65,253,
15,36,31,
19,129,30,
17,57,117,
15,32,22,
16,126,96,
18,35,37,
20,50,98,
16,30,25,
16,115,24,
14,42,74,
14,29,22,
15,46,92,
16,34,23,
15,165,71,
16,33,24,
16,81,24,
14,122,72,
20,30,23,
14,47,96,
14,36,22,
23,152,98,
21,33,38,
18,56,109,
16,33,23,
15,66,78,
14,31,38,
21,61,65,
16,32,23,
15,63,99,
15,31,22,
19,55,99,
14,31,23,
20,69,92,
22,35,25,
15,131,104,
16,32,44,
20,82,101,
16,23,36,
16,51,102,
15,32,23,
20,58,74,
20,32,27,
21,50,95,
16,32,22,
14,80,95,
20,87,23,
21,96,84,
15,40,33,
17,65,83,
15,29,23,
14,56,105,
16,32,40,
16,64,99,
15,31,34,
15,90,79,
14,31,31,
22,56,104,
15,31,37,
17,56,103,
14,32,29,
15,174,81,
15,31,30,
22,52,91,
16,32,22,
17,108,110,
16,30,31,
14,54,106,
17,34,24,
14,63,94,
16,32,41,
16,122,97,
15,23,23,
19,62,86,
15,30,29,
21,63,66,
19,32,23,
20,52,72,
15,21,21,
20,137,55,
16,78,25,
14,188,79,
14,22,31,
15,173,96,
20,31,36,
20,129,68,
16,22,22,
16,65,81,
15,32,21,
16,51,96,
15,30,37,
20,65,170,
15,30,34,
15,53,86,
14,31,32,
15,90,99,
15,23,33,
15,54,97,
16,63,29,
20,55,76,
15,32,21,
14,139,98,
20,30,31,
16,70,99,
26,30,27,
15,49,95,
20,31,31,
16,75,90,
16,32,31,
19,61,80,
15,31,31,
15,117,165,
14,32,22,
22,108,102,
13,69,22,
14,63,84,
15,38,40,
20,162,159,
15,30,23,
15,102,24,
15,93,83,
19,29,21,
16,148,85,
25,34,25,
20,73,92,
15,34,22,
15,118,22,
15,187,96,
18,32,24,
47,37,95,
21,31,31,
15,62,177,
16,31,22,
15,164,23,
14,127,178,
14,28,31,
15,69,66,
20,31,23,
20,59,92,
15,32,23,
15,88,22,
15,138,107,
15,31,22,
16,63,79,
15,31,22,
14,70,95,
16,30,23,
14,90,21,
16,66,82,
19,31,30,
14,122,107,
16,37,26,
15,62,82,
14,32,22,
15,104,27,
15,70,77,
18,34,26,
17,72,108,
17,35,40,
21,73,82,
15,41,22,
15,62,23,
20,81,71,
16,32,37,
16,84,73,
15,32,23,
15,54,73,
24,75,33,
15,127,88,
15,33,30,
15,68,22,
15,138,80,
16,25,29,
20,70,89,
14,32,38,
20,155,102,
14,30,36,
14,96,23,
16,154,110,
14,21,41,
21,67,107,
20,33,34,
15,61,89,
16,32,24,
14,20,22,
20,86,89,
20,23,22,
14,61,89,
15,32,33,
16,58,84,
14,31,31,
15,85,34,
19,144,97,
19,20,21,
20,83,61,
16,32,24,
14,63,100,
14,33,25,
15,92,30,
15,61,79,
20,32,30,
15,89,88,
15,31,33,
14,65,62,
15,32,37,
24,94,23,
16,70,99,
19,21,32,
15,275,59,
16,23,22,
20,128,97,
15,32,30,
16,71,24,
21,68,56,
20,30,21,
16,60,92,
14,32,21,
18,53,143,
14,32,22,
22,56,62,
15,32,23,
21,44,73,
20,44,22,
16,91,82,
19,32,22,
14,63,96,
16,33,30,
15,63,72,
15,22,21,
20,54,81,
20,31,22,
20,55,87,
22,22,24,
15,139,91,
24,31,44,
18,88,78,
16,23,24,
15,65,96,
20,22,22,
16,101,101,
15,22,34,
16,108,83,
14,21,22,
15,68,102,
15,33,33,
19,74,88,
22,23,24,
15,120,167,
14,21,23,
20,68,60,
15,31,32,
20,91,73,
15,32,22,
20,88,84,
15,31,28,
17,72,78,
15,32,35,
20,196,91,
14,32,30,
15,61,34,
15,62,108,
15,30,27,
15,83,32,
18,130,51,
15,31,28,
101,150,87,
17,36,24,
15,62,96,
19,31,23,
21,124,77,
16,32,40,
14,131,109,
20,30,22,
14,105,21,
15,55,64,
20,31,24,
15,69,106,
15,32,38,
15,37,98,
19,32,22,
14,104,34,
15,29,101,
20,32,22,
16,166,120,
15,32,34,
20,41,94,
18,34,34,
14,95,23,
15,162,92,
21,22,32,
15,134,66,
15,33,30,
15,145,100,
15,63,31,
15,97,29,
21,82,105,
15,31,33,
15,68,105,
15,24,39,
21,63,91,
21,22,23,
14,88,30,
14,36,77,
15,49,34,
20,219,83,
15,32,31,
15,40,80,
14,30,38,
22,108,33,
15,71,94,
20,30,21,
15,148,91,
16,33,41,
15,72,182,
18,34,42,
15,118,21,
15,85,93,
15,39,21,
14,62,81,
20,31,22,
15,26,91,
16,30,23,
15,178,23,
16,79,93,
16,30,23,
14,123,79,
15,32,31,
16,37,97,
14,31,32,
14,74,40,
17,166,91,
14,23,27,
15,110,97,
15,23,31,
15,65,97,
14,21,37,
15,111,24,
16,52,97,
15,34,21,
15,119,64,
16,35,27,
20,62,81,
16,30,39,
15,92,23,
16,127,76,
19,22,39,
14,171,50,
15,32,32,
15,75,92,
15,45,31,
16,124,22,
17,238,96,
17,46,36,
15,55,74,
16,22,34,
16,46,87,
15,40,35,
17,97,25,
15,145,78,
15,39,31,
15,38,78,
17,24,34,
16,68,101,
16,39,23,
14,76,28,
14,139,101,
16,22,27,
15,140,85,
16,22,32,
20,61,71,
15,46,31,
15,109,23,
20,125,87,
14,42,22,
14,91,98,
17,25,25,
21,53,99,
16,22,23,
15,58,96,
16,34,32,
15,176,99,
14,29,36,
20,54,92,
16,30,34,
14,50,62,
14,30,22,
15,109,78,
20,32,24,
15,40,96,
14,41,30,
16,61,93,
15,34,34,
15,132,84,
16,25,22,
17,189,94,
15,33,23,
14,127,83,
15,31,28,
15,54,109,
16,21,23,
15,101,79,
15,22,39,
20,36,79,
15,21,21,
15,67,145,
15,32,29,
17,42,102,
18,37,26,
15,113,94,
15,32,29,
15,138,112,
16,32,22,
20,61,68,
16,41,22,
16,60,111,
15,32,32,
20,151,78,
14,31,32,
15,53,93,
16,32,31,
16,56,90,
16,40,23,
15,64,72,
15,32,33,
15,70,106,
15,30,31,
16,124,94,
17,35,42,
15,51,77,
15,21,35,
15,51,95,
14,31,22,
21,137,100,
16,31,32,
18,76,102,
15,34,23,
15,145,76,
14,56,30,
17,173,95,
16,41,24,
16,54,96,
14,30,26,
15,67,80,
15,32,22,
15,75,83,
16,30,26,
20,71,70,
16,32,32,
16,72,103,
15,31,30,
20,80,78,
16,30,22,
15,72,75,
15,41,22,
16,82,87,
21,39,31,
20,134,69,
15,29,38,
14,79,114,
15,116,24,
14,39,199,
16,33,36,
15,185,105,
15,33,34,
15,68,99,
17,36,25,
15,42,94,
16,33,23,
15,87,92,
19,45,29,
21,93,99,
16,33,30,
15,70,85,
20,37,22,
16,95,24,
14,145,83,
15,39,23,
21,81,98,
15,22,31,
14,54,66,
16,38,22,
20,103,21,
19,91,93,
24,30,22,
22,108,154,
15,22,23,
15,39,80,
20,32,32,
14,76,23,
15,131,70,
15,52,29,
15,84,100,
16,32,25,
16,73,76,
15,30,23,
15,119,21,
15,72,99,
15,51,22,
15,110,101,
15,22,22,
15,145,89,
16,41,35,
21,118,22,
15,112,104,
75,42,21,
15,68,85,
15,33,21,
20,77,99,
15,23,30,
15,99,22,
16,90,111,
14,31,22,
17,178,129,
16,31,24,
16,72,63,
15,30,22,
15,93,41,
14,63,75,
14,21,31,
16,121,81,
22,21,39,
14,123,70,
16,23,22,
15,202,79,
15,48,34,
16,86,24,
16,122,91,
14,22,28,
16,177,108,
16,219,22,
15,52,129,
14,30,30,
15,119,21,
16,113,87,
16,29,23,
16,153,77,
16,32,38,
16,45,95,
15,32,32,
14,29,22,
15,132,105,
16,29,32,
20,133,79,
15,53,37,
15,54,151,
14,32,22,
15,104,22,
15,62,96,
15,23,31,
16,138,112,
34,45,32,
35,247,97,
30,41,25,
22,139,23,
15,121,110,
16,30,33,
15,107,65,
15,22,31,
21,88,74,
17,23,33,
14,87,22,
15,219,66,
15,21,21,
16,67,52,
14,22,23,
16,136,92,
18,39,27,
16,78,24,
15,133,100,
16,32,33,
15,130,89,
16,22,23,
16,171,102,
18,33,40,
16,79,72,
15,30,31,
15,64,75,
15,31,28,
15,54,68,
16,35,23,
14,53,93,
16,31,29,
15,62,77,
21,41,24,
15,39,81,
14,22,43,
15,55,100,
19,31,22,
15,113,76,
16,30,32,
17,84,86,
15,53,28,
15,135,96,
14,31,29,
65,37,96,
19,41,36,
15,39,86,
20,112,23,
15,79,87,
16,31,38,
15,82,76,
16,32,39,
15,55,66,
15,78,29,
15,111,74,
15,30,28,
15,80,76,
15,33,30,
15,39,93,
15,32,23,
16,38,97,
16,34,32,
16,56,94,
16,31,25,
28,115,56,
16,128,56,
15,32,28,
28,106,22,
15,64,75,
14,30,23,
20,82,98,
14,31,27,
20,98,68,
19,30,39,
15,87,67,
14,32,30,
20,65,86,
14,30,23,
14,77,33,
14,78,73,
15,30,22,
22,164,107,
15,32,32,
15,65,57,
15,31,23,
15,103,23,
20,80,73,
19,21,32,
20,158,83,
15,30,32,
19,38,90,
20,32,32,
23,76,22,
15,154,83,
15,22,23,
14,120,143,
16,22,21,
16,56,69,
15,21,22,
14,93,21,
14,149,89,
14,21,30,
15,72,104,
14,36,29,
16,39,91,
17,30,23,
15,91,24,
14,83,63,
49,21,22,
16,97,75,
16,31,34,
15,146,164,
15,30,30,
15,88,23,
14,157,88,
14,30,23,
15,84,249,
15,32,31,
15,71,95,
15,32,22,
14,64,32,
14,60,75,
15,25,20,
14,153,89,
15,22,33,
14,76,91,
14,21,30,
15,93,21,
15,110,96,
16,20,22,
15,121,100,
14,32,32,
14,60,97,
14,31,22,
23,140,68,
33,71,102,
25,40,31,
27,112,116,
27,45,22,
25,65,93,
14,31,31,
26,108,33,
26,98,93,
15,93,39,
26,102,95,
21,37,37,
25,85,90,
24,32,35,
27,94,31,
25,76,87,
87,24,22,
26,108,77,
28,31,22,
27,181,69,
22,31,25,
28,189,66,
16,141,106,
16,29,32,
27,99,125,
39,61,49,
19,68,110,
16,55,35,
14,102,21,
25,95,149,
14,38,21,
14,138,107,
16,30,29,
32,87,102,
15,21,22,
19,110,23,
15,61,76,
14,21,21,
16,58,112,
16,31,32,
20,71,70,
17,35,35,
15,176,31,
14,140,96,
20,32,22,
16,81,88,
21,29,38,
15,55,104,
20,32,21,
15,78,102,
15,43,22,
17,75,101,
19,30,21,
21,60,82,
22,29,21,
14,25,80,
16,31,31,
14,58,75,
14,31,20,
15,87,92,
32,21,23,
