Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
3217,4917,4406,
1983,8370,4671,
1205,5078,5562,
1550,6840,8212,
4140,1897,1501,
873,5618,6259,
1798,3969,4148,
1697,4901,4498,
1325,5013,4843,
981,5463,6000,
3505,1507,1536,
3120,3952,3652,
443,6855,7224,
3971,1566,1126,
2715,4017,4559,
3886,2735,3318,
1121,6379,6834,
4324,1151,1220,
1602,5504,6109,
2110,5099,4812,
2106,4811,5109,
2454,4381,4942,
4192,1759,1596,
1069,5409,6298,
3786,2802,3089,
598,6875,6189,
127,7532,7694,
2411,5057,4532,
5208,194,272,
2673,4270,6639,
2160,5868,6157,
3418,3429,2936,
2453,3574,4278,
3841,2147,1572,
1160,5253,5523,
2565,3986,4329,
1723,5417,5498,
3795,1703,2337,
4196,967,873,
3290,3073,2609,
2968,2762,2844,
2494,4104,4729,
2631,5232,5178,
2730,4250,3873,
540,6855,6907,
138,6921,7713,
2485,5421,9397,
1299,5720,5287,
3285,2321,2360,
3730,2210,2085,
1724,4638,4656,
3502,2762,3531,
485,6855,7155,
2428,4113,3986,
3644,2538,2549,
3628,2467,3131,
526,6911,9013,
224,6699,7333,
2178,4025,4244,
1115,5727,6400,
3839,3280,3384,
4236,951,1028,
4367,328,315,
1087,5616,6240,
2554,3799,3969,
1739,4603,5271,
9538,708,942,
721,6634,6121,
4599,1659,665,
565,7944,7519,
529,7331,7872,
76,7113,7420,
2765,3602,4217,
3753,2070,1988,
1101,6568,6125,
3047,2490,2541,
2374,3630,4246,
2389,3576,5211,
77,7375,6967,
592,6606,6812,
2169,4630,5522,
233,7360,7521,
725,6311,6531,
5121,3829,3992,
2590,3719,5987,
3858,2637,2361,
1533,5679,5327,
1062,6220,6491,
902,6424,5932,
2415,4067,4114,
4983,542,596,
1419,10733,5146,
999,6224,5818,
694,6029,6065,
4662,500,362,
3732,2297,2386,
398,6582,7289,
293,7141,7278,
3523,2274,3446,
4456,1916,996,
538,7229,10829,
3324,3393,5523,
3543,2373,1920,
412,6392,12086,
3030,4978,5341,
721,6509,6893,
3057,2640,3300,
5291,1493,1476,
2523,3526,4330,
3495,2302,2398,
448,6449,6966,
1846,4654,4689,
2103,5885,5152,
3269,2965,4518,
3786,2270,2132,
2594,5065,4682,
2184,3964,4610,
201,6764,6711,
4835,300,368,
4653,1299,1305,
736,6272,6895,
4377,1915,2098,
3938,4688,6067,
128,6809,6993,
4991,597,676,
1977,6017,6446,
2246,4772,4354,
2340,3672,3744,
1344,5037,5708,
3976,1509,2147,
4140,1536,697,
446,6604,6953,
4354,2322,4050,
3117,3137,3185,
3487,2401,2052,
1967,16442,5619,
2176,5833,5686,
3762,2292,2376,
3296,5817,3528,
436,15404,7364,
2336,5250,4371,
2915,3875,3635,
1661,6583,6501,
1904,4363,4599,
848,5911,6609,
2033,4147,4193,
1619,6745,5805,
2439,4024,4251,
1313,5847,8377,
1592,6302,6375,
949,5778,6154,
3377,2896,3519,
1842,5637,4749,
882,5802,5970,
374,7493,8394,
3298,3226,3362,
349,7248,7107,
163,6950,7121,
2994,3159,3127,
602,6746,6437,
2367,3841,4454,
2501,6387,6809,
5552,1510,1509,
778,6579,6140,
1647,5260,5429,
2895,2912,2994,
2796,4557,3786,
636,6237,6272,
5079,253,270,
2856,4061,4340,
2493,3918,4595,
2477,5850,6385,
331,6789,6552,
3132,2886,3109,
629,6346,7068,
384,6872,7150,
914,6246,6386,
1735,4538,5275,
2401,4018,4206,
1680,5177,4787,
831,5998,6034,
657,6668,6229,
3133,2497,2541,
3250,2953,3171,
2257,4289,4456,
2102,4939,4533,
3145,2952,3145,
1223,6511,6093,
2459,3989,4139,
1214,6036,5615,
1181,5547,5736,
592,6825,6421,
1707,5452,5676,
774,11585,7252,
1221,5696,5838,
3320,3152,2811,
176,9068,7862,
1999,5219,4794,
2495,4245,4351,
1654,5065,5343,
2381,4665,4580,
1962,4899,4385,
1356,5885,6027,
2752,3077,3707,
835,6023,8250,
69,7404,7120,
5103,406,506,
2505,4139,4953,
3330,2252,2330,
4780,975,1074,
3640,2308,2417,
5275,355,263,
3265,2740,2929,
755,7634,7157,
3004,2946,4415,
3783,2214,1744,
2345,4283,4503,
299,6564,7343,
2726,4618,4198,
683,6708,6290,
4419,530,541,
359,7437,8831,
1463,5525,5602,
1064,5624,6307,
3159,2487,2531,
3260,4499,4020,
131,6852,7014,
4753,568,287,
2314,4826,5255,
213,7383,7089,
845,5903,6183,
2390,3969,3665,
3220,3291,3477,
629,6297,6822,
4361,2606,2835,
438,6914,6750,
2543,4078,4034,
3074,4451,4070,
1333,5657,5705,
2796,4976,5614,
1792,4700,4737,
3652,2730,3471,
2374,4368,4583,
2771,3409,3996,
1889,5037,5195,
1947,4127,4723,
1151,6704,6856,
3316,2234,2976,
911,6329,6466,
4357,1363,1594,
2213,3984,4163,
1207,5711,5377,
2079,4240,4290,
2980,3906,3061,
3652,1929,1717,
413,6625,7261,
1103,5995,6354,
5444,1111,1129,
54,7072,7107,
3021,3469,4153,
2835,3407,3566,
2745,3050,3703,
2600,4642,4880,
949,6333,5957,
3122,3092,3332,
3012,3736,4519,
4270,2107,2398,
1889,4347,4971,
4572,2374,1072,
4785,848,391,
2355,5796,5603,
4480,701,794,
536,6351,6396,
2965,3547,3810,
2005,5872,5994,
5288,994,956,
3641,2306,2557,
677,6304,6942,
4404,1086,1180,
1554,6179,5832,
190,6803,9491,
1281,6003,6431,
4771,1111,1227,
2258,5769,4044,
3805,1771,2408,
4128,4632,2173,
1212,5167,5328,
2707,3097,4104,
4638,226,258,
636,6381,6812,
5374,859,1033,
1984,4187,5074,
2809,3087,3704,
2810,3469,3451,
4367,1531,1617,
4040,942,1043,
1934,5460,6298,
3531,3452,3722,
1562,6080,6794,
2766,3776,3716,
4292,2295,1668,
1401,8279,6098,
2177,4433,3743,
192,6950,6795,
2223,4483,6968,
5057,524,558,
1107,6349,6989,
720,5991,6107,
3758,3171,2276,
388,7209,7237,
4254,1842,2064,
1863,4667,4768,
4616,1146,1241,
608,6582,6911,
3683,1680,2326,
2247,4634,5000,
4041,1408,720,
1696,4983,5106,
1960,5026,4691,
1656,4839,4916,
3759,2836,3484,
1277,6059,6367,
336,6595,7294,
2812,4229,4359,
2147,4574,4321,
3490,4719,5104,
4259,2179,1731,
4389,484,528,
160,7196,6946,
301,7282,7564,
793,6007,6636,
2219,4311,4388,
436,10580,7463,
3367,3347,3456,
516,6948,6311,
3058,2792,2907,
2256,3966,4649,
3940,2599,2806,
3262,2970,3701,
1873,5169,8336,
2134,3859,4610,
3618,2646,2825,
586,6173,7030,
5739,2791,2730,
1660,4888,5667,
1462,5138,5818,
2468,3618,4511,
4222,973,1051,
4948,384,279,
4616,1954,998,
1266,6049,9598,
1258,5155,5357,
1601,5374,4968,
2634,3635,3940,
2069,4808,4290,
2399,5245,5693,
411,6914,6474,
4073,1818,1152,
2745,3571,4323,
101,6815,6878,
4256,795,434,
2227,4313,4509,
363,6637,7439,
3647,2681,2834,
3779,2106,2370,
2856,3358,3636,
3618,2601,3332,
2662,3725,4136,
2945,3061,3706,
1904,5406,5537,
1340,6613,6008,
2154,4115,4336,
2911,3910,3520,
2292,4254,4789,
4506,114,88,
2699,4788,4789,
2644,3823,4610,
4942,1067,1167,
3186,2511,3293,
1005,6145,6305,
3029,2639,3360,
2143,4572,4895,
2013,5014,4588,
4184,2066,2106,
2773,4140,3672,
1897,5675,5853,
2366,3755,4120,
4617,1858,1979,
4447,694,905,
588,6304,6412,
796,6546,6976,
4263,1669,807,
4763,311,381,
4537,843,839,
1269,5918,7046,
3801,3367,3591,
1012,5436,5969,
718,6102,6254,
3460,3154,2792,
1725,4708,7822,
3846,1894,867,
148,7064,7592,
1489,5441,5420,
3951,2301,2447,
2799,4557,5771,
5289,3153,5085,
2316,4534,4126,
1904,5958,6651,
5092,1673,1324,
3358,2924,3325,
4473,373,430,
2809,4266,4685,
4856,337,254,
2031,6379,6293,
1302,7065,7245,
7379,811,861,
1182,5749,5452,
2405,4505,4596,
3454,3400,4000,
5068,2240,2999,
4558,1777,740,
1029,7243,9403,
722,6806,6935,
725,6013,6325,
2035,5517,5987,
853,6350,6127,
3171,2943,3140,
628,6635,6415,
5095,986,1186,
1144,5651,6359,
1057,5899,6273,
192,6876,7350,
187,7538,7802,
3649,2133,1860,
1863,6028,6134,
2426,5498,5088,
2610,3206,3305,
2740,3393,3035,
1050,7060,10863,
1202,6042,5879,
3652,2730,2951,
2508,3727,3394,
2640,3672,3646,
2302,4495,4487,
289,6335,6646,
1347,5486,5630,
2323,4288,4419,
3813,1328,1330,
3942,2005,1336,
2521,3907,3503,
2801,4106,3909,
4666,339,159,
4089,3276,3298,
3811,2631,2180,
4771,441,493,
1751,5312,4682,
3696,3233,5325,
714,6072,6864,
2901,3586,3680,
3838,2141,1547,
220,7140,7705,
3768,1897,1806,
1059,5891,6352,
3855,2180,2201,
3649,1874,1939,
4089,3486,4237,
2649,3978,4351,
4618,385,295,
3867,2923,3070,
2859,3056,3660,
2147,5763,5917,
2129,3991,4623,
4091,2103,2199,
4578,1485,1070,
1422,5572,5833,
1079,5746,6354,
1509,5868,6288,
217,7441,6855,
4118,1747,1082,
3708,4732,5495,
2542,4823,4891,
627,6649,6387,
1480,5302,6222,
3051,4265,4917,
2243,4601,4883,
3824,1638,2237,
2523,4359,4594,
3353,3021,3134,
3472,2894,2979,
2946,2965,3622,
3113,3871,4164,
2252,3877,4580,
2337,4190,4374,
646,6548,6403,
2767,3341,4300,
3329,2226,2888,
332,7233,6667,
947,6179,6174,
1231,5905,6237,
2935,3169,3008,
657,6004,6676,
3164,2644,3602,
4591,371,463,
1544,5183,4761,
3808,2502,3973,
1501,5367,5061,
3533,3257,3513,
4627,3684,4389,
2126,4290,5304,
144,7520,7111,
2571,3682,4533,
3442,2177,3125,
4680,2627,2238,
1821,4685,5305,
1025,7957,6182,
3007,2776,3274,
90,7320,7522,
3332,2951,3031,
877,5917,6716,
2780,3032,3136,
1224,5822,5652,
1659,4826,5086,
3951,2914,2779,
2402,3844,4541,
3516,4010,4998,
289,7373,6992,
758,6461,6537,
1150,5495,6320,
1580,5913,6053,
6662,2306,2927,
1308,5835,5978,
435,6532,7225,
3994,2585,3606,
3404,2548,2774,
3970,1880,829,
131,7049,7480,
98,7391,7657,
1048,5746,6130,
1109,6380,6852,
2152,3962,4117,
2433,3489,4141,
2956,3247,3424,
2381,4076,4645,
5223,874,1072,
1371,5679,5408,
713,6114,6138,
4455,2184,1357,
1179,5459,5465,
2383,4162,4805,
398,7078,7109,
2020,6519,6179,
163,6840,7092,
1845,4566,4874,
2398,3809,3930,
2710,3953,3547,
597,6282,6340,
1631,5591,6297,
1948,5171,5284,
541,6873,6476,
1734,5209,5644,
4263,1139,967,
735,6025,6272,
4367,299,314,
3006,3277,3438,
3813,3453,4283,
2644,4163,4366,
2520,4242,4779,
3354,4920,5132,
708,6443,6189,
4867,1181,1402,
1061,6184,5700,
947,6488,6469,
6032,1068,822,
4937,673,760,
2158,4644,4336,
4341,1954,1253,
474,6312,7128,
3775,1858,2378,
2914,2810,3492,
4778,2125,1562,
4536,1298,1325,
3738,4630,5342,
2302,4227,4833,
1333,5311,5454,
1067,5769,6429,
4543,2481,2556,
4459,2107,1556,
3634,2414,2587,
3675,2406,2672,
2533,4212,4286,
3323,3578,4533,
1521,5418,5618,
1169,5229,5894,
1604,5103,5325,
3374,3152,3233,
3636,4362,5747,
1607,4943,5702,
3720,2446,2559,
3879,4323,4185,
3499,3225,3481,
2776,4079,3651,
1085,6210,8069,
2086,4219,4676,
3213,2981,3122,
1812,5335,4861,
4435,591,814,
836,5758,6550,
818,6378,6585,
4200,995,1093,
3704,2300,2821,
2189,4366,3902,
2807,3572,3645,
3840,2016,2867,
134,6998,7095,
1841,6001,7780,
2183,4939,5105,
4532,1886,918,
2603,3219,3385,
3568,4805,4214,
4532,238,298,
4472,1411,1682,
4267,2154,2346,
4333,988,714,
1314,5763,5413,
3425,3216,2872,
4473,1550,1572,
1561,4935,5737,
1246,5853,6135,
3486,2950,2612,
7111,527,700,
2000,4632,4202,
1687,5000,5135,
2003,6342,9198,
3594,2554,2805,
1322,5760,5508,
977,5719,5889,
1733,5274,5879,
3798,2672,2253,
834,6109,6540,
430,6424,7085,
2807,5557,5578,
4058,2175,2042,
1165,5965,6100,
3852,3762,4048,
4673,1453,762,
2303,3667,4402,
4673,1518,721,
2585,7466,5204,
1136,5925,5391,
5336,3851,4236,
207,7140,7800,
152,7136,7322,
464,6721,6749,
4172,904,1003,
4197,3437,3847,
3159,4500,3269,
1713,6180,5626,
2895,5232,5724,
1717,4697,4913,
2234,3863,4540,
2242,3641,3909,
2964,4693,5319,
2091,4234,4414,
524,6884,7480,
2268,4097,4222,
3160,2729,2393,
1620,6194,6377,
4363,661,289,
4175,1904,1222,
539,6651,7094,
5238,2766,2944,
1307,6431,6422,
2249,4284,4313,
2689,3814,5416,
206,7342,8042,
3904,1456,1311,
823,5926,5971,
1736,5342,5119,
2135,3977,5158,
2226,4212,3943,
4157,1834,1882,
1472,5153,5832,
4665,1070,834,
2834,3992,4845,
4361,694,781,
3214,2946,2635,
2769,3996,4288,
3682,2205,1774,
230,7256,7715,
2476,3996,4325,
5591,719,799,
1264,5557,6142,
1178,5958,6304,
3422,2610,2156,
3829,1895,2023,
2779,3806,3808,
2707,4413,3809,
265,7929,7353,
4811,1425,1035,
3912,2811,3158,
2860,3243,3596,
1319,6313,5095,
2404,17523,4751,
2976,4084,3512,
4568,1675,713,
418,9599,7986,
1820,5151,5086,
1721,6022,5399,
3077,8879,4601,
271,7050,7558,
4511,1294,969,
1584,5392,5729,
223,7186,7140,
422,7037,7084,
2644,4047,4267,
4078,2388,1992,
630,6804,7027,
1317,5919,5478,
4341,1672,678,
330,7681,7425,
3076,3061,3167,
3916,1621,1914,
3045,3636,5955,
76,7033,7770,
1488,5040,5069,
2130,4413,5040,
518,6982,7147,
4866,868,364,
7322,748,929,
5405,687,404,
2177,4118,4204,
828,6012,6753,
602,6429,6560,
2058,4974,4711,
4487,243,255,
3544,3525,3315,
4186,1217,1832,
4617,1195,841,
4870,1943,1430,
1030,6080,5666,
3030,4177,6601,
1402,5359,6015,
1848,5219,4615,
3958,1330,1447,
3812,3995,4194,
2790,3883,3518,
2412,4129,4296,
835,5862,6550,
306,7022,7168,
368,6791,7034,
2561,3914,3947,
1879,4692,4271,
2994,4560,4855,
2304,3578,4230,
3594,2871,2578,
3459,2824,2911,
2988,3044,2629,
306,7504,7389,
1125,5679,6038,
4649,2445,2488,
214,7591,8469,
4870,620,690,
2427,4374,3979,
2887,5738,4150,
509,6825,6423,
3465,2364,2573,
1359,5589,5244,
5083,3100,3424,
3446,2457,2032,
989,6729,7123,
1674,5040,5417,
2272,5026,5445,
4534,1473,735,
4490,1386,1349,
2131,5639,4995,
814,5766,5740,
2027,4449,4047,
4805,1064,1409,
2386,4504,4417,
325,6688,6751,
2575,3661,3727,
2542,4895,4456,
3297,2748,3410,
1834,4298,4484,
2508,3904,3617,
2965,3277,5133,
3253,2790,2400,
3517,2353,2572,
2254,3965,4841,
1767,4870,4933,
3492,3161,2741,
2464,3519,3524,
3823,1553,1875,
1006,6337,6508,
4848,975,1070,
3239,2875,3281,
319,7162,6761,
4353,1864,1725,
3451,3222,2807,
3133,5165,5571,
889,5908,6471,
849,6366,6511,
4443,1128,1270,
4522,1745,823,
5020,86,79,
4464,1779,865,
1905,4914,4472,
3023,2894,2935,
6808,1183,1385,
1759,5334,4939,
1135,5891,5862,
1523,5679,5857,
4174,2173,2838,
5183,1310,1885,
3662,1737,2377,
609,6268,6279,
89,7294,7036,
3181,2773,2851,
2415,4203,3841,
2475,3961,4119,
1115,5619,6233,
1001,5549,5855,
675,6674,6250,
3224,3099,3422,
1371,5355,6021,
319,7167,7326,
3254,3256,3517,
2029,4828,5123,
4007,1390,1411,
129,7251,7604,
1446,6815,6432,
4034,2161,1754,
2554,3962,3702,
2316,4532,4587,
2018,4582,4330,
3071,3509,3119,
4132,2826,4102,
947,6792,7278,
2145,4606,5230,
266,6548,7257,
1108,5996,6078,
858,7069,7120,
4099,1196,561,
4617,670,738,
4031,1529,1617,
3024,2943,3085,
1306,5946,5590,
1629,4919,5770,
3957,2994,3823,
150,7017,7013,
4430,1592,1630,
4652,2184,1711,
659,7025,7332,
1237,6908,7162,
2094,4984,4567,
2072,4862,7386,
4283,654,732,
1635,4995,5409,
1315,5184,5868,
388,7091,6528,
905,7931,8129,
803,5991,6394,
194,6876,7535,
849,5708,6141,
3920,4396,3962,
260,8448,9533,
1945,4733,5104,
1177,5675,6065,
3823,2190,2521,
1878,5760,5281,
2847,4643,4282,
4209,3145,2747,
4405,1714,1872,
896,11356,7053,
1739,6820,8102,
2567,4871,4466,
3530,3183,3102,
977,6015,6706,
4288,1595,1273,
3832,2927,2515,
166,6863,7149,
2037,4848,4927,
1520,6900,7255,
1426,5472,6180,
661,6288,6524,
2697,3894,3516,
613,6565,6588,
533,6592,7334,
4524,1976,1194,
1275,6014,6058,
1355,5627,5699,
3793,2197,1896,
352,7143,8828,
1465,5677,5965,
1058,6099,6247,
4202,1562,2187,
2356,4617,4646,
3954,1668,2214,
3891,2021,1480,
135,7950,7181,
1408,5849,6033,
1273,6334,5882,
4277,3396,3667,
82,7027,7624,
3216,2973,3146,
4100,2374,1928,
751,6205,7013,
1162,5503,6127,
1211,5594,5631,
1193,7404,6351,
3856,2112,2221,
690,6584,6270,
4457,1930,1044,
4345,1909,1419,
3215,3518,3634,
3247,3998,4575,
3534,1926,2016,
1113,6013,5741,
226,6636,6924,
4432,1737,1385,
5443,3365,3805,
4179,2280,1872,
1858,5268,5420,
1154,5293,6077,
1020,6014,9451,
3165,3587,3255,
4658,1131,1222,
5007,372,487,
3870,2081,2046,
1106,5773,6429,
4916,839,938,
308,7026,7164,
293,7088,7189,
735,6591,8727,
860,6427,7724,
4596,1278,547,
2957,3599,3840,
3749,1622,1966,
2479,3396,3543,
4424,865,881,
1538,4623,6432,
4094,1306,1470,
3455,3375,3427,
1386,4788,5497,
5067,222,236,
240,7508,6903,
3366,2881,3103,
2528,4258,3833,
659,7369,7761,
3874,2099,2228,
3103,2789,2847,
1760,5428,5222,
2059,6045,6652,
1294,5414,5857,
958,6011,6138,
2325,4459,4265,
2817,3315,3466,
4154,1518,592,
3528,2329,3011,
5768,1446,2121,
4193,1039,976,
3746,1718,2599,
3269,3108,3316,
4733,1251,785,
3054,3353,4857,
1104,6134,6598,
1954,4820,4576,
4284,1898,1519,
2986,2847,3526,
1916,4655,4697,
2600,4047,3666,
2904,4588,5529,
3965,1551,1981,
223,7349,7305,
3892,1816,1836,
2485,3965,4023,
606,7095,6719,
376,6882,7147,
2825,3430,3427,
3420,4200,4528,
544,6397,7071,
2164,4524,4586,
2491,4500,4062,
3179,3902,4794,
4211,836,921,
1279,6142,5785,
2276,4470,4758,
2596,3887,4482,
6025,2581,4216,
2955,3284,4002,
4504,1717,2516,
1796,5529,6016,
4211,3340,2349,
1664,4506,5639,
3723,1896,1075,
3476,2289,1858,
1946,4649,5085,
5126,2094,2322,
3040,2440,2400,
244,6787,7305,
