Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
260152,66,21,
259578,110,65,
260822,124,79,
260533,153,206,
261124,174,79,
261406,204,62,
267836,211,91,
260992,337,101,
265304,193,96,
303683,378,63,
294911,203,70,
260412,159,85,
258412,202,81,
255912,247,79,
260898,190,90,
261842,242,62,
289647,235,86,
262513,140,111,
260638,158,72,
266437,175,108,
259668,167,73,
265666,107,54,
265284,110,36,
261727,100,208,
267573,161,103,
259360,147,57,
283173,117,130,
265484,188,133,
258727,102,85,
265484,153,98,
265087,452,307,
319380,171,168,
261165,166,83,
266547,273,86,
261171,101,97,
260817,98,64,
265700,279,119,
288662,284,89,
263994,214,106,
271577,193,48,
274662,244,109,
264850,169,88,
266526,135,89,
271392,115,39,
277409,86,89,
271225,99,47,
264040,208,139,
269203,171,83,
257251,220,88,
254687,343,87,
267115,100,115,
267431,229,69,
258352,525,740,
265774,82,100,
265529,89,93,
314242,208,86,
286683,106,38,
258257,111,57,
261301,520,91,
260017,287,75,
264723,293,39,
262503,115,142,
266427,241,112,
259804,161,77,
270931,252,116,
261471,106,80,
254779,176,79,
269695,96,44,
261124,166,109,
270072,151,65,
281179,204,71,
265426,218,35,
287784,222,134,
284539,132,84,
254352,73,35,
262589,82,37,
262906,90,85,
261338,166,62,
262060,88,39,
260059,137,69,
261450,213,75,
256728,78,107,
263840,169,126,
262750,134,78,
261925,140,99,
263756,160,66,
265957,148,91,
278082,465,146,
269253,132,85,
260275,219,105,
268520,100,73,
259515,97,86,
259380,96,39,
266410,90,153,
260296,145,78,
261958,153,102,
257247,172,87,
261099,177,90,
264271,217,83,
274789,74,84,
264077,183,73,
253667,234,107,
263927,97,148,
254601,110,99,
259215,121,115,
258141,181,89,
268824,158,80,
285220,163,57,
270365,160,78,
257505,199,111,
262394,84,85,
263074,166,124,
261988,156,86,
268533,215,119,
261597,226,99,
264340,223,88,
261571,339,91,
268995,261,41,
265939,310,96,
334551,202,95,
270432,418,110,
261889,166,83,
263051,96,125,
287247,159,104,
263363,265,46,
261294,181,70,
271249,162,74,
254117,126,85,
262788,117,84,
262988,412,90,
286352,221,68,
253628,156,84,
263664,93,73,
270956,189,91,
260457,129,47,
268053,204,106,
290537,134,123,
267674,122,92,
267355,251,134,
264280,90,44,
266949,185,85,
262573,147,135,
265900,146,60,
261514,413,81,
267629,99,52,
263021,98,89,
262421,207,94,
266352,223,79,
297528,98,66,
273839,73,94,
270461,261,75,
259480,144,149,
255213,156,79,
264078,200,88,
261261,82,57,
268194,158,67,
263080,118,115,
266576,251,112,
306874,119,77,
259380,81,51,
265781,81,95,
264135,71,40,
266070,69,110,
265863,179,68,
262768,319,63,
261827,83,142,
264572,75,137,
269311,212,66,
270650,204,77,
264926,315,97,
255216,202,80,
255878,168,62,
297960,102,90,
258502,213,120,
278250,223,120,
254285,209,90,
256136,295,72,
261428,278,32,
287241,248,48,
261217,160,98,
256578,261,52,
265131,338,52,
258394,228,125,
259190,207,96,
262039,79,89,
264698,380,68,
262536,166,87,
263848,94,105,
267221,100,66,
256148,380,83,
314965,159,96,
260561,94,59,
263693,112,56,
263139,81,29,
290862,82,83,
284662,105,79,
277052,70,107,
262765,369,53,
256591,215,62,
264611,127,94,
261284,128,103,
266127,413,24,
266790,137,23,
304968,171,69,
264475,86,55,
265398,82,82,
273365,65,132,
261428,72,97,
262036,88,23,
264706,371,53,
262175,73,79,
272139,204,93,
282645,77,103,
269861,362,101,
270171,101,56,
283483,148,95,
262043,239,113,
262147,332,66,
257408,154,37,
269980,220,81,
262353,171,99,
283215,258,139,
343139,513,444,
259649,79,56,
262832,66,111,
265108,109,98,
276218,131,68,
265450,72,103,
261867,129,47,
256273,204,101,
264831,86,120,
263492,75,74,
268172,152,100,
258633,126,51,
264272,81,31,
264751,109,93,
259126,77,92,
273171,100,25,
269419,99,105,
265793,183,85,
254427,364,113,
262255,98,56,
257525,320,85,
306327,178,96,
264985,116,49,
266205,237,78,
260841,103,59,
252955,122,111,
281950,188,63,
298872,184,110,
261094,180,84,
303004,365,85,
265111,100,85,
265502,302,89,
265234,189,95,
260937,170,80,
268589,249,139,
260225,194,77,
266815,79,34,
285838,350,86,
286309,149,69,
260689,63,168,
262170,91,140,
261147,127,81,
296551,223,77,
281952,165,62,
274419,73,40,
270487,333,39,
271329,126,76,
270796,110,73,
272486,150,40,
271404,76,52,
266165,73,67,
270647,65,50,
277250,151,34,
271889,238,57,
272337,266,67,
274899,130,91,
285135,70,21,
293472,86,53,
272968,68,39,
270218,101,53,
300833,328,62,
273348,164,66,
283128,154,67,
282913,103,32,
276732,561,68,
274004,62,58,
272455,69,92,
272405,229,67,
273966,65,47,
289285,97,111,
273358,220,112,
267426,125,63,
279745,131,96,
272881,93,67,
262198,82,54,
296843,327,70,
282816,89,40,
272550,60,74,
281392,209,83,
272023,355,85,
271388,261,85,
298032,308,96,
275903,85,89,
279085,203,58,
274660,65,73,
277245,97,108,
273091,186,83,
257245,138,67,
270823,129,43,
272579,117,75,
280467,70,51,
282692,318,68,
275784,316,73,
285547,177,60,
275434,82,104,
269753,185,135,
279611,74,78,
272342,83,71,
272561,93,94,
267080,337,134,
281386,204,81,
287729,213,80,
281028,77,49,
270898,194,86,
280870,67,72,
272148,69,28,
270442,180,76,
282016,520,154,
278945,356,151,
296378,271,99,
304853,81,87,
265775,224,133,
271682,169,149,
258648,304,97,
263333,254,70,
273550,169,89,
273072,134,37,
270582,84,67,
275085,118,70,
272286,62,69,
259948,106,89,
272075,234,64,
285762,303,52,
283744,182,103,
274188,158,84,
268414,62,62,
288600,129,82,
277565,133,92,
271615,169,95,
291485,223,79,
271883,131,70,
273730,232,80,
284092,369,68,
274151,82,33,
272011,225,64,
270063,214,71,
287837,67,75,
271321,147,91,
275661,103,80,
296715,156,81,
272379,86,126,
273000,232,91,
273106,303,90,
266619,145,122,
293610,144,79,
271114,185,90,
273597,162,101,
271099,257,51,
267667,172,109,
274872,82,88,
280439,152,48,
271920,79,76,
286315,155,65,
291780,226,73,
303487,357,52,
279526,175,82,
304269,192,79,
270737,128,67,
282723,100,108,
273581,233,67,
264924,199,73,
271781,162,42,
295213,134,33,
272926,79,78,
294388,140,116,
271496,146,69,
264429,180,69,
288437,241,108,
275776,67,104,
271914,136,66,
272617,153,69,
270957,64,91,
292676,85,86,
278600,296,79,
266170,164,93,
285096,384,81,
272642,180,87,
272679,145,84,
291066,118,41,
273906,73,41,
279278,146,74,
281364,139,67,
276229,213,38,
272342,183,85,
282086,200,128,
274708,156,130,
272040,209,82,
284327,222,54,
269804,148,81,
284315,140,85,
282007,152,64,
248850,147,40,
269014,182,62,
272132,141,80,
272327,161,97,
268539,103,130,
275630,215,85,
272857,160,44,
272692,100,80,
278214,175,46,
272930,180,96,
274822,243,106,
303052,259,80,
271893,144,106,
305176,140,132,
265644,150,74,
266372,124,39,
271815,129,50,
280490,200,89,
273259,166,65,
271749,108,96,
297265,193,65,
276111,270,85,
268029,107,50,
273288,180,89,
272690,120,86,
279238,165,140,
283093,82,63,
279429,147,86,
274119,128,31,
267861,232,109,
279459,92,38,
268517,192,38,
279799,132,38,
269262,121,79,
278540,130,33,
272273,95,24,
279135,156,82,
273669,63,22,
274860,90,38,
267143,99,72,
271151,101,75,
270860,187,77,
275187,182,82,
271456,190,107,
260639,90,126,
271016,90,76,
404222,158,81,
275119,74,61,
345506,134,121,
285979,161,85,
280342,99,90,
273198,135,84,
273810,65,53,
268074,129,83,
283204,318,74,
275300,127,87,
280425,85,43,
268547,231,84,
271434,136,100,
281310,186,68,
273550,193,65,
281826,135,62,
275228,67,100,
280748,264,130,
270442,134,71,
271926,148,155,
272288,270,96,
280395,67,40,
292652,69,38,
273188,69,42,
289496,130,39,
274959,140,64,
272922,169,88,
269848,225,47,
274043,190,60,
278012,222,75,
278948,187,54,
261918,206,85,
279953,274,102,
274244,138,82,
274775,168,62,
301920,222,72,
273985,162,136,
272849,130,129,
294192,165,52,
272888,212,69,
271301,102,87,
271735,213,65,
273099,156,86,
276527,156,79,
270381,156,83,
293490,270,66,
274123,262,82,
272179,82,37,
281304,215,105,
271534,159,77,
265995,94,58,
264221,352,118,
272675,176,68,
273591,133,65,
281288,164,83,
299490,98,83,
294568,82,84,
274397,122,62,
288933,120,105,
267080,198,101,
267593,81,49,
275101,83,53,
279254,161,146,
264302,238,81,
275910,208,84,
276685,190,37,
278448,132,77,
298868,491,356,
293369,157,116,
289484,172,79,
273120,196,50,
287871,232,100,
296562,261,115,
267648,183,68,
267118,228,96,
296794,211,78,
275009,90,49,
272130,153,89,
271740,102,65,
274083,68,68,
293327,265,66,
277473,151,93,
283698,164,92,
290081,245,162,
273044,216,77,
273494,159,74,
281013,196,83,
279914,105,75,
270738,213,70,
272747,187,24,
301343,99,96,
264277,155,84,
275373,87,78,
307033,114,40,
301169,236,101,
266042,196,80,
298064,88,121,
274709,138,78,
276913,142,117,
274563,171,73,
271766,98,90,
271934,223,72,
282195,253,63,
265228,215,73,
297569,153,87,
281738,255,68,
304414,282,37,
266754,86,90,
279384,239,72,
273247,393,86,
272401,143,96,
274625,82,26,
265636,123,82,
255393,130,91,
290234,193,101,
270148,184,42,
282358,135,46,
296837,86,116,
277764,170,95,
277761,281,77,
270381,148,81,
275106,128,82,
270146,185,76,
276797,140,91,
278837,223,87,
283209,227,127,
271985,262,35,
286797,133,50,
272183,155,76,
291298,140,80,
271346,143,49,
275262,163,70,
265098,148,70,
268482,113,75,
274373,157,33,
272717,167,22,
273918,84,40,
263556,70,111,
274808,279,36,
273759,124,62,
275441,237,131,
282091,262,220,
272656,165,99,
277921,148,105,
275345,84,84,
258543,277,44,
258091,226,48,
340464,104,70,
288325,100,52,
274832,162,78,
271443,141,84,
266438,91,153,
298903,172,106,
287909,167,95,
270273,189,113,
264535,149,89,
276473,188,66,
273752,259,89,
272131,76,63,
272556,156,74,
270658,183,85,
283905,99,75,
274577,123,40,
271625,105,109,
319163,128,105,
283947,195,80,
272878,95,82,
273196,166,115,
269688,280,72,
270055,130,56,
260583,79,87,
275933,195,70,
271644,81,69,
276442,153,52,
271136,144,77,
274769,221,57,
275875,227,81,
274383,194,88,
272213,68,97,
284370,138,85,
