Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
55272,353853,290531,
44371,120201,109418,
42530,123218,97590,
45177,90993,90398,
54268,139110,109711,
49211,99947,97991,
48147,100361,98787,
49567,100388,99255,
48297,100099,102532,
47989,102984,98839,
48152,105736,101101,
48045,100576,99388,
49363,99622,98423,
49583,99885,98648,
48633,102246,99261,
49690,105661,96790,
50532,115534,89330,
42521,88636,88114,
46159,95636,95102,
43055,91272,89276,
43998,92006,90772,
43961,94885,91726,
44279,97933,97666,
44319,92309,92812,
43434,90351,89238,
44167,101516,105662,
43634,101687,119735,
47617,171439,144827,
49903,126586,113913,
60928,157931,132872,
45056,132768,129312,
48517,124710,125225,
48543,131375,114766,
74322,174940,150853,
49506,124437,139336,
48595,127210,113403,
52517,124140,128843,
51216,249585,118407,
49035,107094,105562,
42246,101965,103379,
43403,92854,95566,
44280,98425,104629,
44337,99010,95340,
45358,98740,104800,
45015,95393,91800,
44801,100844,100483,
45848,119607,119883,
45604,104842,102694,
45182,104631,109164,
55369,159043,123969,
49891,168768,155784,
48455,111709,96321,
43847,110670,102952,
48285,104434,100637,
47622,116146,108900,
43219,93380,90346,
42734,108010,90999,
43692,92514,93442,
70838,96178,94512,
46445,106093,100358,
48451,112861,102339,
49550,116442,114326,
80907,121934,104998,
44621,92585,91453,
45047,92311,96183,
43226,91509,91107,
44027,90313,90186,
47877,102327,97491,
45118,92022,91340,
43915,111211,91749,
43643,90264,93083,
45477,98557,95753,
44470,92238,100106,
44618,91914,95230,
43462,89780,92879,
44566,100957,98015,
43950,100417,96431,
44394,112431,112593,
50071,162836,137903,
44643,136594,109695,
49573,146909,153255,
42659,136791,124175,
41206,93420,88045,
41443,98584,96192,
46034,104790,93115,
44231,97289,95943,
44071,99232,95243,
44068,107300,102594,
44402,115569,120090,
44153,105265,99503,
45127,109919,93784,
45333,147928,119842,
45332,140713,118714,
50669,112123,98970,
48464,113202,105686,
44769,106945,105803,
45282,139919,132382,
43968,105132,102455,
45109,99708,94476,
43870,114559,107674,
49906,181244,169175,
45639,112908,114220,
53240,117870,100741,
43499,148380,104977,
42792,108473,103704,
49361,101724,91458,
47746,98672,94557,
45414,99501,98571,
45538,96189,91591,
45919,90778,89096,
44981,92715,91717,
44894,92795,91794,
50637,111445,90473,
49753,100288,98447,
44164,90720,92069,
49081,100760,98140,
47174,102866,96177,
46006,96582,96559,
44480,103251,103362,
44765,96159,97160,
44691,94673,95887,
44764,96722,95989,
45561,98415,96967,
44632,93523,98779,
43686,99912,104564,
44498,92672,94100,
44469,92836,95589,
43592,93540,94688,
53630,190025,157851,
54993,132238,106485,
53274,113188,101584,
45078,104017,107034,
45290,110032,100670,
44350,100901,97347,
44722,126028,117310,
43985,107427,102933,
44693,103560,96660,
43835,112658,100880,
44857,163391,132325,
54568,130464,120217,
42426,112442,101555,
43390,112075,110568,
58302,150897,139401,
42409,104837,126766,
48553,131439,110414,
42152,117328,112060,
44517,201437,147415,
43299,115775,106831,
44243,124635,114219,
43701,122140,118582,
61862,427199,196895,
41959,118981,156661,
42930,112579,130283,
49035,134016,120001,
49653,115212,181867,
44945,92086,91159,
44753,92956,91552,
45766,94208,91828,
44732,93264,91591,
44671,92357,91442,
45005,94712,90376,
44865,91683,90769,
43749,92410,91928,
43665,92301,91150,
44625,92726,102153,
44768,92330,91532,
45187,111494,90882,
