Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
37414,38,43,
49479,40,35,
73311,29,36,
37075,47,28,
42919,94,59,
49235,67,52,
41808,48,42,
37162,43,38,
38912,46,49,
51654,66,36,
57145,62,95,
36741,59,66,
43231,62,44,
45412,41,27,
37028,47,59,
52938,53,60,
56865,32,25,
37221,74,74,
38058,53,55,
36861,57,67,
36945,55,29,
36826,40,44,
45625,47,64,
36972,57,26,
37167,71,76,
37855,42,52,
38027,43,48,
37202,39,42,
37109,41,43,
37844,53,66,
37661,38,38,
36696,58,86,
36762,39,48,
37590,51,60,
54098,40,48,
42242,69,43,
36976,44,46,
36707,45,30,
36949,66,94,
36868,57,42,
61243,56,38,
41807,43,26,
36852,39,42,
43135,48,44,
36725,33,23,
38631,58,88,
39815,53,63,
37130,53,61,
37191,45,51,
40741,52,35,
37097,39,37,
42185,51,36,
52286,56,35,
37064,58,37,
37055,71,87,
36848,71,46,
36477,46,42,
42286,34,31,
36762,43,36,
38747,64,50,
37148,40,32,
45258,67,85,
37976,49,36,
40412,47,38,
36933,43,26,
43011,50,49,
36852,42,46,
36905,40,24,
36909,74,88,
37442,45,44,
37103,60,41,
42915,81,54,
36178,41,34,
40535,40,37,
35903,32,37,
35891,31,38,
42485,40,45,
42616,36,36,
36003,38,32,
36077,38,37,
37582,39,53,
37776,125,40,
40520,36,39,
37657,40,159,
36887,31,41,
37725,36,49,
37217,33,34,
44871,36,64,
36857,44,38,
55970,69,33,
36768,95,95,
37719,45,30,
37310,48,30,
38130,45,29,
36880,45,36,
37743,52,69,
37898,43,28,
62153,81,86,
37101,65,68,
36941,63,69,
38311,53,25,
40535,61,41,
36948,70,58,
37366,52,45,
45532,82,107,
37035,57,43,
37494,56,45,
37630,49,50,
59348,87,87,
36923,52,36,
64184,79,51,
37790,30,32,
44122,71,52,
36686,40,43,
36990,48,24,
38525,46,38,
68699,66,43,
37187,34,29,
45918,34,38,
37586,33,41,
37690,31,45,
35800,80,89,
61974,57,52,
37654,56,38,
37301,40,23,
36922,43,46,
36986,49,37,
37907,41,27,
37877,71,82,
37948,57,65,
36877,49,50,
37550,35,27,
38413,44,36,
37448,58,62,
37762,59,42,
37134,72,84,
37214,62,47,
36984,42,38,
37210,43,32,
51415,47,50,
37119,43,63,
61210,37,28,
61294,71,46,
59388,53,38,
36904,40,29,
36857,43,38,
36831,39,38,
38126,42,31,
36827,38,36,
37664,31,41,
36491,33,29,
36819,82,76,
37547,44,62,
42763,53,69,
37264,40,29,
36945,41,55,
43484,44,61,
39516,57,29,
54995,67,84,
42772,74,45,
36811,57,52,
37269,39,24,
36957,42,38,
37602,64,44,
40520,46,33,
36963,52,77,
38091,50,59,
41543,42,35,
53066,57,35,
36810,46,46,
49217,48,35,
36961,44,31,
37307,51,40,
38559,54,48,
36962,35,29,
37646,45,38,
36993,45,49,
37226,48,31,
36959,40,45,
42660,42,59,
37497,32,26,
42279,77,73,
36936,43,61,
36941,52,63,
38200,39,30,
37785,36,45,
55728,79,55,
36988,41,29,
37018,76,69,
36917,72,51,
37793,45,34,
37332,40,41,
36971,42,43,
37633,60,47,
36058,39,28,
37003,68,77,
38237,59,37,
37656,47,60,
38129,64,45,
36949,58,35,
37207,56,37,
36979,56,24,
38146,47,46,
37766,75,35,
37734,51,29,
36959,44,56,
36821,42,45,
37651,39,29,
36857,42,36,
36457,39,47,
36762,32,30,
36695,73,89,
36873,66,62,
49867,52,37,
43001,41,44,
57523,41,44,
47396,66,40,
37050,55,30,
37865,74,64,
37013,52,51,
39920,57,47,
38256,34,30,
36842,39,37,
36775,44,39,
37800,34,30,
36757,75,78,
37463,45,42,
36795,43,37,
37371,47,31,
48023,46,49,
37556,43,46,
40422,37,27,
37922,47,43,
37736,60,36,
36749,45,23,
44818,43,45,
59388,43,48,
37252,55,30,
37728,43,36,
39350,41,62,
37734,35,27,
36652,73,92,
40209,65,64,
36900,41,49,
37349,34,23,
37699,60,51,
37025,59,59,
37020,42,25,
36986,59,82,
37815,45,52,
37847,52,53,
39968,41,31,
62517,50,32,
46666,53,62,
37474,34,27,
36924,57,68,
38315,48,50,
36809,46,40,
47031,48,25,
36958,46,35,
37271,51,51,
37807,55,28,
43076,49,37,
36864,54,46,
36745,34,30,
37680,42,37,
36845,40,37,
38202,42,26,
36789,38,39,
35941,31,39,
35692,33,28,
36952,80,83,
37561,50,71,
36949,50,51,
37270,38,25,
64398,58,46,
44601,46,39,
42866,37,27,
36941,71,66,
44467,71,62,
37808,90,44,
44694,73,48,
36973,46,39,
62389,52,61,
36971,43,30,
36988,40,581,
43758,48,64,
42590,52,41,
37255,38,30,
37661,51,32,
36459,54,37,
36928,42,32,
42763,54,47,
39813,55,35,
36888,51,30,
36786,42,53,
37758,49,57,
43112,49,32,
38044,42,41,
42520,47,44,
36710,43,29,
37733,62,88,
36889,48,47,
37745,52,50,
