Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
15,27,32,
14,60,66,
14,31,29,
13,64,39,
20,29,29,
15,68,61,
14,30,32,
15,60,69,
26,28,22,
15,61,60,
15,30,29,
14,60,78,
15,29,22,
26,48,74,
14,21,37,
15,59,60,
15,29,30,
15,60,70,
14,38,24,
13,228,58,
14,30,21,
15,47,78,
14,21,22,
15,139,65,
15,28,22,
24,73,59,
13,19,21,
26,66,68,
15,34,22,
14,92,31,
14,63,58,
16,37,22,
15,69,69,
16,24,24,
13,70,31,
15,53,83,
24,20,20,
23,68,29,
14,63,65,
13,27,23,
14,59,78,
14,22,30,
16,64,71,
15,20,33,
15,50,81,
15,23,22,
14,51,73,
15,22,22,
25,46,75,
15,20,30,
14,47,70,
14,20,21,
14,46,76,
14,29,22,
13,59,69,
14,36,21,
14,63,70,
14,20,20,
15,48,84,
15,31,22,
14,48,73,
14,23,20,
14,49,76,
28,24,24,
14,50,76,
15,20,21,
15,65,78,
14,22,21,
14,49,76,
14,21,22,
15,50,77,
15,26,21,
25,62,67,
14,31,23,
14,61,79,
14,21,22,
15,43,69,
15,29,30,
15,62,71,
15,20,22,
14,60,75,
16,30,29,
25,73,56,
15,21,21,
14,88,21,
15,62,74,
14,19,20,
15,61,69,
14,34,21,
25,73,23,
25,61,75,
15,31,21,
14,47,80,
15,22,22,
15,50,86,
14,21,22,
14,61,78,
16,23,24,
14,34,74,
15,21,21,
15,34,76,
15,28,22,
16,46,80,
15,29,22,
13,49,76,
56,21,22,
14,62,77,
16,26,22,
14,66,75,
14,21,27,
17,60,75,
14,28,22,
14,47,75,
18,24,24,
15,49,73,
14,21,21,
15,61,62,
14,20,21,
13,48,80,
14,28,21,
14,60,76,
14,29,22,
15,47,59,
14,20,20,
14,36,72,
16,21,29,
14,62,80,
15,28,31,
15,49,57,
14,29,30,
15,48,79,
15,21,22,
15,46,79,
15,24,23,
15,48,76,
15,22,22,
14,46,70,
13,22,31,
14,48,77,
15,21,30,
14,62,67,
15,28,31,
15,65,64,
14,21,29,
15,46,80,
14,22,31,
15,63,77,
13,21,21,
14,58,62,
15,28,21,
15,43,75,
15,30,31,
15,60,59,
17,23,23,
14,48,64,
16,24,22,
13,61,62,
16,28,21,
15,61,78,
13,20,20,
14,66,71,
14,38,22,
15,73,75,
14,28,29,
16,49,83,
15,29,31,
13,46,74,
14,29,22,
23,46,80,
15,20,21,
14,44,71,
15,20,34,
14,51,87,
14,21,33,
14,50,78,
14,56,29,
15,43,84,
14,22,22,
14,46,78,
15,21,22,
14,47,73,
15,33,23,
26,62,82,
15,37,22,
14,61,79,
15,22,21,
25,48,86,
14,21,21,
16,35,61,
14,20,21,
14,50,95,
14,21,21,
16,56,69,
14,22,36,
14,61,54,
15,21,35,
24,49,55,
15,21,19,
15,45,69,
15,29,22,
15,62,75,
15,21,22,
16,47,76,
15,21,21,
14,50,56,
15,22,30,
15,44,74,
15,30,28,
15,43,86,
14,31,32,
14,61,65,
