Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
367390,626228,620331,
67263,1544511,1407288,
91348,1554100,1397220,
79066,1472927,1384916,
279412,876163,888038,
522370,766263,718164,
266129,2467858,1008442,
171898,1228481,1133107,
176403,1089453,1109051,
19727,1837095,1578016,
57092,1575163,1464700,
58167,1725960,1631769,
193703,1073384,1057816,
190560,1087173,1100820,
379915,516999,466347,
435294,291233,236481,
382844,564635,490700,
427021,335144,312402,
146608,1366193,1363709,
182187,1232253,1249081,
77429,1684342,1408043,
332626,833801,899246,
416296,371702,307183,
524417,138805,77876,
209357,1144016,1121365,
359350,631415,641143,
314098,706784,621191,
179893,1140627,1117782,
512436,351599,285281,
408804,359680,297078,
2370,1816879,1774967,
267559,898989,839388,
119072,1315976,1279136,
37988,1568786,1512266,
425085,519161,498255,
82493,1536275,1369548,
505554,243493,134323,
121261,1373079,1374898,
195202,1178946,1232652,
263704,919011,888543,
495918,65429,24153,
466071,202307,141073,
274928,846573,771646,
193630,1272215,1248409,
64693,1571148,1443498,
342761,683843,629531,
372611,533026,560799,
73292,1712466,1475834,
49343,1550034,1464352,
304853,704424,675239,
453164,272057,197747,
201039,1141822,1102899,
169960,1186359,1194841,
28105,1725565,1600876,
204397,1107180,1161874,
6452,1718668,2660536,
376905,574896,527609,
189923,1111121,1184907,
188154,1294058,2972963,
354896,656152,607408,
4095,1730064,1590909,
483317,223318,177341,
507007,26707,9272,
406309,403164,416070,
407174,508202,459675,
6652,1780515,1562157,
532622,125096,53322,
58866,1512215,1488147,
22812,1843848,1790116,
420404,815366,723833,
171684,1190871,1261525,
163036,1207691,1300183,
340139,688467,682070,
4739,1733481,1561418,
302184,858836,778002,
98156,1460456,1373666,
127313,1302837,1373450,
366912,595014,609295,
71465,1609970,1448480,
340624,834533,795952,
193293,1094104,1146629,
199307,1073754,1149936,
438972,301648,222989,
280912,828649,834200,
492439,82524,31954,
241008,946300,945534,
499781,44963,8774,
130116,1325726,1360341,
372750,743803,728715,
539432,63888,26919,
410342,424936,296021,
174806,1219263,1189894,
302050,770318,711610,
498151,64921,24886,
381493,491599,433251,
143403,1253539,1201823,
494899,88883,41663,
184802,1125404,1106259,
99981,1387587,1431254,
20141,1756897,2797683,
884,1796024,1604248,
213355,1139562,1099199,
42090,1559979,1494803,
366251,687589,669528,
121526,1365578,1285450,
372023,732627,609391,
63168,1532754,1553941,
216732,1027200,1104586,
500594,82127,33415,
431779,533151,493347,
256360,886977,946575,
361551,609194,606841,
494756,79725,33486,
289774,806017,762094,
65735,1505604,1428916,
399798,409382,369178,
129134,1287860,1268991,
111875,1440320,1378492,
94540,1635300,1580650,
462550,244375,167880,
410274,511205,509199,
11378,1851031,1699349,
257836,921114,956783,
325917,727473,719067,
228215,1161992,1119747,
22260,1665628,1566654,
339042,620197,642187,
320463,602468,584987,
201626,1065450,1036536,
53832,1555220,1435411,
222814,963193,989788,
374291,556247,494224,
517773,113440,61860,
294711,814941,800794,
271279,857477,862775,
426700,332637,290559,
92285,1779958,1595689,
158057,1272203,1218704,
86102,1538342,1355985,
407053,494347,445803,
91141,1477926,1453109,
487376,133674,52271,
235757,950625,940935,
580110,85778,41164,
216730,995855,977270,
354279,572742,568323,
433055,305906,231192,
377220,568491,530122,
164874,1213099,1292605,
362152,594871,529626,
231645,961114,998845,
137754,1408724,1298104,
175495,1297338,1344702,
360893,514616,493632,
418759,370794,364340,
433652,302878,281463,
72311,1503532,1383881,
320426,818821,773833,
437375,311109,250423,
317588,687059,661649,
323267,681776,648386,
478538,250507,198116,
67049,1668474,1556875,
270907,911780,938463,
155896,1269443,1226712,
313035,754001,755452,
68086,1455768,1425803,
