Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
238,804088,20,
73,645708,23,
23,691438,21,
101,679535,56,
24,680532,23,
28,690062,25,
29,713110,23,
27,780236,20,
34,697353,22,
59,640090,65,
115,868925,365,
14,991847,94,
20,1482677,196,
17,1455593,178,
165,939184,23,
129,864243,54,
26,712203,22,
200,1162779,87,
46,695124,87,
104,694172,32,
88,715802,44,
61,664192,64,
30,739356,36,
29,704048,36,
49,765063,36,
29,648951,34,
89,888446,25,
30,725656,61,
16,673829,22,
16,661860,22,
31,664447,23,
16,836548,21,
59,687145,24,
27,773889,27,
14,905696,95,
73,963719,25,
47,749827,22,
62,708193,22,
30,684067,29,
76,673133,22,
81,928820,23,
39,708224,23,
40,723913,94,
78,664476,23,
45,711597,23,
59,757312,25,
33,708686,26,
17,830260,109,
104,911735,26,
20,782568,51,
16,678902,23,
51,738747,72,
73,688681,25,
15,798412,23,
20,706414,56,
104,842239,73,
17,719292,22,
113,879014,54,
22,645439,57,
21,866334,22,
21,885993,22,
21,1009428,20,
66,639910,38,
26,700035,20,
22,661071,35,
41,783344,21,
33,698144,26,
61,704499,24,
21,739809,22,
75,732374,58,
30,648925,39,
36,694358,23,
33,846050,22,
16,726846,23,
22,701820,20,
30,714732,32,
16,687494,64,
55,697275,23,
33,733353,24,
52,1425906,73,
21,968957,69,
24,662703,21,
20,661237,40,
15,722382,31,
16,905032,29,
28,824069,24,
14,638855,20,
27,634810,22,
32,616702,54,
14,673419,32,
26,630632,22,
16,740689,21,
28,644074,23,
28,656762,22,
15,611401,53,
14,636257,22,
15,664726,22,
27,683912,19,
15,842877,68,
13,622108,21,
30,637721,53,
187,646714,22,
15,632906,22,
16,743450,21,
15,775747,23,
30,709689,23,
14,693960,57,
30,612340,69,
15,631927,25,
30,610134,47,
16,1698784,86,
29,792858,78,
15,788432,71,
30,1221085,68,
15,940756,111,
28,837142,21,
29,758502,50,
14,640704,22,
15,857838,32,
28,622861,22,
16,879419,24,
16,728246,23,
16,656558,23,
16,638589,22,
28,637238,25,
17,627553,21,
30,684852,21,
14,697543,21,
15,663693,22,
15,696077,23,
28,724305,21,
14,645459,22,
15,688662,21,
15,628854,22,
14,800712,33,
27,622181,22,
15,889908,107,
17,837951,38,
16,626702,21,
17,787688,21,
28,806076,70,
15,702035,22,
30,1180365,97,
29,914852,22,
15,724582,24,
15,697171,21,
30,681576,20,
16,665123,20,
27,778550,58,
16,623023,22,
15,647253,21,
14,659992,23,
30,665369,22,
15,736904,21,
29,627786,23,
15,668641,25,
29,718984,21,
16,860187,21,
15,684279,22,
15,823986,22,
16,622528,22,
28,673936,22,
14,885689,22,
16,756668,22,
17,638693,22,
14,640391,24,
15,655527,20,
16,665623,25,
15,813031,79,
15,612989,22,
31,627949,22,
15,693457,22,
14,644759,22,
29,607063,37,
16,725248,24,
15,808850,78,
17,674771,22,
15,719176,22,
31,617908,23,
16,695996,22,
16,777914,24,
16,695179,23,
14,832321,64,
28,637407,22,
16,597556,34,
28,637176,21,
16,667439,21,
27,710607,21,
16,739815,66,
14,660472,346,
28,851737,34,
29,742071,23,
15,651940,24,
28,918966,21,
16,714634,22,
16,651869,33,
28,652869,21,
16,673398,21,
28,656452,25,
29,683370,23,
17,897238,68,
30,763875,20,
16,779034,79,
15,747654,32,
16,615907,21,
29,888216,22,
30,862744,24,
15,671563,153,
92,894048,96,
16,875628,24,
17,654986,23,
28,720560,21,
16,708775,66,
31,651649,22,
15,657431,20,
14,609364,23,
41,662584,23,
29,634972,22,
28,670213,22,
16,673314,381,
15,652089,22,
28,724973,26,
14,860628,21,
15,695153,22,
124,606074,22,
15,670207,24,
29,676233,62,
14,804337,62,
58,728927,37,
15,656621,23,
100,795300,51,
58,807688,21,
28,804726,66,
34,690351,21,
28,713923,21,
28,707580,24,
58,772829,32,
14,616753,51,
14,1220922,35,
17,780899,71,
28,721691,68,
156,753298,63,
27,668359,62,
15,667075,27,
100,856998,78,
16,646350,59,
27,776103,45,
29,673499,43,
28,894409,65,
15,718367,58,
105,672201,76,
28,703637,64,
33,700370,31,
67,680794,31,
27,655058,39,
15,612375,22,
15,670483,21,
69,623703,40,
28,1099493,86,
45,643767,66,
229,646129,51,
29,604991,21,
15,636274,20,
33,682740,54,
15,706912,86,
27,799502,68,
22,687688,23,
16,643112,20,
14,712708,67,
51,843527,81,
16,954083,93,
175,1021501,102,
123,1806433,60,
102,900219,114,
59,710773,33,
147,677165,50,
110,654241,37,
79,706213,47,
17,891850,36,
22,618268,52,
22,718318,24,
70,689395,55,
22,659100,23,
29,882974,106,
22,653446,92,
21,693012,35,
16,774037,24,
14,692297,58,
33,962803,48,
134,685672,63,
26,693310,87,
30,625637,83,
16,692534,22,
29,921591,83,
15,643245,42,
29,667573,97,
58,700715,23,
25,651018,54,
17,657636,24,
21,754832,63,
16,680910,23,
165,814968,66,
29,707869,67,
28,640363,23,
15,632692,28,
71,697564,64,
30,743173,23,
29,709400,49,
46,741240,66,
48,642298,23,
52,758102,66,
31,689488,60,
113,660238,66,
46,847188,95,
63,824277,80,
107,686549,63,
76,657730,66,
26,674369,63,
17,699842,54,
48,695891,68,
63,666745,66,
30,653996,57,
85,639847,31,
35,706177,84,
16,1008961,129,
19,721194,25,
29,833984,60,
15,1029534,211,
14,703484,51,
73,701224,44,
77,811505,424,
64,957111,81,
58,704774,60,
19,1644420,167,
27,942612,57,
31,722136,66,
90,710435,63,
79,703549,52,
29,706805,80,
106,678694,20,
48,678807,46,
25,694589,66,
75,907956,108,
76,731262,157,
16,864021,22,
17,663268,83,
21,667204,25,
67,758007,78,
30,685971,23,
33,862180,74,
16,759295,48,
15,731822,77,
72,708550,26,
64,688796,65,
30,689204,61,
15,643200,23,
16,692924,155,
30,703821,21,
36,700090,73,
364,1134725,64,
31,747883,66,
47,704185,105,
27,926045,22,
45,720587,108,
34,848922,99,
18,729567,74,
15,649268,23,
29,892744,70,
38,769007,80,
33,638598,55,
75,654451,22,
83,706855,22,
60,948410,41,
72,711722,138,
29,741231,73,
21,672709,49,
13,643521,82,
55,822076,88,
18,701338,23,
33,627373,67,
36,630796,64,
125,669332,30,
65,691191,26,
55,669625,65,
50,655982,63,
21,702071,67,
97,751499,102,
27,893015,75,
