Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
1368,46678,22589,
11702,6459,5962,
3600,17521,19167,
6125,13990,13637,
12046,5353,5619,
7995,11263,11917,
12203,6025,5869,
3541,19677,24530,
10546,7764,6905,
6529,13647,12109,
3312,18127,18668,
5986,16766,16255,
8267,11222,11150,
845,21652,19889,
11340,7210,6926,
1589,19713,20082,
8327,13589,11524,
3068,17481,17154,
10651,7550,7297,
17200,3690,2890,
2549,19459,18989,
14850,2193,2437,
15865,4287,4125,
2166,19829,18095,
3340,18053,16187,
13751,3666,3831,
2401,18746,17424,
12796,4969,5250,
7268,13153,12052,
10484,7718,7858,
760,21214,20090,
3639,17116,16685,
11744,6704,6446,
345,28583,22554,
1629,20128,19399,
849,20950,19695,
13243,11302,7277,
12966,4813,5084,
2185,23554,19404,
7952,11272,11051,
7605,13243,12878,
8615,10672,10228,
10802,9431,7088,
15491,992,957,
9000,10543,10028,
8978,9780,9235,
3870,17584,16413,
14310,3216,3521,
1530,20428,19344,
12509,5857,5980,
17133,1456,1346,
7464,13113,12192,
7531,12333,11664,
13823,3783,3095,
638,21007,21094,
3248,18017,16679,
4959,14861,14519,
11938,6060,5719,
5742,16494,14935,
3113,20835,17669,
11870,9199,8682,
12791,5630,5439,
17677,3005,3302,
9491,10854,9164,
4319,17098,16972,
14345,2571,3313,
6515,13724,13750,
3275,17426,17096,
4344,16466,15296,
12554,5869,6554,
12581,5901,5748,
3307,17582,17688,
568,21718,21020,
11981,7306,6479,
12844,8174,7408,
7470,14659,13710,
10458,8588,7578,
6078,15905,14695,
13767,4034,4272,
9988,9251,8704,
11297,8107,7008,
12515,4917,5379,
13702,3887,4080,
8889,10165,9835,
12830,7911,7503,
14075,4543,3431,
103,21386,20945,
1807,19395,18968,
4434,16454,15740,
7577,11998,12817,
10448,8986,10260,
13481,4408,3586,
4283,17099,15691,
7504,11804,11400,
5220,16707,14746,
5147,16134,14980,
4927,17383,15321,
4843,17802,16502,
16475,1802,2289,
3586,17666,18457,
1771,20229,19292,
2753,17879,18284,
10346,11124,10235,
13826,3588,2971,
3711,20678,18971,
10287,8146,8199,
2474,23207,24753,
5194,15045,14675,
15585,4006,3746,
6321,17405,16585,
6655,13079,11937,
7932,11562,11234,
12352,5448,5184,
11245,7716,7818,
11803,6892,6740,
6453,13972,12983,
14338,3944,3812,
10736,7777,7356,
11249,7356,6901,
12350,9187,8903,
3848,20851,19038,
1902,21005,22221,
10645,9690,7963,
15737,1977,2555,
7535,12050,11767,
4644,15710,14786,
407,40641,42855,
14000,3442,3328,
15884,1152,1120,
12037,5877,6195,
12402,6067,5222,
15498,2163,1357,
8051,12274,11088,
513,21956,21303,
8019,18538,14841,
8586,12588,12201,
15682,4070,5053,
8923,11235,10277,
9522,10173,8947,
17115,1823,1731,
4398,16899,16182,
14268,3909,4442,
12088,5974,5446,
8215,10972,10885,
10283,9588,8721,
18750,7202,7153,
13806,3236,2877,
5994,17552,16282,
7911,12375,12217,
10035,8985,7470,
7420,14386,13309,
11813,6890,5792,
12352,5307,6112,
15680,407,256,
12171,5587,6107,
8917,10070,9411,
8443,12610,11113,
18525,655,624,
12689,6917,6968,
9360,9775,10680,
15847,2334,2653,
3215,19004,18337,
15526,1579,1472,
9160,10476,9413,
15162,2350,2657,
178,22612,21154,
4424,20628,19326,
4589,16315,14925,
12040,6234,5368,
3249,17727,17541,
14878,2686,2512,
4791,16435,14641,
20819,4196,3462,
942,24855,24862,
3117,17982,18445,
6743,13272,12511,
10438,8322,7722,
8567,10956,10503,
8330,10911,10843,
6828,12868,12139,
2643,19307,17809,
10163,8463,8030,
4220,17262,17074,
4005,17310,16283,
2910,20497,17445,
6798,16874,15797,
1074,20186,19529,
12646,6104,5863,
802,21250,19682,
14559,2942,3261,
14360,2836,2720,
14274,3475,3225,
12106,5649,6190,
11664,6817,6068,
482,21563,20658,
1270,20820,19574,
1550,23265,18159,
13169,10165,7521,
4736,15848,15944,
5028,17129,16412,
1735,24556,21615,
3555,17821,23035,
13960,4057,3789,
7160,13438,13342,
1116,20949,19505,
1235,20505,20402,
4071,17142,16192,
13028,5062,4834,
14737,2676,2717,
14714,2745,2107,
1404,22189,21677,
16032,3343,3165,
10955,8059,6891,
5302,18328,18276,
1917,19439,21224,
10754,8668,7670,
8335,11135,9884,
5712,14923,13435,
10140,14804,9061,
2904,33764,22280,
341,36858,26186,
17348,4683,4274,
7745,11771,11306,
10929,6960,7045,
1696,19284,17798,
7979,11348,11389,
12478,10400,9408,
15479,7756,6715,
14594,796,723,
12521,12306,8440,
5134,15196,15538,
12474,7949,7119,
3305,17959,16988,
1069,20402,18925,
6716,13050,12469,
14714,3127,2443,
982,20904,20210,
4707,16699,15736,
10747,8091,7071,
3332,17615,16704,
10761,7684,7798,
15596,505,307,
10063,9101,9022,
10097,9700,10958,
3007,21440,20231,
10786,7694,7266,
9095,10394,9908,
10018,8587,8627,
1155,22036,20599,
2169,19249,18951,
8964,10189,10959,
15761,4394,3620,
13639,4033,4510,
2148,20047,19233,
14944,2082,1623,
15160,2552,2084,
2032,19204,18154,
17130,1209,1030,
9946,11000,9537,
10376,8206,7701,
14064,3145,2548,
8843,9881,9717,
3393,18521,17593,
2422,18508,18728,
9198,9890,9687,
9149,9870,11419,
12261,6383,5859,
5524,14911,16946,
14454,2939,3105,
9863,9679,9167,
10950,8118,7386,
5195,16174,15504,
16595,2843,3438,
13389,4110,3842,
5185,14714,16130,
3777,17857,17446,
9639,9307,7984,
5777,16362,16905,
6399,16294,16079,
9008,12518,12018,
10149,11394,11096,
14431,4291,4219,
5019,16467,16052,
14574,8937,7989,
13853,9337,9442,
4878,16885,15321,
6455,17250,15921,
14888,2275,2117,
7243,15827,12553,
6909,13758,12336,
13785,6685,5948,
5935,14444,15099,
3177,17849,17384,
13299,9672,10093,
6546,14380,14543,
1077,21408,21569,
10849,10228,8560,
4827,16537,15758,
8189,11412,11259,
4566,16982,16240,
7812,12358,11521,
15510,892,857,
5661,14636,14139,
3324,17158,17234,
15275,260,150,
19612,1200,475,
13258,5323,4726,
7302,15656,14872,
7724,11540,11596,
12269,5856,5113,
1189,20989,19678,
882,21419,20251,
4195,17143,15352,
502,21675,20980,
6754,15544,14233,
2198,18208,18481,
6304,13111,13869,
2911,18172,17066,
13136,6337,6944,
13846,8260,8145,
13178,6999,7776,
16854,1538,1582,
6216,14609,14415,
14840,6699,6916,
11950,7254,6262,
6766,14953,14137,
9951,8620,9104,
6939,13756,13330,
6051,14767,13554,
8550,11102,9959,
1766,19197,19891,
5331,14635,14805,
5085,14552,20793,
5515,14733,13747,
8127,11360,10276,
1539,19733,19600,
12562,4902,5256,
9743,9129,8085,
7715,12241,10909,
12841,4597,4992,
10794,7669,6629,
4014,17460,17484,
9041,10088,10494,
3835,20222,19184,
7727,12057,11103,
9062,10467,10117,
4642,16676,15500,
2212,19234,18450,
89,22539,21789,
12011,6267,5549,
7330,12698,12514,
7899,12211,10956,
4344,16445,15372,
23923,7671,6207,
1479,20080,18608,
16183,5797,5019,
8712,13989,13552,
15470,3336,3249,
12013,6309,6832,
14937,2957,2854,
1550,20313,20676,
11097,7641,6795,
14351,2654,3043,
866,22152,20848,
3469,19118,18038,
2623,21190,17711,
1431,19750,19451,
3778,19265,17772,
7716,11344,11531,
10282,8890,9558,
474,21207,21492,
13085,5053,4300,
15157,2853,2774,
6195,13610,12744,
13794,5560,5837,
1156,20726,20066,
4130,16167,17523,
12877,4595,5054,
7674,12346,12505,
5838,17771,16346,
9898,14960,10302,
13389,6836,6531,
5598,17374,17073,
1614,19852,19653,
3121,21844,20209,
9102,10119,9218,
10455,8394,7800,
8879,9482,9797,
3510,17859,17759,
17981,4282,3641,
14419,3347,3703,
9450,9812,9958,
1990,19839,18601,
4904,16096,15298,
5545,16072,15609,
15610,965,1171,
9285,9432,9694,
5545,15068,13989,
3699,18138,16509,
10064,14050,13929,
12875,5313,4956,
10685,11258,8530,
1479,19791,20196,
11383,6930,6925,
4227,17541,17967,
10216,10108,10336,
13387,8447,9875,
1953,20400,19069,
3877,16683,15666,
14902,2322,858,
9327,9783,9004,
2080,18896,18239,
3854,17162,15159,
7905,10405,10963,
11237,7017,6592,
5709,16470,15861,
6180,13710,13413,
9008,11093,10812,
13561,7579,7289,
12058,7172,6524,
846,20758,20638,
615,21588,20011,
3202,18762,19308,
2625,20061,19259,
14294,11498,10137,
15173,5633,4890,
7083,12368,12163,
10931,7926,6997,
13553,3852,2981,
12693,4664,5265,
7447,12871,11703,
2766,19472,19170,
11472,7466,7729,
11398,8082,7623,
12678,5963,5769,
6612,14449,13672,
14304,3557,2812,
15281,1732,1442,
685,21809,20822,
7322,12966,12783,
9033,12216,11205,
634,21158,19560,
316,21589,21660,
6171,14113,13825,
2092,20276,19516,
4477,16188,15204,
14670,3201,2581,
3083,18292,16727,
16068,9213,9072,
11194,10109,10981,
10665,6891,7471,
7799,11182,11786,
5604,14858,14061,
7060,13266,13406,
7490,12585,11201,
14050,3598,4063,
12721,5855,5950,
1553,20236,20246,
8980,10622,10036,
7389,12741,12254,
15155,2744,2642,
5341,14130,14296,
10717,7150,7332,
13239,3462,3391,
7715,11941,11495,
10489,7790,7944,
10563,8096,7229,
6577,13010,13035,
4299,17365,16715,
2332,18835,18834,
5306,17064,15548,
14498,2205,2799,
13531,3959,4202,
2212,19508,18543,
15735,818,854,
11813,6121,5839,
3250,17651,16713,
1331,20127,18935,
15330,1131,734,
12279,5202,7548,
8486,10965,11160,
15246,2304,1237,
1809,19811,18783,
11095,11737,8405,
6358,13997,12707,
8192,12537,11644,
15561,1281,935,
15082,2308,1570,
2565,20826,18183,
5581,16800,15690,
15524,539,274,
3678,18102,16600,
5700,14971,15105,
12705,5747,5169,
5968,14385,16701,
1743,19921,19136,
7328,13624,11826,
1473,19835,18484,
9094,9588,10015,
11249,7183,6422,
11946,7432,7019,
12014,6234,5787,
4871,16302,17632,
11775,6797,6500,
3366,17015,16421,
15876,352,208,
16019,266,274,
14265,4028,3960,
1362,19979,19605,
2320,19730,19793,
9626,11334,10896,
2104,19948,18118,
13721,3744,2738,
7722,12052,11268,
15349,6026,5640,
18008,2378,1017,
14152,4262,3453,
7494,12074,11573,
11850,12610,7602,
2257,18780,17902,
7505,12537,13265,
11127,7618,6643,
6642,12449,12182,
9615,13698,14663,
7076,12483,11983,
5416,14882,14835,
1625,22330,19893,
8362,11256,10755,
11420,7268,7376,
15206,2721,2992,
2532,19337,20494,
12627,5679,4923,
591,21123,21360,
8769,9885,10257,
2991,18319,17667,
10404,13727,12062,
3352,18212,17503,
1193,20472,20219,
13805,8191,7588,
7824,17039,15894,
11170,10963,7536,
118,23504,22057,
4929,15631,15911,
4503,16202,15261,
1902,19175,18348,
12166,6039,5811,
13131,3794,3978,
9118,11142,11057,
18345,7056,7119,
10443,9470,8601,
2017,19655,19373,
1231,20525,19823,
2862,18955,17449,
9246,11677,10070,
15511,1215,417,
2235,19121,17531,
7899,11758,11245,
11918,6721,5774,
7775,12381,12485,
5370,15752,15593,
