Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
22639,120,25,
24880,67,66,
15561,54,34,
25099,66,26,
17171,70,30,
15215,83,86,
15384,39,26,
15301,87,40,
15005,33,30,
14957,57,31,
14884,64,63,
15145,64,26,
15110,58,38,
15193,51,23,
15309,71,47,
15121,46,33,
15017,40,23,
15400,57,38,
24869,60,50,
14940,52,22,
15707,66,59,
15915,53,36,
22577,49,30,
18532,81,56,
18746,55,43,
15642,52,26,
24929,71,42,
15203,38,35,
18245,51,41,
15223,58,35,
21258,84,35,
15316,42,44,
15334,46,38,
15271,53,35,
27975,60,28,
14805,58,38,
15238,59,34,
15233,52,23,
15206,65,36,
16040,51,36,
15044,40,28,
15134,70,48,
24747,70,39,
15252,50,23,
15192,63,42,
17897,50,34,
14784,31,30,
24466,61,44,
15470,52,32,
15320,64,36,
25015,65,50,
15113,50,43,
15131,30,30,
15178,47,38,
17783,70,25,
23830,52,22,
20228,68,33,
15570,52,36,
15368,31,24,
15550,43,41,
18328,58,30,
15269,53,23,
19261,67,25,
15213,51,25,
15128,31,21,
15187,47,36,
15276,47,34,
15270,60,30,
16835,63,37,
24859,63,35,
14742,34,31,
14913,58,38,
14768,54,32,
18122,58,25,
14795,98,34,
15168,60,33,
15467,34,24,
24764,57,36,
24352,57,24,
15222,50,23,
15227,63,26,
15158,65,35,
15103,33,25,
15237,47,35,
24854,72,38,
15388,50,22,
24891,63,41,
15221,51,48,
14773,29,28,
16368,56,47,
14682,54,25,
15414,51,32,
19350,61,38,
15241,46,33,
15205,34,31,
14854,51,33,
14848,55,32,
25596,53,25,
19991,66,49,
15927,53,51,
25217,70,31,
22277,65,46,
15141,53,31,
15928,54,30,
15186,68,36,
15248,45,36,
14742,30,24,
14855,52,36,
15860,61,29,
15293,52,31,
16337,56,49,
15157,63,57,
15162,32,24,
15230,66,50,
15025,57,35,
15364,50,30,
14730,56,38,
15189,78,47,
15178,32,28,
16560,61,48,
15169,40,32,
15018,51,31,
24085,67,48,
15199,52,37,
15096,53,31,
14806,51,25,
17132,67,37,
15532,55,31,
28521,92,57,
15182,53,41,
15052,42,22,
24941,57,49,
16233,45,34,
16913,56,32,
15962,51,26,
14459,45,36,
14424,38,21,
23816,62,30,
17400,58,29,
14755,61,25,
14781,50,53,
15935,59,42,
15535,52,34,
16100,57,48,
15633,57,43,
15236,48,41,
15299,72,50,
15375,44,101,
15326,70,49,
16237,61,31,
23669,65,38,
15032,66,33,
15269,47,35,
17106,60,33,
17251,52,96,
22902,81,54,
18473,58,43,
15285,52,30,
15446,65,50,
15431,73,39,
17813,55,37,
15193,82,25,
14845,39,42,
14957,57,45,
22784,65,34,
15568,64,57,
15204,59,36,
22800,76,56,
24023,90,115,
15065,47,44,
15167,41,39,
27432,69,42,
18104,64,47,
14984,58,43,
18218,73,39,
15365,68,36,
15410,71,37,
15085,50,44,
15221,57,30,
15369,49,23,
15189,54,37,
15248,56,36,
15257,51,26,
14877,66,44,
15079,62,34,
14911,50,33,
15252,66,44,
15560,61,43,
15619,63,30,
15451,39,44,
24811,59,32,
18043,59,42,
15252,59,24,
15204,65,26,
15225,52,31,
15226,63,44,
15174,41,36,
14847,49,24,
14738,47,25,
15009,57,31,
24276,50,28,
14964,63,24,
24768,55,35,
24706,51,25,
22791,38,33,
15205,70,30,
19206,52,24,
21351,57,35,
15148,73,44,
15261,52,26,
15146,57,36,
15230,80,35,
15031,41,30,
16692,62,32,
14686,56,34,
14850,54,31,
14723,55,33,
14818,59,36,
15388,39,30,
15634,62,44,
15476,55,33,
15900,42,23,
28598,81,43,
19087,78,35,
17194,49,31,
27665,60,44,
15317,57,33,
15600,51,33,
24672,63,46,
17027,63,37,
15095,47,30,
24917,65,44,
15089,52,32,
15357,52,29,
24922,68,38,
16563,56,35,
15883,39,29,
15343,71,35,
15072,73,32,
15276,51,31,
15069,50,33,
16403,53,76,
24233,69,46,
15038,55,37,
14783,39,29,
15628,75,46,
20318,77,39,
15113,30,28,
15254,43,50,
23168,61,41,
15077,42,31,
17161,68,53,
17365,57,38,
15174,53,31,
15244,42,49,
14879,67,34,
16786,62,23,
14812,63,43,
15176,50,48,
16298,50,31,
15122,44,36,
15190,44,36,
15222,39,24,
15210,40,49,
15222,46,38,
15461,39,24,
17473,61,32,
21761,71,47,
18450,52,32,
25539,70,53,
24810,77,36,
14879,51,28,
17197,51,42,
14858,57,40,
14895,35,29,
14848,56,45,
24336,65,38,
17356,52,25,
15139,54,32,
15185,57,33,
15177,40,21,
15165,62,25,
15194,46,30,
15185,51,30,
24173,72,49,
14877,59,32,
15178,41,29,
15159,69,41,
15182,51,50,
23045,50,30,
15181,48,30,
15147,70,49,
15187,40,29,
15221,66,37,
15071,57,50,
27010,75,75,
16714,50,34,
15177,58,25,
15252,52,32,
15442,58,23,
24397,62,38,
14815,50,28,
14889,50,24,
16342,64,38,
15827,42,24,
15899,68,25,
19413,63,29,
24051,40,32,
15532,54,25,
15188,61,35,
15487,43,22,
16709,66,34,
14819,38,25,
14766,38,28,
19661,66,36,
15195,40,32,
15058,38,31,
14841,57,26,
24382,62,39,
20927,57,28,
15221,43,32,
15195,56,35,
16267,41,33,
15205,60,29,
15271,55,41,
15208,50,31,
17147,53,35,
15148,58,26,
15211,40,30,
24304,72,37,
19462,61,34,
15050,50,30,
15187,61,48,
15976,64,43,
15273,38,29,
25592,64,27,
15341,54,49,
20777,51,23,
15062,40,47,
15516,63,45,
15085,42,29,
15167,130,86,
19830,74,33,
15152,61,52,
15166,49,26,
14861,84,37,
17199,56,36,
19270,71,33,
15594,55,31,
15554,40,23,
24972,73,34,
15203,84,46,
15209,40,42,
15199,59,46,
15230,71,44,
14852,64,36,
28325,81,56,
14848,58,49,
15268,50,24,
22485,64,47,
19671,67,44,
15185,62,36,
15195,62,35,
16818,65,44,
14908,53,32,
21308,64,38,
18353,53,33,
16314,63,39,
27130,94,42,
18177,78,42,
14797,51,23,
15582,59,35,
15191,59,32,
15192,56,25,
15209,61,36,
14823,55,43,
25127,64,32,
14911,64,37,
15384,58,35,
15139,57,23,
15229,43,33,
15196,65,34,
16558,60,23,
15661,63,31,
15216,54,30,
16381,64,27,
14958,59,36,
15262,68,31,
14886,50,31,
16099,69,42,
15264,56,25,
15235,54,33,
17851,39,37,
15172,76,45,
25008,57,32,
15226,64,32,
15270,57,24,
14891,57,21,
27278,80,56,
14846,55,37,
15617,61,23,
15536,54,38,
15231,64,44,
15187,59,23,
19517,73,28,
21406,66,43,
16607,59,22,
14843,66,42,
14896,62,49,
15543,69,24,
15560,71,49,
15562,60,36,
