Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
374663,2353036,2023373,
389539,1774473,1724187,
392947,1742800,1629430,
411216,2263282,1997312,
419108,2029133,2012499,
395318,2108103,2014630,
388635,1854148,1688609,
416174,1758279,1842725,
391408,1825362,1692284,
406136,2013828,2009329,
446855,2473168,2020569,
394499,2164277,1927859,
396487,1998066,1900972,
395310,1813119,1634403,
391345,1843252,1664765,
402456,2096411,1915128,
395111,2096375,2245814,
394195,2059488,2403254,
394495,1852552,1736259,
430295,2450845,1870823,
445085,1777521,1618594,
420966,2145337,2021516,
398935,2317560,2042297,
395409,2078860,1935554,
394084,1887800,1910293,
394629,1946789,1726702,
427400,2025719,1906676,
409670,2021431,2292159,
478145,2650500,1952696,
395128,2212537,2972389,
426833,2237837,2187238,
434819,2454061,2560186,
418855,2478973,2321033,
418795,2069164,1986736,
423365,2049879,2046919,
401261,2034724,2086516,
393994,1938787,1704544,
396015,2011507,1900296,
399252,2195511,2060762,
392476,2211346,2193597,
676754,2193083,1856533,
408234,2014002,1927182,
427331,2090072,2008420,
423458,1747265,1739082,
417103,2139680,2048253,
408302,2091088,2278676,
403575,2432093,2097795,
393875,1872104,1703635,
408287,2040402,1908858,
403392,1953612,1846823,
413985,2089284,1980159,
427718,2085426,1947685,
412473,2003930,2289623,
404845,1813630,1949810,
401277,1733022,1588726,
402260,1899706,1798712,
407397,2170939,2037495,
409536,2071213,2121935,
429698,2065371,2343200,
403985,1762626,1690599,
404785,1740018,1680201,
421249,1928631,1604267,
413390,2139737,2165404,
415275,2094024,2081011,
408544,2097215,2097052,
451873,1734210,1759298,
401709,1715242,1610942,
397939,2077912,2058859,
428157,2315862,2021531,
411012,2534089,2182555,
405960,2130389,2106493,
404466,1967010,1689074,
403165,1732531,1592323,
394695,1818926,1604271,
410413,2150035,2257920,
407083,2445654,1953508,
397615,2042692,2038593,
454398,1897884,1826511,
420291,1734556,1712084,
366491,1762009,1663644,
423444,2154524,2259501,
419551,2441999,2004426,
435439,2017154,2000220,
423741,1948038,1843009,
429864,1887785,1865903,
422531,1897045,1746304,
444372,2109478,2358179,
673772,2090784,2013024,
413246,2015898,2019808,
423716,1789565,1664182,
424380,1894142,1783163,
428960,1869269,1666142,
420433,2297127,2063873,
428480,2084611,1975519,
438162,2034086,2040122,
423950,1959994,1846888,
429757,2123464,1844600,
423777,1893732,1782614,
436287,2068937,2387121,
428042,2168217,2045822,
424366,2150643,2146193,
425403,2181762,2119777,
421321,1893754,1779651,
423889,1915007,1838938,
436549,1926098,1846700,
424209,2005232,2095360,
424158,2040241,2441138,
431272,1792509,1700366,
418827,1822838,1706605,
420849,1779705,1643438,
425029,1968535,1940002,
426263,2110275,2004716,
434002,2120184,2085413,
418672,1972544,1904233,
426303,1746929,1633153,
420385,1898419,1711827,
412712,1891400,1909247,
424280,1923319,1886607,
423610,2057620,2515619,
422388,1784858,1660775,
418325,1765102,1670751,
412823,1985806,1747906,
425811,2077097,1988374,
425641,2046918,2020550,
424752,2113735,2384190,
419338,1959974,1862842,
463649,2085047,1878255,
420403,1901852,1829198,
431879,1944273,1974811,
426440,2024001,2122929,
426666,2278655,2073126,
420221,1761690,1833271,
421253,1973713,1753151,
416348,1746642,1694306,
419099,1929633,1926503,
420800,2000002,2087499,
429755,2466809,2020930,
421400,1897057,1814772,
420556,1775748,1678709,
420588,1730783,1694042,
437949,2096214,2213902,
425157,2286846,1957133,
423015,2089624,1931126,
429095,1894365,1793963,
419788,1727284,1694870,
418388,1765077,1608810,
420330,2002607,2381399,
439126,2411713,2057611,
426561,2022355,2079797,
425385,1836375,1778211,
424823,1898063,1830898,
417739,1780754,1625450,
414400,2128194,2422934,
424326,2041064,2006215,
423622,1883689,1954085,
425302,1919975,1810994,
421337,1829825,1627310,
410489,1771343,1633336,
430370,2391412,1999792,
438379,2211408,2082008,
438333,2047353,2035595,
425842,1969703,1872201,
425509,1875930,1658061,
419571,2290299,1858531,
435350,2136484,2003478,
436363,2071062,1926067,
423980,2052606,2027858,
428699,2057297,1915377,
428248,1901298,1811399,
423019,1908144,1799181,
427118,2115815,1981138,
376136,2099764,2023199,
430725,2148033,1987834,
403177,1899933,1890555,
389435,1923412,1855919,
385735,1900676,1703579,
407105,2474183,2030849,
383133,2089385,2096881,
362351,2020895,2120171,
396114,2047640,1884245,
427090,1793867,1641579,
407022,1914528,1688492,
412049,2242490,2089618,
420034,2135289,2359286,
447466,2290628,2013536,
427366,2002976,1890679,
434754,1913707,1813748,
434451,1906259,1760174,
418231,1950313,1993792,
405326,2166652,1991673,
439401,2762395,2332015,
424276,2006684,1909907,
420669,1984978,1926027,
415763,1858163,1835004,
445855,2016997,2181328,
434379,2076254,2137907,
700041,2918713,2697343,
410387,1875078,1838719,
423075,1994025,1815022,
412128,1749675,1659772,
430530,2038369,2067183,
430130,2071372,2051897,
442288,2039448,2109090,
415611,1906602,1729743,
425132,1811473,1697355,
421777,1767522,1710149,
434989,1923699,1922582,
429323,2102493,2045322,
427541,2103781,1991849,
444785,2422563,1935057,
412758,1775180,1712839,
437594,1959387,1719986,
442467,2120482,2017725,
435583,2085154,2032464,
451956,2143028,2501743,
473284,2335862,1908330,
403435,1820874,1638872,
409096,1745361,1789785,
455459,2076706,2094146,
443244,2102508,2176451,
499999,2511023,2116835,
464590,2489086,1903561,
406357,1917323,1827389,
403556,1794472,1652943,
428383,2090700,2086862,
428419,2156554,1841723,
408041,2153039,2343966,
443601,1917996,1907787,
455663,1965394,1830968,
399100,1890415,1715005,
397758,2133813,2027912,
392473,2062317,2059364,
397221,2042436,2009671,
397296,1905845,2334714,
386672,1814280,1668639,
391869,1936780,1703561,
427967,2556597,1965903,
487421,2203116,2043804,
425460,1992842,2086471,
421469,1983435,1876730,
392394,1785373,1723675,
394364,1865751,1667827,
390231,2159377,2090520,
429468,2079523,2315078,
401112,2463200,2032401,
444131,1901608,1976985,
415033,2007158,1808059,
403812,1976834,1943493,
406884,2185959,1966596,
417218,2071969,2038333,
394232,2151595,2025512,
408302,2013809,1841199,
421985,1947518,1735748,
393054,1946058,1756831,
402116,2111498,2033464,
404099,2152856,2033668,
419606,2091841,1974983,
395201,2008955,1803881,
383467,1784701,1654217,
398593,1849091,1682791,
412159,2206604,2097100,
418512,2109431,2459952,
495273,2080867,2072275,
436365,3634147,2392419,
387669,1979366,1667040,
391068,1772779,1645345,
388069,2101099,2220049,
421586,2141513,2104130,
423770,2268106,2381171,
411857,1847167,1766499,
425574,1798071,1667652,
396681,1794248,1616154,
443598,2014995,1957127,
406381,2152728,1991055,
407523,2029917,2190829,
388077,2184501,1917775,
397117,2042857,1743743,
424723,1880332,1624676,
426356,2180263,2274146,
433152,2483208,2102029,
410249,2069599,2071750,
395235,2016078,1922540,
373517,1914437,1826400,
398711,1898581,1675976,
421875,1933683,2017062,
410379,2126220,2398466,
451359,2367186,2056072,
416237,1993795,1889937,
431068,1958569,1695023,
398153,1884602,1730693,
397104,2091581,2078050,
434352,2437935,2438498,
395978,2206373,2103644,
399944,1964039,1863332,
448857,1803037,1628315,
399144,1806444,1642474,
702656,2449935,2071463,
455773,2099718,2016930,
388196,2150403,1989413,
400201,1968434,1960725,
396172,1946602,1793215,
400864,1837482,1632572,
450552,2030852,2458171,
403849,2474777,2000610,
397214,2414462,2000676,
395993,2009762,1897417,
376142,1917799,1804060,
394330,1961478,1661943,
390953,2154564,1983346,
393416,2096549,2084003,
429959,2208038,2183395,
412585,2085819,2027068,
404372,2606909,2098799,
405284,1856968,1731425,
409112,2099733,2225162,
415268,2229513,2724259,
456181,2424214,2057822,
414302,1853273,1687321,
397686,1974787,1813829,
394810,1813988,1700261,
410698,2076785,2055976,
430576,2124659,2021408,
395010,2135917,2391484,
448429,1991967,1770098,
403197,1793252,1636217,
399610,1956339,1821443,
427575,2179812,2192153,
444099,2066070,2001516,
411401,2141022,2004673,
399050,1889452,1845099,
377043,1786789,1675914,
396671,1968950,2153439,
399768,2622862,2070116,
409882,2128913,2002133,
392512,2125128,1978576,
433160,2030943,1850028,
410500,1971991,1768501,
395649,1764788,1647161,
453081,2132826,2289700,
431127,2465267,2149540,
394394,2131242,2092317,
390946,1940945,2309615,
397973,2029672,1925400,
415247,2006111,1720107,
408340,2096954,2063093,
399249,2230582,2328843,
413821,2090198,2041955,
391612,1824406,1809171,
393546,1805624,1679992,
396272,1797271,1633508,
395057,2161330,2115453,
437526,2236576,2047225,
448646,2143534,2001035,
393267,1862473,1715356,
375440,1771486,1835439,
415547,1822726,1695895,
404832,2049484,1881938,
390215,1888747,1878526,
398215,2071746,2117834,
400492,1949852,2267357,
427402,1950111,1663099,
449350,1792544,1743633,
443873,2311572,2025615,
443010,2138109,2092432,
413424,2066387,1960236,
385531,1985696,1857232,
389642,1747351,1742775,
422804,1858557,1695071,
389547,1940576,2014796,
420325,2118210,2089085,
384226,2367400,2015204,
394020,2002534,1889146,
395203,2190972,2205491,
398245,1856228,1846661,
408007,1961903,1898697,
399873,2102010,2119679,
393903,2128296,1954985,
439650,1895534,1711725,
391766,2019897,1889306,
390758,1967045,1719439,
410549,2173782,2055667,
393627,2260192,1970182,
426635,2015406,1965938,
395490,2032367,2057607,
415336,1876026,1719908,
384278,1838004,1832872,
402227,2623903,2093343,
437309,2147325,1961987,
395010,2115278,1982162,
387816,1990988,1936398,
391274,1810147,1653752,
425740,1823756,1693633,
409012,2066619,2067359,
400833,2092085,2064378,
385166,2096308,2392510,
432829,2375713,1912953,
398675,1745655,1713297,
395169,1810897,1644623,
425742,2088102,2050656,
447063,2107196,1944378,
403982,2037131,2047220,
400037,1977225,2037805,
377625,1865651,1786337,
386833,1790300,1638855,
429771,2453288,2052434,
515514,2199474,2159936,
396959,2047445,2026980,
413943,1968401,1897744,
394326,1970695,1662533,
401661,2019782,1885751,
399531,2145264,2254472,
416185,2462585,2002197,
587885,2459578,2034290,
393157,1914183,1788831,
393709,1802596,1665983,
423409,1957837,1826309,
405936,2029989,1935446,
406021,2125229,2440036,
399920,2499750,2143435,
381055,1830737,1682962,
397715,1910114,2352055,
396030,1783197,1764513,
400725,2140918,2075427,
425155,2160019,1953667,
392474,2050453,2084636,
619600,2099580,2049117,
399567,2025494,2047579,
392414,1826439,1738977,
403609,2043030,2031814,
409111,2100465,1953978,
396166,2032184,1973604,
380385,1771524,1717751,
395053,1993270,1939447,
399782,1980557,1843814,
451946,2272153,2061201,
395809,2134355,2002040,
395596,2057318,2076677,
395247,1985003,1870190,
383593,1772671,1681116,
422646,1873576,1702894,
405684,1956197,2513447,
406518,2237209,2237473,
407892,2470877,1980948,
399379,2017669,1915699,
418431,1801734,1822330,
375655,1790125,1651393,
393195,2145696,2029449,
397170,2048562,2136570,
399480,2064080,1908165,
400535,2071600,1964491,
397544,1904377,1813709,
394026,1916476,1688172,
383175,1946463,1994639,
410094,2106334,2107670,
403597,2165625,2092698,
396660,1986883,2397160,
392363,1822550,1671542,
386919,1909260,1869071,
425825,2233403,2347969,
439183,2195721,2145282,
425306,2059999,2074362,
427796,2051795,1844594,
405292,2028841,2044354,
390645,1911829,1713367,
417746,2163227,2105581,
387837,2373223,2130771,
393508,2164992,2093216,
391636,1979949,1873372,
454814,1946586,1884451,
392990,1907231,1834979,
425183,2255083,2063451,
396266,1933642,2417752,
396246,2437118,2120420,
375539,1918897,1863444,
384919,1927854,1775402,
393482,1792562,1622204,
429522,2157306,2087572,
405361,2104677,2118945,
399241,2131053,2206935,
390516,1860178,1878241,
401582,1806157,1794192,
426064,1805659,1664817,
406075,2252270,2095605,
400485,2207132,2007160,
401008,2004298,1966531,
423636,1994330,1811699,
396782,1841430,1668048,
375842,1764730,1679487,
450171,2133811,2112349,
400686,2125399,1972652,
396180,2137740,1987337,
396409,2051394,1924784,
392923,1942088,1830980,
393185,2017028,1851341,
385728,2536761,2104295,
425433,2189800,1963131,
