Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
107,121,51,
24,65,62,
25,60,50,
22,59,47,
21,42,33,
22,56,135,
22,54,43,
21,61,47,
21,42,33,
21,48,102,
21,43,33,
22,48,78,
27,55,42,
21,36,71,
23,48,36,
22,36,61,
23,42,33,
33,54,110,
30,60,43,
22,36,69,
26,50,41,
21,35,66,
27,56,42,
22,36,67,
22,42,33,
22,36,54,
22,44,34,
21,36,56,
22,42,32,
22,36,55,
21,44,32,
22,34,54,
23,44,33,
22,35,56,
22,44,33,
20,35,55,
22,42,35,
21,35,57,
22,44,34,
22,35,59,
22,42,34,
22,37,60,
22,44,33,
22,41,61,
22,42,33,
22,123,55,
23,44,33,
22,35,54,
21,41,32,
22,36,54,
45,61,50,
16,39,80,
14,28,21,
14,34,69,
13,37,30,
13,65,21,
14,29,77,
13,34,21,
14,30,56,
13,20,28,
16,40,53,
13,19,20,
13,57,35,
13,24,70,
16,22,23,
14,67,33,
16,22,61,
13,19,20,
16,27,58,
16,24,23,
18,29,56,
14,21,31,
13,23,50,
14,21,21,
14,22,48,
13,20,20,
13,21,43,
14,20,20,
13,23,46,
14,19,20,
14,21,43,
13,19,20,
13,23,44,
14,21,21,
14,23,48,
12,20,20,
13,22,55,
14,20,21,
15,24,44,
14,20,21,
13,22,49,
14,19,19,
14,22,44,
14,21,21,
17,29,46,
13,20,21,
15,36,50,
14,21,21,
14,20,62,
16,23,23,
13,21,31,
13,20,21,
14,23,29,
13,20,21,
13,26,31,
14,21,21,
13,23,31,
13,21,21,
13,24,32,
14,21,20,
14,22,31,
13,19,20,
13,37,39,
14,19,20,
13,22,34,
14,19,20,
14,23,32,
14,20,27,
13,23,50,
13,20,20,
13,25,41,
14,21,20,
14,20,43,
14,20,20,
14,22,30,
14,20,19,
14,22,29,
13,19,20,
14,33,34,
14,20,20,
13,34,32,
13,20,21,
16,28,40,
14,20,21,
13,23,38,
13,20,20,
13,22,33,
14,22,20,
14,23,31,
13,21,20,
14,23,41,
14,19,22,
13,23,32,
14,20,30,
14,32,29,
13,19,20,
14,34,30,
16,25,24,
13,25,45,
14,22,20,
13,25,50,
14,21,19,
14,48,42,
14,20,37,
14,22,47,
14,20,21,
14,22,39,
14,22,22,
14,21,41,
14,20,20,
13,35,30,
13,20,21,
13,34,36,
14,20,20,
14,22,34,
13,20,21,
13,22,34,
13,20,21,
12,23,31,
13,21,21,
14,23,35,
15,19,21,
13,22,32,
14,21,23,
13,23,34,
14,21,21,
14,21,32,
13,20,21,
14,22,34,
15,20,21,
13,24,30,
13,22,21,
15,25,39,
15,20,21,
14,24,37,
14,20,22,
14,22,40,
14,21,21,
13,24,30,
17,24,23,
15,40,37,
14,21,23,
15,36,34,
15,22,22,
52,24,32,
14,22,22,
15,24,36,
17,24,25,
15,23,33,
14,21,21,
14,54,32,
14,24,48,
15,21,31,
14,24,50,
16,22,21,
14,23,52,
14,22,22,
16,74,33,
14,24,56,
16,34,23,
17,29,53,
17,23,25,
16,25,51,
16,24,24,
16,37,54,
17,24,26,
15,27,56,
15,23,24,
17,28,66,
16,24,25,
16,28,66,
18,25,24,
17,26,47,
18,25,25,
18,27,37,
17,25,25,
21,37,92,
22,31,47,
21,34,56,
18,25,25,
18,36,43,
17,26,28,
17,27,39,
17,25,25,
16,28,35,
16,25,26,
15,27,38,
17,24,25,
15,32,35,
18,25,35,
16,64,24,
15,25,42,
15,22,24,
15,25,52,
17,24,23,
16,27,42,
16,23,26,
17,28,43,
18,30,26,
18,26,49,
16,23,23,
15,25,36,
16,23,23,
16,25,46,
16,24,24,
15,26,44,
16,25,24,
16,26,48,
15,25,23,
17,27,52,
16,24,23,
15,26,45,
13,19,20,
16,25,49,
16,23,24,
16,25,38,
16,23,23,
14,21,30,
12,21,20,
13,22,33,
30,23,24,
14,24,43,
14,19,24,
14,22,41,
17,23,24,
14,23,42,
13,20,21,
17,27,45,
12,20,21,
15,27,42,
13,19,19,
14,21,30,
13,20,20,
13,21,29,
14,20,21,
13,22,30,
13,20,21,
13,23,31,
14,20,22,
16,27,40,
14,19,18,
16,27,34,
16,25,23,
18,43,39,
17,23,23,
18,27,39,
17,25,23,
17,43,52,
16,23,32,
16,28,35,
14,20,21,
14,23,32,
13,21,21,
17,27,50,
14,19,19,
16,24,38,
16,23,20,
17,26,35,
14,20,20,
12,22,30,
13,20,21,
14,22,29,
15,20,22,
14,71,20,
13,23,38,
14,20,21,
14,23,29,
13,19,20,
14,24,33,
15,21,19,
13,22,30,
14,21,19,
17,29,37,
14,20,21,
14,95,29,
13,24,57,
16,23,23,
14,67,29,
14,42,47,
14,21,21,
14,25,51,
15,21,23,
14,25,53,
14,21,21,
15,24,50,
14,21,21,
15,24,48,
14,21,21,
14,35,35,
14,22,22,
15,37,33,
15,23,21,
31,28,36,
15,24,24,
15,43,36,
15,20,26,
16,27,51,
15,21,21,
15,32,45,
15,21,23,
13,24,39,
14,22,22,
15,22,32,
15,21,22,
15,24,29,
16,25,23,
15,25,36,
14,23,32,
17,28,35,
16,22,24,
15,23,32,
14,22,22,
14,24,32,
28,22,23,
18,28,37,
16,22,21,
14,25,32,
15,21,21,
14,25,31,
14,22,22,
15,25,51,
16,22,22,
14,33,49,
15,21,22,
14,40,48,
15,22,21,
14,35,46,
15,22,22,
14,65,32,
15,32,63,
14,21,22,
15,25,50,
14,22,23,
15,33,54,
15,22,23,
15,68,31,
15,23,51,
15,21,31,
14,26,50,
14,23,23,
15,23,53,
14,22,24,
16,28,76,
15,22,30,
16,26,53,
15,22,21,
17,28,57,
15,21,20,
16,23,52,
14,22,34,
15,24,47,
15,22,24,
15,26,46,
15,22,22,
14,25,45,
15,22,21,
15,75,32,
15,24,48,
14,21,22,
15,26,47,
15,21,22,
16,27,56,
16,21,22,
16,25,46,
18,22,24,
14,27,47,
20,22,25,
14,24,48,
15,20,22,
14,24,42,
14,23,22,
15,23,45,
15,21,30,
15,23,42,
15,23,22,
16,25,46,
15,23,23,
15,27,45,
16,22,23,
16,24,44,
15,22,22,
15,36,46,
16,21,22,
15,38,46,
15,22,23,
14,23,46,
16,22,23,
15,23,47,
15,21,22,
16,27,50,
15,21,30,
15,24,44,
14,21,22,
15,23,44,
15,22,22,
15,21,33,
15,20,30,
15,23,35,
17,26,24,
15,24,45,
16,21,22,
14,25,40,
14,22,22,
15,24,40,
16,24,26,
14,34,42,
14,23,24,
15,26,47,
27,23,22,
15,24,35,
14,20,21,
17,30,39,
18,23,25,
14,23,36,
14,22,28,
14,23,40,
15,23,22,
15,25,45,
20,23,26,
15,25,36,
16,21,26,
15,24,37,
15,22,21,
15,23,35,
15,21,22,
15,31,32,
15,23,22,
15,23,32,
15,21,21,
15,35,47,
15,22,22,
16,69,39,
14,24,45,
18,24,25,
14,23,58,
15,21,22,
16,25,54,
14,23,22,
15,43,46,
16,21,21,
15,25,49,
15,21,29,
14,24,48,
14,22,29,
16,23,57,
14,21,21,
14,27,47,
17,25,26,
15,25,50,
14,21,30,
14,26,46,
15,30,31,
15,23,48,
14,27,28,
14,25,47,
16,20,21,
14,25,44,
15,22,22,
15,24,44,
15,22,21,
16,26,46,
14,22,22,
17,26,41,
16,22,22,
15,30,41,
15,21,21,
17,39,40,
17,24,24,
15,32,40,
16,23,22,
15,25,40,
16,20,22,
15,30,36,
15,21,34,
16,25,49,
15,22,22,
15,24,52,
15,21,24,
14,23,51,
14,21,22,
18,31,67,
15,21,28,
15,24,61,
14,21,23,
15,25,52,
15,22,21,
15,24,65,
16,21,22,
14,23,47,
14,22,22,
14,32,45,
16,23,22,
15,23,45,
14,21,29,
15,23,42,
14,21,21,
15,24,49,
