Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
15,29,30,
14,34,30,
14,33,45,
15,40,20,
14,42,39,
14,28,21,
13,35,75,
14,28,22,
15,50,52,
14,20,30,
14,34,54,
14,30,20,
14,35,40,
15,28,23,
15,55,30,
15,34,53,
14,26,21,
15,35,68,
14,20,30,
13,56,37,
14,32,96,
13,21,21,
14,72,33,
15,50,55,
17,24,36,
14,49,61,
15,19,20,
14,36,68,
14,19,21,
15,37,87,
13,22,21,
14,33,67,
15,20,21,
25,37,61,
15,21,20,
25,47,74,
24,21,22,
14,48,71,
24,31,22,
15,47,78,
15,22,21,
24,61,65,
16,23,24,
13,55,63,
13,26,20,
15,86,62,
14,20,21,
15,47,75,
15,20,36,
24,37,74,
15,29,21,
15,66,71,
13,20,28,
14,46,87,
15,21,22,
14,62,36,
14,62,81,
13,21,22,
15,74,74,
14,22,22,
14,62,82,
26,29,22,
14,62,78,
14,27,19,
15,62,65,
14,31,22,
14,44,60,
16,32,23,
25,37,68,
15,29,29,
14,69,22,
27,63,61,
15,21,28,
24,58,65,
16,27,23,
26,48,64,
15,21,37,
14,37,66,
14,25,28,
14,45,53,
14,20,37,
15,37,79,
15,37,31,
15,45,74,
14,27,30,
14,20,38,
15,46,89,
17,23,33,
13,45,70,
15,20,21,
14,45,70,
17,25,35,
14,59,29,
15,43,91,
14,20,22,
14,59,75,
15,21,21,
14,38,83,
15,22,22,
14,93,21,
13,44,66,
13,21,20,
24,131,55,
14,21,21,
14,45,59,
15,20,29,
15,60,21,
25,37,57,
14,21,22,
24,47,61,
20,29,21,
15,37,62,
13,29,24,
14,71,20,
14,37,59,
14,19,21,
16,35,77,
14,32,29,
14,61,62,
14,27,21,
14,82,20,
14,69,66,
14,22,21,
14,61,77,
14,30,30,
14,46,66,
14,29,30,
13,75,20,
16,156,79,
15,26,31,
23,38,77,
14,21,20,
15,51,53,
15,20,21,
14,71,30,
14,50,81,
14,21,28,
15,47,75,
15,22,29,
25,42,54,
15,21,29,
15,82,34,
14,47,68,
16,24,35,
25,45,87,
14,22,20,
13,60,72,
15,21,34,
21,82,68,
15,28,29,
14,47,64,
15,26,22,
13,46,64,
14,27,21,
16,53,73,
14,22,22,
25,58,61,
14,20,21,
14,61,20,
15,43,66,
14,30,21,
15,47,67,
14,27,22,
14,41,68,
14,21,22,
14,47,57,
14,27,24,
14,36,62,
15,20,22,
14,53,69,
14,20,36,
13,61,54,
14,20,28,
14,60,58,
14,21,30,
15,59,49,
15,19,21,
14,88,32,
25,37,48,
15,22,21,
14,80,72,
15,45,33,
14,82,73,
13,27,29,
14,44,85,
16,24,23,
23,44,69,
14,27,19,
14,38,65,
14,36,21,
14,62,78,
13,36,22,
15,59,50,
15,26,21,
14,37,69,
14,26,21,
14,452,60,
14,27,22,
14,36,82,
14,27,21,
14,61,57,
14,30,29,
15,47,79,
14,21,21,
15,49,74,
14,19,21,
13,60,69,
13,22,22,
16,67,76,
13,20,31,
15,66,56,
13,28,29,
24,38,53,
16,21,21,
14,75,54,
14,29,20,
14,49,61,
15,20,23,
14,63,62,
13,27,20,
14,39,72,
25,21,20,
24,49,59,
14,20,21,
14,45,61,
14,38,21,
26,50,56,
14,37,27,
12,64,53,
14,26,21,
14,65,52,
14,20,28,
16,67,58,
14,26,31,
26,61,61,
14,20,30,
13,64,49,
14,22,30,
14,67,39,
14,21,21,
24,59,50,
14,28,32,
14,47,64,
15,27,22,
14,66,63,
15,27,27,
15,46,61,
14,20,21,
25,33,49,
14,28,22,
15,56,49,
14,20,21,
13,36,73,
13,37,21,
14,50,67,
15,21,32,
25,45,52,
14,20,21,
15,46,80,
14,21,22,
14,46,76,
15,21,22,
15,37,69,
16,23,23,
24,59,49,
14,36,20,
13,47,73,
14,19,20,
23,49,57,
14,32,21,
14,44,54,
14,21,20,
14,44,45,
14,30,21,
24,47,66,
24,29,34,
15,61,61,
14,37,21,
14,58,70,
14,21,22,
25,59,44,
15,42,29,
14,63,61,
24,22,22,
13,60,78,
15,33,21,
14,42,90,
13,21,21,
24,43,49,
15,27,22,
13,55,59,
14,28,29,
14,59,69,
14,22,29,
14,37,59,
16,20,22,
14,56,43,
14,30,21,
14,42,53,
15,31,21,
14,63,63,
14,30,21,
13,59,41,
15,29,21,
14,48,45,
15,31,21,
15,61,42,
13,30,22,
25,66,60,
15,21,22,
14,73,53,
15,21,21,
24,49,51,
15,21,22,
14,46,62,
15,30,21,
14,54,63,
14,36,23,
14,37,70,
14,24,22,
24,55,56,
14,38,21,
26,69,68,
15,21,21,
25,60,54,
15,22,22,
14,43,71,
14,21,21,
24,51,43,
15,27,22,
25,47,56,
15,21,20,
14,54,72,
14,21,23,
14,67,62,
15,21,22,
15,45,75,
15,28,20,
25,45,87,
13,21,21,
15,46,64,
13,37,21,
13,74,55,
14,22,20,
15,62,60,
14,31,22,
14,42,87,
15,31,21,
15,37,77,
15,21,20,
14,42,56,
14,20,30,
14,50,79,
15,22,29,
13,46,56,
14,20,30,
15,65,67,
13,28,21,
14,74,62,
13,21,21,
14,47,54,
13,20,31,
14,46,51,
13,21,20,
14,37,55,
14,21,21,
15,46,57,
14,36,30,
16,48,64,
14,21,21,
14,45,59,
14,22,22,
13,43,51,
14,21,21,
13,41,54,
14,21,21,
14,42,75,
13,20,22,
14,46,78,
15,21,20,
14,62,76,
14,20,20,
14,63,65,
14,28,21,
15,43,58,
13,20,20,
15,46,68,
14,21,32,
15,45,71,
15,22,23,
15,43,65,
14,35,21,
14,50,67,
14,29,22,
15,63,60,
14,28,21,
14,43,55,
14,29,29,
14,45,63,
15,29,38,
14,35,79,
15,22,22,
14,45,65,
15,28,21,
14,48,71,
17,55,37,
13,65,75,
14,28,21,
14,48,79,
14,28,20,
14,43,64,
15,60,20,
15,43,58,
14,29,22,
14,38,70,
15,28,22,
15,61,77,
14,28,22,
14,63,72,
15,28,21,
16,127,86,
13,27,22,
15,45,69,
14,28,20,
15,46,65,
15,21,27,
14,47,71,
15,31,21,
15,43,68,
15,38,21,
14,62,59,
14,20,22,
14,61,57,
13,22,21,
14,49,63,
14,29,22,
13,72,32,
15,47,62,
13,28,19,
16,49,65,
14,37,21,
14,44,65,
14,31,28,
14,45,72,
15,30,21,
14,48,61,
14,28,21,
14,51,68,
15,21,20,
13,43,82,
13,20,30,
14,38,81,
15,22,23,
13,48,76,
16,23,24,
14,45,77,
15,22,23,
15,39,72,
15,21,19,
15,45,77,
15,21,20,
14,47,71,
14,34,21,
15,49,75,
13,21,21,
15,36,69,
15,20,21,
14,45,75,
14,22,21,
14,60,66,
15,21,23,
15,43,60,
15,36,23,
13,48,59,
15,20,20,
25,35,58,
14,20,19,
15,40,52,
14,20,21,
14,37,68,
15,36,20,
14,45,72,
15,21,20,
15,52,68,
14,21,22,
14,64,75,
15,20,20,
14,64,56,
14,20,21,
15,45,80,
14,30,21,
14,43,54,
14,31,22,
14,46,69,
14,21,22,
14,47,77,
14,20,21,
16,67,77,
14,29,20,
15,44,52,
14,20,21,
26,62,74,
15,21,21,
24,44,66,
15,21,21,
16,45,70,
15,21,22,
16,45,62,
14,20,29,
15,48,67,
15,21,31,
14,38,81,
14,20,22,
14,47,55,
14,21,22,
15,43,72,
15,21,22,
15,46,63,
15,21,22,
25,63,56,
16,23,24,
25,61,59,
14,20,22,
15,61,53,
15,22,21,
15,60,43,
16,22,24,
15,51,41,
14,23,21,
14,49,58,
14,20,21,
15,37,50,
14,21,20,
15,45,54,
14,21,22,
15,37,67,
16,22,22,
14,37,60,
14,22,22,
16,38,60,
14,21,22,
14,40,44,
14,22,22,
14,61,64,
15,21,21,
13,50,71,
15,23,22,
14,51,58,
15,20,21,
14,46,58,
15,22,23,
14,46,54,
14,21,20,
15,44,53,
15,20,21,
14,45,68,
15,21,21,
15,47,61,
14,21,30,
14,45,62,
20,22,28,
15,50,67,
16,24,33,
14,59,57,
14,21,30,
18,51,77,
14,21,21,
14,44,58,
15,23,30,
14,44,56,
14,20,20,
15,61,86,
14,21,21,
15,60,65,
14,20,21,
14,38,56,
13,23,22,
15,45,72,
14,20,20,
14,43,53,
13,31,22,
15,36,52,
16,20,21,
14,44,67,
14,21,23,
15,36,62,
14,34,22,
14,36,55,
20,20,21,
13,52,85,
16,20,21,
14,46,52,
14,20,21,
15,41,68,
15,22,22,
14,47,68,
14,22,22,
14,35,51,
14,22,21,
14,43,81,
14,20,21,
14,43,57,
15,21,22,
15,45,56,
15,21,29,
20,47,71,
14,24,22,
14,38,63,
20,22,29,
14,46,73,
15,20,30,
18,46,73,
21,22,30,
14,38,67,
19,22,31,
15,48,71,
14,21,21,
14,43,68,
20,21,22,
15,46,79,
14,22,21,
16,44,51,
14,21,20,
15,36,51,
15,21,22,
15,46,72,
21,21,23,
14,46,57,
14,20,21,
16,45,65,
14,21,21,
13,45,62,
14,21,22,
14,45,83,
16,20,30,
14,38,64,
14,21,22,
14,42,59,
21,20,21,
15,36,69,
13,21,29,
16,47,71,
14,21,22,
13,37,71,
13,21,29,
15,34,74,
16,20,21,
15,44,64,
15,20,21,
14,50,52,
14,28,20,
14,45,64,
15,30,21,
15,38,59,
21,41,22,
14,66,66,
15,30,22,
15,70,48,
15,24,21,
14,35,71,
14,21,22,
16,51,61,
15,21,22,
15,47,58,
15,20,22,
25,37,76,
14,21,21,
15,45,57,
13,20,21,
15,57,70,
15,21,20,
14,45,72,
15,21,21,
15,45,70,
14,21,22,
15,49,54,
14,21,21,
14,58,46,
14,19,22,
14,54,45,
14,19,20,
14,39,65,
15,22,22,
17,50,68,
13,21,21,
14,60,53,
14,29,23,
15,50,55,
13,21,20,
15,44,78,
24,21,22,
13,36,55,
14,21,21,
15,48,71,
14,20,21,
14,49,40,
14,27,22,
14,48,74,
14,22,23,
15,45,55,
15,21,21,
15,69,43,
15,22,21,
15,44,104,
13,20,21,
30,43,72,
15,21,22,
25,44,65,
14,20,22,
14,69,57,
15,26,22,
13,54,65,
14,21,22,
14,74,53,
14,21,21,
15,49,70,
15,20,20,
15,60,60,
14,35,21,
14,63,71,
14,22,22,
14,63,69,
14,22,37,
15,38,61,
15,21,31,
25,45,74,
14,28,23,
14,47,60,
14,20,23,
15,36,55,
14,23,21,
14,45,66,
14,21,20,
14,59,52,
15,28,23,
14,60,66,
14,20,22,
15,63,55,
15,23,20,
14,49,49,
16,22,22,
14,48,42,
14,20,20,
15,61,42,
15,21,21,
14,47,53,
14,22,31,
14,50,60,
14,20,23,
14,60,61,
14,27,26,
15,45,61,
14,22,20,
14,42,58,
14,22,29,
14,36,65,
15,20,22,
15,68,59,
15,20,20,
15,57,54,
13,20,22,
14,53,54,
14,21,22,
14,65,61,
14,30,21,
14,52,65,
15,28,22,
15,51,40,
15,21,22,
16,76,68,
15,21,21,
16,69,77,
14,29,21,
13,38,58,
14,35,22,
14,36,74,
14,21,20,
15,61,57,
14,22,22,
14,59,40,
16,31,22,
13,35,58,
15,30,22,
14,52,55,
14,30,31,
16,54,63,
14,37,29,
14,63,59,
15,30,30,
14,45,59,
15,30,21,
14,58,61,
15,19,22,
15,38,59,
14,20,21,
14,36,58,
15,21,24,
15,61,74,
14,29,21,
15,62,68,
14,21,23,
15,42,60,
15,29,21,
14,47,61,
14,28,24,
14,36,59,
14,29,31,
15,61,41,
15,29,21,
15,61,41,
14,21,20,
15,49,52,
16,32,23,
16,63,49,
15,29,22,
14,43,53,
14,28,22,
15,43,72,
16,28,21,
15,44,72,
17,29,23,
15,49,53,
14,35,20,
17,69,64,
14,21,29,
15,49,40,
15,20,22,
13,35,55,
14,28,21,
15,47,76,
14,27,22,
14,47,74,
15,30,22,
15,46,75,
17,29,30,
