Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
27829,79801,93381,
22426,48100,45554,
21716,48415,46775,
18523,41392,39383,
19153,40104,41200,
18693,40654,39808,
19910,41005,38790,
21847,59311,46066,
19533,41610,39382,
20471,41662,41177,
24209,45417,41027,
20183,44592,53206,
21400,45939,52523,
20735,42262,41141,
19664,40361,39741,
22428,44785,48457,
20622,42270,39527,
25121,41800,40746,
20333,42095,39510,
19271,40438,39941,
22330,49629,50255,
19699,42232,39917,
20671,41347,40858,
19424,40991,38285,
19433,40688,39631,
22368,47552,46877,
20283,42359,39958,
20672,40704,40212,
19439,40584,39682,
20462,43716,42103,
20159,44423,42120,
20036,41822,40333,
20908,43102,49393,
19600,41994,40302,
21798,44925,43972,
21294,40937,40424,
20262,41118,40327,
20535,40581,39053,
19735,40484,39339,
20398,40752,39550,
20447,40763,39628,
20065,41522,42641,
19595,40999,39675,
20469,42762,40800,
20412,40804,47397,
20028,41835,39740,
20567,47085,40140,
20505,40460,40170,
19998,41126,40111,
20474,45454,43052,
19682,40124,38574,
20670,41369,41458,
20365,40871,40096,
20672,44535,40281,
20452,40477,39448,
20037,41711,39970,
20509,41368,39830,
20001,42106,40628,
20659,40705,44488,
20631,41709,40110,
20814,41265,40421,
24053,47211,44695,
19592,41300,40019,
20535,41658,40386,
20021,42006,40840,
19728,41518,43295,
20482,42055,39053,
21913,43607,41718,
22301,48981,40235,
20032,41074,39543,
22323,49279,48711,
20334,40285,39707,
19854,40025,38728,
20269,40062,38831,
19947,39549,38465,
19609,40491,38933,
19282,40135,38612,
19496,40656,39180,
20100,40496,39356,
20200,39872,43256,
20241,40683,38902,
20197,40067,38335,
20231,43606,38762,
19891,40234,38527,
22825,46645,45252,
20232,40466,38563,
24109,44546,39270,
20046,40082,39644,
21326,53652,39805,
20145,39919,38707,
20321,40329,38851,
23214,52049,45054,
19783,40202,38906,
19486,43136,40814,
21524,43746,43301,
19787,41200,40178,
19308,41006,39407,
19818,44183,42213,
19399,41733,39174,
20782,40642,38885,
19661,42092,40584,
22309,45992,42280,
21131,45712,51561,
31917,48389,43131,
20045,40529,39140,
20264,42129,40188,
