Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
14839,91,63,
14511,37,31,
16030,34,32,
14482,27,22,
16222,27,25,
14580,30,22,
14869,22,23,
14779,27,29,
18291,26,24,
22293,35,175,
17390,48,25,
17371,39,25,
17311,29,25,
17377,41,27,
17533,55,49,
17088,28,25,
18266,28,25,
16959,27,25,
16906,37,39,
17637,30,24,
16891,39,26,
16399,38,26,
16318,50,25,
16446,39,25,
19444,28,24,
16202,38,21,
15956,36,26,
18209,27,24,
16328,36,35,
17017,27,25,
16293,24,25,
16960,28,21,
16843,37,22,
16474,29,24,
16482,26,22,
16393,32,20,
16113,26,21,
16186,28,22,
16505,35,23,
16289,27,23,
17943,57,24,
16301,34,21,
16663,40,22,
16018,28,20,
16009,26,24,
15815,36,23,
16632,26,21,
16606,38,20,
16372,25,22,
16291,51,22,
16422,26,26,
24389,30,22,
16491,26,21,
15890,24,21,
16097,26,21,
15911,52,22,
16031,26,25,
15908,29,21,
16756,30,22,
16190,36,21,
17615,27,24,
16288,26,21,
16463,27,22,
16305,52,24,
16416,25,37,
16248,38,22,
15998,23,20,
15928,26,21,
17653,30,30,
18096,27,23,
16076,25,20,
15829,25,21,
15993,26,22,
17642,36,20,
15973,24,34,
15833,37,34,
15909,26,20,
16212,26,24,
16032,25,22,
15843,25,22,
16032,25,24,
16579,27,22,
16632,32,21,
16197,25,23,
16939,26,22,
16394,26,22,
17096,25,22,
16319,26,22,
16459,25,21,
16183,28,22,
15928,25,22,
15826,25,22,
16029,25,37,
18230,25,22,
15958,25,22,
16852,25,22,
15891,26,22,
15903,25,20,
16008,26,22,
15826,25,21,
15896,25,21,
20955,28,22,
16582,24,22,
18653,26,22,
16736,289,37,
16368,27,21,
16542,26,21,
18045,25,21,
16372,29,20,
16247,26,20,
16382,26,23,
16291,25,23,
16412,26,22,
16402,40,21,
16400,27,21,
16358,26,21,
16391,28,23,
16290,27,21,
17832,28,22,
16224,25,21,
16517,33,21,
16745,27,22,
16430,26,21,
19378,31,25,
17351,26,23,
16310,37,22,
16437,26,22,
16322,36,21,
16280,37,22,
17153,25,22,
16378,26,23,
16611,37,20,
15941,25,20,
15941,37,21,
16007,25,20,
16142,35,21,
16458,26,21,
16427,24,21,
20218,25,21,
16255,26,22,
16524,35,21,
16181,26,22,
16955,26,23,
16240,26,21,
16550,26,20,
16258,25,22,
16514,27,25,
16214,25,19,
16444,25,21,
16324,26,22,
16514,24,21,
16331,26,20,
20563,28,23,
18890,24,23,
15985,50,21,
17682,32,24,
16031,24,21,
16011,29,21,
16223,36,20,
16254,26,23,
16423,34,22,
16267,36,22,
16732,29,21,
16255,26,20,
16439,26,22,
17540,54,24,
16473,36,22,
19516,41,22,
15933,27,21,
15991,27,21,
18216,37,22,
15845,24,21,
15866,26,19,
16171,27,21,
16717,37,22,
16443,28,21,
16149,26,21,
16208,36,20,
15825,38,21,
17496,36,21,
16365,26,21,
17610,35,22,
16278,38,20,
15822,37,21,
16207,26,22,
16308,26,21,
16259,28,22,
16415,26,21,
15816,36,21,
16039,26,21,
16318,26,21,
16733,38,21,
15805,30,20,
16557,37,22,
16386,30,22,
18746,34,21,
16362,26,22,
16474,26,21,
16634,26,21,
16215,25,21,
16359,25,20,
16417,26,21,
16456,26,38,
17174,26,32,
16001,24,22,
16058,37,19,
16121,34,20,
16671,37,28,
16125,29,21,
15968,24,22,
15973,24,20,
15970,25,21,
16386,37,21,
16418,25,21,
17886,31,25,
17650,26,21,
16384,26,23,
25301,38,29,
15948,26,21,
15628,26,20,
16012,26,22,
16158,26,22,
16581,40,20,
16059,25,21,
17071,27,21,
16011,27,21,
16150,27,22,
16172,24,23,
16015,25,26,
16364,27,22,
16629,36,22,
16443,27,22,
16398,25,21,
16360,38,34,
16500,25,35,
16316,26,22,
16477,27,23,
16431,25,21,
16672,26,22,
16611,39,23,
16418,28,21,
16404,25,22,
16797,26,21,
16471,26,23,
16433,26,22,
18439,31,24,
17745,45,24,
17652,37,22,
16329,27,21,
16360,38,21,
16558,26,33,
16366,26,34,
