Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
29,65508,22,
15,24011,21,
14,22959,21,
17,22311,21,
28,23851,34,
17,26142,24,
19,26395,24,
20,26862,23,
25,22627,19,
15,22468,23,
15,24680,35,
15,27133,21,
28,23666,22,
15,23356,26,
15,23233,22,
14,23853,26,
17,23382,21,
14,23573,21,
13,24292,36,
16,23912,24,
15,23506,22,
17,23534,23,
14,23639,21,
14,23633,29,
15,23092,21,
15,23209,29,
26,23173,44,
28,23955,21,
20,28726,20,
15,25100,24,
14,23728,20,
16,23862,22,
16,22532,22,
15,23653,22,
14,24080,20,
14,22996,21,
14,23289,18,
14,22399,25,
14,23899,18,
16,23437,20,
15,23358,31,
15,23692,24,
14,23525,20,
15,24102,26,
18,23643,25,
28,23563,34,
13,23181,18,
27,21846,29,
14,21896,41,
15,24105,20,
14,23985,21,
15,22038,19,
19,23623,20,
15,23171,20,
15,24165,19,
15,23153,19,
14,23647,22,
15,23017,25,
27,23297,21,
27,24342,22,
15,24336,22,
14,24302,23,
14,22076,36,
14,23367,23,
28,23438,22,
15,24158,19,
14,23710,23,
19,22159,25,
27,23372,22,
27,23264,31,
15,23620,33,
17,22797,22,
14,23902,21,
14,22978,22,
14,22579,22,
14,21899,22,
27,22188,21,
28,21889,22,
14,22307,21,
21,23082,31,
16,22202,21,
27,23295,21,
17,26606,22,
13,23401,29,
18,22560,34,
19,21770,27,
14,22887,18,
15,23613,18,
14,21776,30,
14,23107,33,
13,24557,20,
15,21731,29,
13,22984,32,
28,22598,21,
13,22234,21,
27,22928,25,
15,23641,19,
27,23297,19,
16,23076,20,
14,25737,19,
27,26691,19,
19,26090,36,
28,22337,22,
15,23502,20,
21,24027,22,
14,23968,21,
18,21771,42,
14,23043,22,
15,21584,22,
15,23164,21,
15,21798,22,
14,22741,30,
15,22244,21,
14,22628,25,
14,22409,24,
15,22513,22,
27,23716,22,
25,23801,21,
14,23640,21,
15,22459,22,
15,23600,22,
14,21979,21,
13,23828,21,
30,22957,25,
14,21831,20,
14,23722,22,
29,23657,22,
14,23959,22,
14,22143,47,
14,23911,26,
15,23564,21,
14,24191,22,
26,23038,20,
14,22927,29,
17,25432,19,
26,23917,30,
15,22202,44,
14,24125,20,
15,26799,19,
16,23518,19,
27,23088,23,
14,23418,19,
16,22793,19,
14,22924,20,
13,23213,20,
25,23723,29,
27,23616,25,
14,24270,19,
15,24020,20,
14,23966,20,
14,22177,43,
18,22376,23,
14,23680,19,
14,23824,19,
26,23280,20,
14,21738,30,
14,23806,19,
22,22714,34,
31,26921,40,
15,23430,19,
15,23746,19,
13,23065,19,
15,22025,19,
15,24425,23,
14,25416,19,
18,26615,20,
15,25124,21,
16,27130,23,
15,22638,19,
27,23668,19,
14,23533,19,
15,35703,20,
14,21603,42,
15,23916,22,
26,21634,23,
14,23628,19,
27,25671,20,
14,24288,33,
29,24010,22,
15,25678,35,
15,23832,24,
17,22730,20,
19,25845,22,
25,23187,21,
25,22473,22,
30,25608,23,
15,22407,21,
14,22102,22,
16,26153,24,
19,25539,26,
30,23906,25,
30,26097,22,
14,25886,21,
15,26039,22,
16,24020,53,
29,25478,24,
30,27262,21,
16,38239,20,
29,38441,24,
16,26198,34,
29,26984,24,
18,27045,33,
18,29459,37,
15,28957,25,
28,28542,24,
29,25663,22,
17,23846,24,
13,21743,21,
13,22007,20,
26,21761,21,
17,25806,19,
13,22054,21,
13,22482,18,
14,22936,19,
14,22275,33,
26,21402,20,
13,22656,45,
13,22693,22,
13,23023,20,
27,22749,19,
30,42041,22,
14,27651,33,
14,29352,21,
272,42738,25,
17,27847,35,
16,30511,24,
17,23156,22,
15,26191,24,
29,24929,23,
13,24267,21,
14,23129,22,
17,22446,22,
26,22905,20,
14,22432,23,
15,22348,20,
14,23086,20,
14,23421,21,
14,23926,22,
15,23573,33,
17,21785,21,
15,22905,33,
16,26284,25,
26,23047,22,
14,22844,35,
16,23475,22,
15,24247,31,
18,22801,46,
16,23934,22,
16,24025,23,
16,21931,22,
15,23628,21,
16,23198,22,
14,23993,20,
29,23785,24,
33,22360,44,
18,23453,29,
16,25443,23,
15,24155,21,
15,22404,23,
14,26103,21,
14,22105,41,
16,22327,24,
15,23063,19,
14,23763,22,
26,21860,18,
17,23166,32,
16,25797,23,
15,24405,33,
14,25326,32,
13,23302,22,
29,22665,23,
14,23965,23,
27,22964,30,
28,23620,24,
16,24094,20,
27,23676,21,
14,22387,19,
14,23226,22,
17,23446,20,
14,24149,21,
18,25754,22,
18,25458,24,
14,22971,39,
14,23196,24,
14,24100,24,
14,24768,21,
14,23798,23,
15,23659,33,
14,23963,22,
13,22793,30,
27,23238,32,
14,23429,21,
13,23116,23,
14,22512,22,
14,24046,22,
15,23443,22,
18,23314,18,
14,23821,20,
14,23754,19,
14,22845,23,
14,23562,19,
19,22471,18,
15,23380,20,
14,23283,21,
14,24910,40,
16,22703,23,
15,23448,19,
28,24094,22,
28,23916,18,
15,23715,32,
21,26140,22,
15,22965,31,
15,26518,44,
15,25941,22,
14,23066,21,
14,23451,21,
15,23613,22,
17,23322,21,
15,24171,21,
26,22893,19,
16,23155,21,
14,23917,23,
14,23494,20,
14,22802,22,
15,22884,34,
18,22651,22,
15,22219,35,
15,24471,27,
14,23507,22,
15,24128,22,
15,24102,22,
15,23825,34,
15,23379,20,
14,22598,28,
15,22627,40,
28,23637,21,
14,21584,21,
14,23371,20,
16,26031,23,
16,24908,23,
14,25359,23,
15,24875,23,
15,24777,22,
15,24346,22,
13,22334,22,
15,24588,22,
15,23930,21,
16,24626,23,
14,23102,33,
15,22935,24,
30,26151,24,
15,22311,21,
14,22355,22,
29,22757,30,
27,23193,21,
14,23872,28,
15,23625,22,
20,22123,20,
14,23053,21,
20,25982,21,
16,23011,29,
28,23874,19,
28,24161,19,
14,23718,19,
28,22734,23,
14,23733,24,
27,25316,18,
13,22822,22,
15,23460,22,
13,23931,22,
14,21786,35,
14,23713,24,
14,22948,25,
27,22678,22,
14,22486,21,
14,22264,30,
15,23805,22,
26,23198,30,
16,23023,22,
14,23395,22,
14,21586,21,
14,22848,20,
15,23567,34,
14,22499,21,
15,24253,22,
26,24022,22,
25,22285,21,
15,22971,25,
18,22496,21,
15,24233,23,
15,23453,19,
15,23392,19,
15,21705,38,
15,23154,21,
20,22981,20,
17,24181,19,
15,23781,31,
14,23752,30,
13,22915,20,
15,22396,31,
14,22801,32,
14,23613,23,
14,23050,21,
27,25293,21,
15,23713,22,
15,24645,22,
14,24082,22,
14,23838,21,
25,26131,21,
14,23758,25,
