Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
11045,18927,18377,
17317,19885,18300,
10075,18468,18370,
9330,16148,16222,
9032,18788,15770,
21588,18911,18722,
8200,16026,14881,
9940,19752,15008,
9393,15764,17418,
8546,16609,16609,
8870,16741,16345,
10070,19812,19307,
10355,18712,17820,
8442,16251,16242,
9904,17535,18724,
9108,16713,16568,
9307,20045,16673,
8859,16379,16480,
9772,18983,18965,
11738,17771,18033,
9354,16692,16699,
8827,16564,16304,
8720,16430,16724,
8874,16757,16647,
8775,15913,16518,
9180,16523,17010,
10180,17387,17684,
9444,16972,16760,
8908,16786,17106,
9156,16554,16782,
9104,17435,17720,
8770,17361,17431,
9265,18699,18486,
9019,16764,17172,
9347,16899,17041,
9428,19207,17616,
8824,17193,17005,
9033,17209,17047,
8891,17258,17579,
10341,19949,18738,
8674,16779,16937,
8841,17319,17155,
9657,18355,18618,
9448,16740,17660,
9714,18295,19122,
10210,18210,17868,
10698,18677,18473,
11052,21498,23173,
9089,16893,17336,
8917,17608,16971,
9329,18930,18806,
8758,16718,17347,
10242,19945,19780,
9799,19427,17012,
9368,17092,16913,
9030,17111,17343,
9536,18044,18759,
9903,19454,19940,
9382,18780,18816,
10038,19334,19433,
9742,17926,18768,
10241,19991,19535,
9519,18238,18864,
9977,18689,18519,
9776,23056,19072,
10451,19737,18725,
9812,22793,21566,
10259,19399,19563,
10063,19179,19337,
9878,17664,18496,
10773,19460,21268,
10652,18768,19725,
10202,19592,19111,
10250,20286,18817,
10362,18674,19343,
9737,18981,18668,
10107,19102,19923,
9621,17593,18625,
9600,18057,18976,
8621,16543,15890,
10088,18992,19025,
9563,17935,18253,
9840,18262,23116,
10465,19492,21262,
9887,19708,19709,
9693,18117,18525,
10623,18979,20186,
8547,16874,16732,
8746,15879,16703,
8745,16773,16800,
10161,24278,17665,
8757,15927,15797,
9648,18130,19091,
8693,16662,16691,
10157,18195,18435,
8978,15949,16050,
8651,16209,16764,
10262,17752,18177,
9302,16297,16495,
8646,16032,16691,
9626,18679,18082,
9386,18058,17485,
9430,17483,18140,
8406,16428,16388,
10004,17968,18729,
10177,20050,17670,
10191,19022,18742,
10445,17920,18269,
10584,17041,17286,
9808,17363,17330,
8737,15603,15550,
8980,15217,15061,
9848,17271,20912,
9629,17088,17773,
8979,15927,16721,
10529,16784,16359,
8992,15917,16364,
9473,17194,17173,
8749,14711,15505,
10767,20016,19953,
9422,16710,17631,
10196,20275,17530,
10139,16817,17696,
22381,18910,17824,
9996,16789,17406,
9694,17485,17345,
8566,15444,15647,
10908,17953,17479,
9452,14834,15543,
8789,14936,15012,
9366,15152,15683,
9665,15179,15104,
9631,19955,16123,
10237,16244,16565,
10283,16867,17117,
9357,16762,16992,
9464,15754,15459,
9391,16440,16666,
9441,15030,15830,
9845,15889,15491,
9640,15328,15553,
9721,15488,15310,
9833,17611,15524,
9331,16816,16492,
8995,15413,17171,
9191,16273,16672,
9635,21450,16786,
10690,17270,17637,
9672,17051,17589,
8851,15798,16917,
8713,16156,16615,
8995,16428,16079,
12206,18116,17530,
9476,17531,17543,
9722,17338,17218,
10287,16937,15318,
9772,15613,15925,
9632,15933,16269,
10115,16772,16431,
9728,15329,15437,
9952,16985,17252,
10408,17461,17321,
9036,15734,15893,
9737,15522,15401,
8542,15978,16716,
8681,15757,15604,
9016,15474,15496,
8821,15900,15255,
9594,16745,16402,
9037,15220,15492,
8837,15245,16122,
8881,15678,16012,
8913,19433,19617,
8926,16344,16267,
9157,17500,17841,
9654,16915,16389,
9710,17183,17358,
9610,17236,16669,
8903,15742,15994,
9452,17400,17024,
8575,15876,16459,
9488,16587,16804,
9578,17038,17431,
9552,16278,16398,
11112,19409,21869,
8858,16036,16031,
9584,16734,17086,
9417,25455,19802,
9149,16056,16102,
9186,16813,16411,
9638,16734,17424,
9595,17343,16981,
9512,17131,16716,
8674,18255,16109,
9589,16772,16543,
9050,16098,16289,
9328,16769,17581,
9621,17142,16974,
9470,19529,16360,
9744,16506,17216,
8803,16225,16753,
9557,16798,17707,
9571,17286,17819,
9755,20102,18448,
9851,15499,15881,
8859,16128,15825,
9343,15752,16342,
9584,15547,15722,
9864,18427,16606,
9235,15991,15578,
10512,17513,16013,
10041,15749,15804,
9315,16291,16338,
9935,16174,16047,
9547,16134,16351,
9592,15471,15751,
10037,15739,16536,
8750,16146,15993,
8676,15746,15958,
9826,17643,19737,
8901,19116,17708,
9157,15776,15799,
9136,16126,17219,
9066,16641,17217,
8721,16752,17194,
9944,17367,17248,
9454,17236,17205,
9639,16895,16617,
9955,17735,17468,
9680,17382,16621,
9749,20339,16186,
9572,17115,17090,
9677,17485,18018,
9801,17118,17344,
9853,17601,17917,
8973,16745,16475,
8688,16304,18867,
9854,17111,17496,
9319,17212,17228,
9734,17865,19728,
9514,17341,17028,
9628,17090,19351,
9922,15293,16318,
8559,15731,16128,
9670,16727,17065,
9706,17229,16618,
9486,17082,19134,
9890,16814,16720,
9560,16944,17253,
9607,17198,17334,
9784,17397,17501,
9506,16714,17404,
9469,17172,17495,
8522,15803,15885,
8555,16093,16625,
9518,17267,16822,
9665,16644,18928,
9707,17549,17380,
9443,17030,17341,
9487,16821,16644,
9637,17161,17221,
9749,17319,17278,
9627,18053,18225,
8844,15937,16112,
8560,16670,16501,
9520,16789,16527,
9346,17068,17540,
9529,17088,16960,
9115,17037,20124,
9849,17958,17270,
9758,17261,16946,
9795,17310,16981,
9782,17498,17083,
9509,17040,16871,
9792,16818,17726,
9006,16589,17054,
11325,19938,17375,
10427,16642,16634,
10433,17113,17260,
10028,17988,21381,
10647,16870,17162,
9495,16970,17192,
9898,16728,17226,
9669,17518,17298,
9233,17198,17716,
10171,17657,17785,
9653,17157,17953,
9992,17744,28994,
10172,17566,17905,
10154,17515,17883,
8970,20391,16821,
9832,15415,19954,
9861,15786,15986,
13048,21098,22186,
10200,17886,21243,
9942,16948,16696,
10946,16757,16743,
9471,15086,15138,
9592,15015,14550,
9253,14450,14675,
9976,14576,15211,
13883,15761,15640,
9889,16732,17026,
8562,15075,15173,
10046,15460,20266,
9786,15078,15029,
8607,15428,15605,
10009,18703,18133,
9642,16445,17276,
9440,17164,16700,
8408,15462,16250,
9065,17490,14986,
8655,15269,15836,
10000,17101,16544,
9669,17554,18405,
9678,15064,15086,
13043,21933,20909,
9258,15744,19815,
8861,15278,18376,
8683,14816,15345,
8929,15008,20764,
9322,16477,16592,
15930,18738,18307,
8486,16008,15804,
8286,15948,15308,
9395,16235,16686,
9633,16411,17064,
9834,16768,17158,
9618,17048,17093,
9417,17492,17372,
8874,16923,17965,
9444,15942,15799,
9119,16845,17045,
8814,15727,15245,
8595,16040,16038,
9761,17012,16861,
9514,17869,18109,
9442,15930,15655,
9727,17826,22125,
9746,17683,16783,
10338,15615,16814,
9542,16737,16698,
9823,17969,17952,
11079,24564,17312,
9531,17294,21072,
10233,21861,17708,
10342,27353,19957,
8963,16618,16588,
8781,16193,16057,
9110,15996,15818,
14650,23123,17961,
8577,15293,15337,
9454,20357,17469,
8688,16409,16643,
11235,18715,18669,
9252,17253,17293,
9494,19051,16637,
9786,16993,16695,
15052,21844,18639,
9162,17516,17350,
9884,17412,17214,
17136,31644,20670,
9853,18350,19141,
11426,19780,25447,
11190,18954,19682,
8892,16205,16193,
9283,16760,16606,
9801,17157,17170,
10180,18981,21686,
9150,15248,15796,
10579,19395,18825,
17057,22166,22360,
9326,16758,17084,
9532,17544,17428,
9865,17285,17488,
8788,15271,15234,
10608,18425,18056,
8201,16102,18663,
10674,19597,22687,
8416,16078,16326,
12586,21144,17770,
9817,17030,17214,
10305,18631,17688,
9584,16156,16199,
8222,16111,16007,
9133,16693,17055,
9426,16355,16337,
9268,20564,18113,
8680,15459,16211,
9062,15406,16529,
9399,16656,16934,
9410,16914,16244,
12122,16529,18416,
9033,15329,15936,
9713,21853,17696,
8791,15781,15546,
9446,15881,16414,
10006,17846,18370,
10588,18958,19489,
9659,16913,16702,
9349,17315,17207,
10204,15944,15487,
9740,16785,16529,
8625,15409,17784,
9390,16514,17490,
9259,16035,16450,
10062,16595,16707,
9548,20191,17314,
9610,21195,16519,
9557,20166,16392,
8681,15910,16176,
10664,18427,17741,
9585,16013,16523,
9537,15483,15057,
10376,23309,18232,
10293,18071,18304,
10001,21465,16911,
11189,19186,19303,
10917,18436,18746,
10264,18099,18052,
9671,18704,19032,
10680,20038,19782,
9788,18936,18661,
10340,19241,21527,
10183,18206,18723,
10089,18727,17923,
10864,19051,18843,
10490,18606,17727,
9859,18197,17964,
9324,16931,17248,
10460,17922,18769,
12980,18585,18974,
9619,18045,18641,
12032,19969,19830,
11529,28140,18930,
11495,18880,19314,
11428,19429,19024,
11580,18726,18405,
11114,18730,19421,
10438,18021,19163,
10252,18935,19095,
9137,16332,16448,
