Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
89228,27360,20396,
71684,48980,43040,
59818,61327,56286,
25735,118451,110682,
91406,30099,25676,
83285,30265,25306,
12909,170299,142185,
47693,83082,77000,
35509,98566,92810,
51515,76293,69025,
33623,104949,97962,
68141,95880,60871,
74483,41765,36455,
851,142873,134385,
19994,132594,125500,
96565,12817,9417,
19194,120915,110881,
14731,123016,117651,
2275,144642,141016,
108426,6966,6282,
35376,99622,91954,
26495,122704,113636,
22479,127330,124351,
80603,31592,26635,
24948,110666,111837,
38316,96231,86685,
77957,39030,33451,
46994,83780,78224,
6367,138489,131257,
76278,72841,59085,
63212,124142,63018,
8913,394145,384288,
7996,145743,141030,
11085,304675,188402,
55555,62279,57577,
20303,150635,136035,
102136,180,70,
61939,65257,59554,
101528,1002,832,
25886,116305,103137,
56120,73490,63722,
12350,129543,124744,
63632,68535,59635,
10908,159104,148039,
119,183647,169319,
91240,19362,15503,
23927,113808,107710,
33431,114641,110949,
18970,121794,111538,
34799,124363,99252,
37062,110362,86622,
5323,142290,130483,
54342,74573,69313,
27481,111171,102315,
28077,106586,105265,
31564,116112,110092,
43957,88698,93043,
49810,76444,77130,
93463,16588,12891,
28025,109539,97275,
57733,72243,70749,
6328,139897,133309,
40463,92348,100880,
57767,69411,66355,
44226,85684,80895,
84601,37611,32984,
46792,97646,89606,
113628,15345,11774,
6897,144031,137371,
34984,96054,93515,
67430,69509,61462,
96804,14094,11008,
53361,78098,71956,
83290,45137,38382,
77070,42304,36318,
77115,40701,34831,
37974,96322,92202,
18935,119952,111197,
55328,67404,62209,
23004,114869,108082,
64734,60079,53095,
62340,58888,54993,
29942,102658,94812,
16747,121661,116738,
90204,32419,25479,
82894,36652,29785,
63225,60116,54943,
80038,34033,29079,
101347,3922,3310,
60199,74948,68761,
50261,93044,89234,
66986,72542,67962,
12560,144676,123593,
44698,276539,183099,
61835,60469,53884,
56671,73091,69221,
16174,126080,118104,
88676,20708,16138,
16091,131592,122132,
51969,79584,72103,
13952,130421,121623,
102496,4670,3738,
