Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
35771,49827,51971,
5583,86700,81176,
51162,18558,14464,
18517,59605,54309,
35580,48679,42816,
15782,65737,67571,
6113,76129,73888,
11901,74337,69837,
1397,94020,89031,
7733,73692,68513,
20933,67488,62558,
8023,76395,72850,
23095,54018,52585,
10492,72583,67291,
34885,45302,40153,
8639,83413,72829,
33747,41239,37448,
36440,38036,33032,
29834,51816,45661,
26911,48809,43581,
57419,14727,11860,
35153,44962,38847,
12693,72605,70317,
10879,72483,79237,
39841,31642,27250,
51431,19604,16669,
6745,76767,71726,
49409,19411,15392,
21909,57744,52746,
14983,64456,58874,
948,85829,83603,
9266,73385,68263,
21772,57569,52401,
51759,19725,13133,
41959,30663,26710,
53654,11759,10054,
21222,55397,49945,
38433,38016,32967,
57186,6949,5565,
23053,57516,53624,
54972,11696,9446,
20319,62517,57583,
47216,24128,19757,
73679,3838,3011,
53931,12417,9222,
55471,9603,8304,
23262,54781,51411,
47551,21128,17607,
37721,36179,30963,
16425,66642,64777,
40442,32033,26507,
14524,96676,77707,
22754,57736,54319,
32255,111357,99428,
23728,104970,73595,
2632,80944,77050,
22321,54764,51200,
60911,4573,4109,
60351,7665,6367,
41535,42509,37116,
11931,71984,67150,
10495,75242,69344,
29848,46893,42187,
40644,32401,27838,
6835,80193,72205,
13302,73349,67309,
11112,74680,70777,
36396,39109,34757,
46954,38377,30058,
41749,28849,24877,
41910,29166,23463,
45850,25113,19849,
64886,1838,970,
32166,41319,36418,
30817,48037,42630,
28341,48684,45192,
8282,73550,69773,
7188,78735,76576,
16508,61923,60878,
54326,12410,9684,
36465,41453,47192,
72,86625,83538,
12136,73188,71371,
38314,33244,27794,
44257,29453,25677,
40554,33787,32895,
15597,68635,64528,
33843,41011,37428,
33559,42025,38354,
29078,45508,44843,
30179,49879,44701,
30233,47277,44451,
32370,47152,37791,
54269,13578,10491,
9305,71832,69989,
20798,58778,54123,
28992,45961,44804,
15929,63138,59937,
31317,52511,48366,
30940,48016,42983,
54161,11419,9205,
34727,42284,36425,
61485,4691,3297,
7967,76051,69701,
500,83849,78496,
44210,34494,32806,
46762,30587,25110,
50942,18567,14394,
59829,3627,2528,
43616,28128,25539,
27869,54765,48459,
62255,2413,888,
45244,29322,27429,
35743,40711,40785,
50063,29188,24552,
45249,22596,18651,
21308,59916,54899,
35848,39100,34114,
49751,18613,14851,
35634,40532,35912,
3380,79824,74453,
42048,37536,32138,
8310,73992,70718,
23422,55337,47771,
16602,64981,60988,
50011,16109,12978,
6462,86292,77655,
38049,39084,33706,
3511,81705,80812,
41253,31345,26917,
46007,22222,17839,
22878,55351,50251,
36472,37921,33718,
21938,59817,58743,
56802,16170,13713,
33219,45183,40753,
11027,71178,65125,
17926,64698,61243,
34383,41155,36972,
49064,20159,16170,
29704,45342,40833,
52626,15452,11564,
23368,63890,55184,
34211,38603,33851,
43965,29617,24592,
10512,70707,67476,
6439,76036,72123,
51821,12358,9043,
60638,2454,1779,
24455,66151,60517,
5902,76601,70926,
43192,31874,26980,
46372,27863,22720,
35515,37427,32407,
20684,57311,53992,
31408,45233,40293,
34923,45159,41691,
27115,52362,49488,
41996,32155,26856,
13399,66268,63280,
53687,16488,17038,
39734,34821,32542,
32212,46102,41468,
30325,43981,42330,
33713,41914,36803,
33836,39518,35335,
18310,64004,58542,
19530,62238,55795,
66110,2052,1590,
42558,31022,23670,
28112,51080,46516,
7334,84475,75912,
19620,63797,61956,
33927,41983,37132,
57352,3466,3137,
59833,9747,8394,
27119,61847,56950,
8004,76877,71964,
26124,50938,47767,
53801,11654,11652,
48672,19657,15992,
24900,53244,48167,
9645,78578,73395,
19961,69976,64151,
8407,75797,74563,
22400,61067,57269,
23055,61688,55749,
4185,81053,76292,
35891,36802,32490,
38724,34084,29078,
2343,84509,78837,
35624,37205,32244,
24154,54670,51658,
28554,48840,43849,
34006,41631,37240,
58417,6838,5546,
43111,27642,22633,
15078,66153,59357,
45498,27497,20265,
72941,6929,7924,
56522,6257,5188,
41590,44108,38574,
48277,21896,17329,
57760,6287,5204,
43346,38827,33561,
4031,87523,81502,
26074,58337,53317,
9252,81966,74435,
19490,66029,61547,
25666,67483,59067,
60528,38082,31103,
41911,22192,18413,
43955,20737,15874,
48475,24786,21490,
21785,52631,48779,
68658,5281,4754,
28010,58695,48523,
60476,17063,13214,
14330,67976,62059,
11577,72986,77290,
6980,74998,69925,
423,86444,89633,
9353,291580,145464,
23039,55975,51718,
22654,56918,58705,
27426,53985,49571,
62632,6851,6407,
28831,47628,42488,
18566,57713,54453,
51554,14690,11437,
29327,44920,41447,
9708,74416,71126,
20054,59770,54767,
15876,63963,57760,
16070,66992,61748,
18860,62380,56313,
56785,8415,6122,
7757,76415,72915,
58252,4160,2707,
9220,141180,74370,
45449,24853,21382,
56843,8476,7269,
30087,46205,42029,
38041,35539,32361,
16425,66663,58698,
36357,35842,31437,
7043,79241,74834,
20900,58238,53358,
47934,20978,16308,
12292,76241,70878,
16334,73623,69378,
52752,12087,9096,
45333,25319,21116,
27652,50069,45838,
36715,60856,51932,
51414,17192,14035,
19048,80018,76086,
18278,64865,58463,
26203,51349,45886,
26040,50072,44654,
45010,27661,20324,
55154,11462,8465,
5376,78768,74083,
45485,26937,21539,
24955,61513,56139,
6615,101190,89120,
25397,70419,58511,
71175,9788,7286,
435,85365,80167,
26203,51726,49934,
62570,1080,894,
34214,41014,35917,
45729,23299,18426,
10442,71816,70938,
67537,4374,3319,
9099,87582,72698,
569,101741,90742,
31072,43193,38622,
16195,65088,61244,
54057,11280,8476,
58500,8904,6981,
31384,60761,55158,
56159,10198,8315,
18450,64909,59471,
63287,8606,4242,
46691,26184,22140,
24246,58933,69696,
21351,72441,66398,
13764,65773,60189,
4801,81382,74337,
10430,78197,73165,
45828,36215,31214,
51753,14321,11504,
12404,72391,67274,
5059,80574,75574,
24063,53591,48312,
33899,40715,36727,
18696,59064,56148,
40687,38212,32981,
14242,69360,65640,
42920,29061,24263,
30077,44950,40295,
52752,21680,17107,
60714,4031,3165,
58922,5815,5279,
8590,74012,69283,
44021,28021,25689,
29069,46092,41271,
19228,60567,57004,
6858,74730,70702,
52607,13227,10514,
2937,85586,77252,
14638,72440,68810,
42147,26946,23253,
61931,2535,1912,
39565,35550,30728,
13435,71377,63257,
20687,56106,52414,
47636,21380,17954,
58026,7067,5496,
55192,15632,12517,
19389,58657,59154,
23483,101453,93030,
7843,79490,76575,
8464,75818,70514,
21857,55323,55537,
18568,62253,56605,
38170,34621,33083,
53139,21263,15752,
50084,17267,13878,
15070,145070,100558,
45481,27509,22581,
37065,37504,32246,
58016,31864,27046,
7633,76043,76544,
39673,40749,35296,
46613,25560,21116,
52590,17618,14075,
33655,40885,36219,
47592,29366,26839,
47554,22978,18715,
27527,51822,46964,
5934,79942,75157,
8113,75522,70784,
66979,13044,10225,
29773,47262,41336,
58017,4411,3799,
9360,73902,69842,
19598,57484,52734,
39472,32942,31918,
28742,52317,48784,
43202,27430,22825,
17259,63901,60411,
9930,73905,68800,
31257,43661,42503,
39651,32860,28539,
16487,61375,57263,
10997,72421,66709,
47626,21794,17889,
2914,83322,75010,
51426,17056,14306,
53306,14075,10389,
2934,80232,77595,
39042,38330,33082,
14163,71069,67015,
13726,68391,80772,
49950,23327,18923,
47047,27040,22120,
14473,67686,63731,
3444,82742,79878,
23352,61758,55800,
33513,39102,35754,
10540,71693,65081,
60290,5090,4593,
22055,60341,55329,
64921,6287,4889,
28063,54639,49358,
33705,56915,51117,
9699,73862,67621,
2587,84834,82003,
12682,76456,69674,
48856,18922,15205,
18842,59368,55287,
52246,14944,12880,
64288,2553,919,
6805,77574,75313,
26777,50235,45506,
3094,98072,93167,
38913,34714,29369,
28715,47512,42837,
12388,75274,67672,
29560,53837,45237,
3286,79942,76691,
21510,58584,52800,
29140,49189,45668,
24999,52306,47461,
50663,18076,16850,
11082,72386,68666,
57854,6203,4956,
50453,20693,16726,
38726,36203,31089,
57966,8433,6667,
1973,84280,79677,
3349,92092,89795,
56641,4562,2901,
7442,81264,74833,
16845,75910,70537,
61022,931,346,
5172,81892,76948,
19960,57396,52839,
35581,45300,40124,
13471,66303,65601,
25439,69609,69025,
48428,20965,16944,
16217,63487,57862,
8174,77597,68867,
15632,66460,61860,
49392,18858,15523,
60860,1760,806,
15706,64456,60886,
18765,70934,62834,
36012,37019,31926,
17017,65304,66203,
34446,37896,36573,
8156,81075,75435,
31714,44327,39408,
7241,76901,74190,
22272,146482,149956,
36062,37816,33030,
3042,85996,84311,
5541,78578,74035,
16867,60938,57779,
6077,76036,73216,
49262,29839,21356,
46866,21445,18341,
2741,93459,87810,
844,87829,83541,
16686,69993,68641,
44065,26427,26085,
40669,37308,36000,
29548,45419,40274,
769,89670,81011,
54160,13238,10674,
66959,6332,4840,
51743,22829,19093,
56395,11138,8708,
7649,88165,81993,
1889,84142,80652,
6776,75409,71260,
2148,87653,79996,
23725,54643,50882,
29548,46997,44538,
5305,77808,74092,
10165,73077,69652,
30385,49401,43244,
3584,81737,76487,
56645,7508,5326,
57835,6391,5571,
11265,71796,69141,
59693,5562,3639,
8908,74551,68361,
34536,82520,61803,
54253,10999,9519,
23707,65049,62359,
53166,25403,23566,
72346,2058,956,
56173,9128,7080,
38963,30969,26525,
60583,9914,7529,
56606,4823,3973,
3793,81227,76541,
52356,22814,18555,
3097,89352,84103,
31590,50324,49219,
6989,86100,79665,
29915,67865,57360,
10991,71078,65486,
55220,20210,15876,
54691,5928,4731,
6254,78736,74449,
13749,65257,60500,
58757,3045,1974,
65186,7262,5913,
53317,17684,14240,
27142,52238,47680,
35927,37959,33664,
35839,59983,56758,
59738,1257,726,
11602,70396,64697,
57695,11963,9710,
42998,34387,28976,
48301,19960,19102,
30157,46757,40828,
1066,95081,79032,
50888,17717,14876,
55716,7766,6465,
18779,71331,70410,
37235,45577,38459,
41499,37091,32605,
20879,64221,60026,
22241,54704,49479,
28705,45922,42605,
26444,51020,61175,
17187,65231,65373,
50313,20578,20641,
48087,32262,27101,
26989,49332,45749,
36051,37949,32768,
44062,24879,20945,
26202,51262,45565,
49609,20745,17727,
26448,48841,45254,
55294,21153,17380,
48194,21284,41555,
66258,1918,1622,
30599,43306,38839,
23478,60179,51597,
41366,28903,24715,
27875,47635,43327,
40233,42176,36533,
21967,59643,56133,
9299,90615,82178,
3904,79019,84291,
42986,26867,22536,
61178,6137,4831,
36893,53507,49852,
32323,40931,35832,
13581,70004,69075,
45063,25528,20725,
49438,36370,31774,
23269,53948,49317,
19194,79349,67120,
27262,50783,45768,
44505,26892,22737,
53094,12173,12838,
39052,32382,30564,
13396,71360,66630,
32551,45751,41551,
26733,50619,46306,
25514,52496,45076,
29008,63753,57713,
54470,10345,9569,
49139,22379,18188,
16646,63973,59246,
34416,40944,37211,
15811,66400,60430,
6004,81225,77750,
35193,41129,35644,
13157,72595,67736,
52610,16014,12884,
38711,35948,32058,
45041,31128,25827,
49672,18429,14923,
46663,26408,21492,
59931,3182,2708,
24394,69675,58129,
7173,74852,69802,
13232,66727,61341,
19820,59679,56334,
15110,66507,60847,
968,85693,81880,
48409,22319,29104,
60514,551,378,
14345,71636,67605,
33066,48879,44591,
53968,35585,31745,
58515,19307,17237,
11068,70768,65101,
59634,12206,6854,
54105,12689,14250,
66888,3311,3348,
6779,79846,83636,
41167,32038,26770,
23759,56444,51523,
17562,64819,61213,
59145,3818,2904,
29652,48482,44864,
34012,40555,35518,
41960,30111,25241,
19666,62814,59244,
8021,77178,70974,
11051,73264,74259,
1724,82347,95785,
59397,4794,4119,
21027,55497,52982,
11768,70626,65720,
6165,81479,73855,
52440,17935,13865,
4701,143720,130579,
17995,63281,55919,
5129,80481,76330,
24490,54454,49381,
