Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
24234,69,25,
25225,39,35,
25151,24,24,
26262,41,26,
25020,42,36,
25004,39,24,
25392,40,34,
24420,37,45,
24376,30,35,
26206,38,34,
26074,39,24,
25115,41,25,
29017,25,25,
27394,45,27,
24955,40,23,
28665,44,25,
25999,47,24,
30929,42,25,
25070,25,23,
28522,53,35,
24817,41,22,
25473,40,23,
24703,35,22,
24668,28,22,
25654,29,22,
26470,29,21,
25004,26,21,
25935,39,32,
25502,37,23,
25069,24,34,
25194,28,21,
25096,43,34,
25447,41,27,
24506,37,32,
26485,40,23,
25014,42,33,
25017,27,34,
25992,29,22,
24924,36,31,
24798,38,46,
24969,24,22,
24909,36,22,
24933,47,35,
26973,53,21,
26070,41,23,
25829,37,21,
25529,37,31,
27880,28,35,
25092,43,22,
24896,39,21,
24935,27,21,
24331,25,22,
25479,36,21,
26833,26,23,
25116,35,19,
27697,41,22,
27656,37,20,
25906,67,53,
25692,42,22,
27434,28,34,
27876,31,22,
25751,42,23,
29031,42,45,
26919,39,23,
44813,53,26,
25544,29,21,
25342,27,22,
26382,32,36,
30563,39,22,
27299,36,22,
25170,35,22,
24905,39,20,
25024,27,20,
24903,28,35,
27470,44,24,
24997,37,35,
25077,26,21,
24992,27,22,
24848,37,35,
24542,53,21,
24909,40,21,
25386,58,23,
25314,39,22,
24582,26,46,
26352,26,21,
24952,41,21,
25575,43,22,
26116,40,23,
27607,29,21,
24953,29,21,
26126,39,22,
26350,38,24,
25899,42,23,
25569,57,22,
26676,144,21,
25520,26,21,
25695,40,20,
24935,39,22,
25292,38,21,
25731,38,23,
27475,43,26,
24962,45,22,
25323,28,20,
25652,26,22,
25637,27,21,
25706,28,23,
29529,29,26,
24890,25,33,
24965,27,23,
25006,27,22,
25078,42,34,
24681,43,20,
25053,27,46,
32665,29,23,
25415,48,21,
29429,53,23,
25048,44,20,
29118,41,31,
26383,42,24,
25244,29,32,
25157,40,22,
24964,40,20,
24985,27,21,
27964,36,20,
24910,41,21,
25033,26,22,
24927,40,20,
26660,51,21,
25297,38,35,
24945,55,23,
25162,34,22,
25936,34,35,
26786,30,22,
30981,31,33,
27575,42,26,
25343,26,35,
25140,39,22,
25652,45,21,
25695,28,22,
26106,31,34,
26362,44,22,
25669,27,23,
25171,28,23,
25045,41,22,
25094,29,22,
24930,26,23,
25053,44,31,
28551,43,25,
25098,27,24,
27380,29,24,
24839,45,22,
25155,53,21,
24967,40,31,
25271,40,21,
25061,38,22,
29528,28,22,
25224,38,20,
30963,39,20,
24954,44,21,
25993,40,22,
25405,34,22,
24911,33,21,
25036,38,21,
25127,38,21,
25303,39,21,
25048,132,29,
25031,38,23,
25204,36,22,
25251,26,21,
25084,39,22,
25069,38,20,
25029,48,36,
25458,38,23,
24947,38,22,
25203,28,22,
25708,25,33,
29112,29,38,
25201,28,30,
25089,35,21,
26079,38,21,
25815,27,26,
24946,25,21,
25086,41,22,
25293,33,21,
25537,29,31,
27480,29,24,
24908,48,20,
25200,52,23,
25653,42,22,
25885,32,31,
26027,29,23,
25611,45,22,
27775,27,22,
24965,39,22,
27313,28,20,
24909,40,22,
24768,26,22,
24873,43,20,
24916,35,21,
25186,41,21,
25101,42,21,
24883,52,22,
25919,26,20,
27107,37,23,
25733,30,22,
25027,40,21,
24925,38,21,
25999,28,35,
28124,42,24,
26926,31,21,
25445,25,21,
25990,27,35,
25297,41,22,
25067,39,23,
28231,29,21,
27463,41,37,
25003,28,23,
24886,27,22,
25134,43,24,
26952,42,21,
24970,46,22,
25378,26,20,
26357,37,22,
27605,61,24,
25074,39,21,
25092,40,20,
25399,40,23,
25184,28,23,
26559,29,20,
24781,38,22,
27077,29,22,
24979,37,21,
24806,32,24,
25012,43,32,
24962,41,21,
25927,40,23,
25777,37,21,
25555,57,21,
26604,28,23,
25960,38,61,
25939,48,23,
25075,38,31,
25298,37,27,
25210,49,21,
27065,40,22,
29327,40,24,
25351,26,21,
25677,30,33,
25942,29,22,
29342,60,25,
26126,29,20,
24828,41,21,
25160,27,22,
24973,27,23,
25093,43,22,
24878,38,23,
24859,41,20,
24827,25,22,
24948,47,23,
24877,52,22,
28117,44,23,
25179,40,22,
25528,40,25,
26412,27,30,
24980,40,21,
24809,40,23,
25090,27,22,
24935,39,23,
29929,35,21,
28794,27,21,
24934,37,20,
24992,37,23,
26973,37,22,
24945,55,21,
25215,33,21,
25273,35,22,
