Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
104839,43,90,
105203,112,106,
102817,126,32,
107272,321,38,
108064,142,39,
122525,143,61,
112481,146,32,
111951,74,34,
100296,68,136,
121583,141,42,
101848,83,56,
140525,66,42,
101725,142,38,
106718,134,51,
102529,136,40,
113269,147,59,
99057,148,69,
112215,147,39,
107557,123,41,
102059,76,41,
128252,78,38,
133934,91,33,
110548,83,56,
103250,80,56,
100954,78,63,
113843,75,69,
104212,56,80,
109026,102,68,
109012,158,139,
100182,122,57,
111060,131,41,
112251,118,33,
173048,273,247,
96859,187,126,
137232,106,81,
134168,149,132,
110906,108,75,
99052,122,47,
108231,125,111,
108468,183,132,
118043,122,125,
120756,194,65,
104335,151,55,
106491,171,64,
103636,312,60,
97270,158,39,
135413,177,51,
111315,170,44,
102883,161,42,
100355,145,45,
98100,173,58,
116609,176,63,
139473,132,44,
114627,156,115,
101915,149,55,
101602,137,56,
104346,146,54,
107386,160,64,
112631,168,45,
106609,170,61,
127836,172,38,
111147,181,44,
113374,160,61,
114382,129,55,
105667,139,48,
108608,126,44,
127254,133,57,
102583,159,56,
119198,7442,47,
117829,147,55,
101549,142,41,
107160,139,50,
130102,125,66,
102800,123,60,
110048,85,66,
129827,139,50,
142962,108,43,
115547,126,43,
103175,138,56,
117308,133,43,
164503,144,111,
98971,142,43,
99590,136,42,
103050,138,46,
108057,135,39,
118663,136,63,
110785,132,40,
103753,125,55,
103313,135,58,
103719,130,54,
103280,128,58,
110295,140,70,
119668,128,60,
103491,138,58,
100733,131,54,
97730,142,48,
102180,144,74,
102892,178,44,
100701,136,117,
91316,79,135,
92283,114,131,
107219,153,77,
90040,110,73,
93573,200,63,
93766,177,61,
96769,109,58,
97615,136,61,
99789,116,62,
107194,138,60,
99938,133,45,
98653,127,32,
143034,150,114,
97469,138,74,
103879,122,65,
100809,83,41,
97345,133,50,
100008,87,62,
97574,83,43,
99767,108,86,
97710,91,70,
106123,106,65,
99976,139,30,
108716,142,65,
97670,150,92,
96079,124,120,
102022,139,71,
97638,137,29,
96311,111,53,
97375,119,96,
95911,81,68,
98370,74,61,
117651,116,25,
105672,110,55,
97390,95,70,
100159,76,61,
96969,108,65,
97905,59,27,
122001,163,53,
104654,110,78,
99855,79,61,
117733,134,74,
113546,88,47,
98562,121,52,
122686,114,101,
103401,95,78,
99257,145,36,
123670,123,51,
99034,139,135,
117151,313,95,
101709,138,68,
103571,5607,128,
109100,147,28,
101687,157,61,
123561,133,109,
100058,135,69,
98653,140,31,
103015,139,33,
98695,126,34,
98674,137,103,
97410,130,121,
100646,146,40,
128090,127,27,
98386,138,35,
111650,145,100,
96709,137,71,
113326,122,43,
103460,138,41,
100566,133,36,
97871,131,90,
98703,112,68,
98512,112,53,
102624,115,33,
117797,128,33,
96618,134,119,
98610,123,69,
100825,135,51,
114562,129,25,
98612,131,36,
96582,136,75,
98535,139,68,
96415,146,35,
101095,139,29,
97282,138,36,
97291,124,70,
99300,98,90,
129293,150,76,
106133,101,89,
122421,458,52,
99341,140,73,
96313,135,66,
99285,138,54,
98535,126,116,
99239,134,55,
139361,118,104,
99023,135,60,
110366,1258,80,
101551,138,30,
99443,136,53,
102653,137,74,
99932,137,67,
99632,142,59,
119250,101,43,
96983,118,52,
98997,128,74,
97710,136,59,
102771,115,53,
100343,123,44,
97700,132,39,
104738,145,77,
127399,133,70,
100060,138,37,
104572,119,31,
99816,153,37,
122603,133,117,
104371,143,68,
99602,134,34,
97815,122,25,
110684,144,34,
106371,135,103,
97722,138,73,
111295,137,66,
98044,101,42,
99216,139,53,
97789,129,29,
102009,68,44,
104082,124,98,
100520,138,38,
97597,129,61,
99999,147,30,
117622,138,60,
101205,884,54,
97634,138,31,
112345,137,69,
98097,136,116,
127560,130,105,
99663,108,113,
99224,137,59,
106248,143,40,
118987,177,41,
98369,224,81,
105117,147,97,
102459,132,62,
99991,140,25,
99321,129,163,
97027,131,38,
101246,119,34,
98772,143,83,
105508,473,40,
99788,143,38,
102831,144,31,
111940,123,62,
98228,139,36,
146711,129,42,
98543,130,96,
95944,123,37,
98328,144,35,
104553,130,25,
100184,134,62,
96208,143,36,
97331,144,28,
103785,137,86,
97365,136,34,
101310,387,41,
101025,133,30,
95356,132,60,
98154,138,109,
97668,138,120,
97314,132,162,
142065,136,56,
100565,464,53,
101606,294,28,
96896,205,117,
111067,140,48,
102802,98,90,
99292,125,80,
99471,136,54,
98842,134,52,
101230,227,29,
98856,137,116,
98542,127,120,
98166,136,43,
97709,132,110,
95231,138,52,
98242,139,53,
104793,137,33,
98173,138,65,
98492,137,117,
100109,135,120,
131428,127,82,
96151,125,136,
98742,120,44,
97750,136,25,
98253,136,63,
101229,134,122,
99409,140,28,
106949,92,72,
99114,140,55,
101061,115,56,
101078,140,50,
101265,111,62,
107227,367,38,
99247,113,29,
99323,101,88,
132324,134,35,
97470,148,43,
122849,121,33,
99658,135,61,
99201,139,35,
99917,132,29,
104128,139,72,
98855,138,47,
96873,132,43,
102405,382,29,
98835,125,68,
118786,142,109,
102445,137,118,
99743,139,61,
101204,149,28,
106171,120,98,
102513,121,98,
97545,126,40,
99035,143,31,
98055,114,38,
99538,143,35,
99822,131,29,
99845,140,45,
106870,147,37,
99582,130,29,
97545,132,44,
99923,133,34,
102072,264,30,
96392,132,52,
101144,139,64,
102615,119,42,
107441,134,55,
110361,156,75,
102346,134,44,
100158,138,34,
106030,131,34,
101476,121,33,
100236,124,36,
99836,128,50,
101818,139,41,
99821,149,36,
97604,117,85,
99456,99,74,
102136,133,57,
99119,151,34,
103115,133,29,
101529,136,36,
97650,212,41,
99588,126,33,
101691,133,52,
98198,136,50,
102254,131,26,
98926,146,41,
100087,135,36,
99319,130,29,
97106,133,39,
96039,142,76,
99587,139,33,
109312,153,45,
101559,133,47,
104816,107,90,
126949,146,36,
94862,140,41,
130062,131,35,
104042,127,35,
104613,124,121,
99058,114,25,
95133,113,69,
99486,129,53,
99946,111,25,
100041,134,40,
103258,136,33,
104064,123,32,
100011,139,35,
111708,124,53,
103468,140,30,
99985,142,52,
97708,138,49,
114450,142,32,
100177,125,43,
96526,144,43,
100449,135,37,
101304,139,118,
100131,138,37,
99677,206,23,
99728,136,34,
101943,149,34,
99531,129,34,
100133,124,36,
102527,138,35,
111381,127,31,
100160,134,49,
106426,124,56,
107216,110,30,
98543,124,34,
97374,134,33,
102604,127,93,
97285,138,62,
130081,239,36,
97756,124,29,
99730,145,35,
100026,126,35,
110803,115,29,
102150,138,39,
99192,134,33,
98992,123,26,
100476,139,34,
126895,187,287,
99684,133,33,
116473,137,51,
98853,138,36,
119343,139,30,
123447,125,48,
98077,137,61,
102955,126,27,
104664,140,42,
99595,247,34,
98398,124,32,
97092,137,35,
99943,138,51,
101822,139,31,
96339,129,44,
96951,142,121,
109913,134,68,
100983,243,63,
99986,235,51,
99705,158,30,
97908,245,51,
101889,232,71,
99761,153,48,
99531,107,57,
101938,245,52,
101398,184,40,
136358,140,65,
96274,127,32,
100082,135,43,
96631,136,40,
118480,550,40,
99776,153,33,
112398,140,41,
96246,138,57,
100224,187,25,
99923,218,26,
97044,218,60,
100577,186,44,
110252,224,42,
98874,229,39,
122748,188,43,
106733,141,35,
99590,259,37,
99169,139,42,
98345,139,40,
99430,144,39,
102072,137,45,
99682,219,39,
96857,234,35,
94887,159,27,
100105,127,32,
99621,232,28,
100975,159,42,
98379,249,47,
102418,234,45,
102314,178,42,
100005,138,36,
97502,219,63,
115054,135,30,
99883,302,44,
103884,234,31,
103660,197,29,
102404,140,68,
120756,197,38,
109967,146,42,
110820,130,52,
103425,139,43,
100095,185,32,
123785,149,55,
96512,187,38,
106937,191,114,
139236,220,42,
98011,212,38,
99768,135,32,
103462,143,59,
98579,310,64,
100184,198,42,
100171,127,54,
105757,134,68,
99810,131,32,
99824,140,53,
109887,127,53,
98048,130,28,
99191,133,36,
100142,138,29,
99620,157,43,
102427,225,45,
101007,230,38,
102371,86,42,
100085,231,40,
102485,145,38,
98582,131,32,
105542,179,60,
96370,137,50,
99856,89,30,
101903,114,56,
165287,198,191,
158285,201,139,
106960,149,95,
96000,157,60,
119707,73,34,
104630,137,133,
132201,140,57,
99653,132,38,
99684,226,40,
98766,211,74,
98939,161,44,
96463,124,57,
101674,222,70,
98645,147,36,
106284,140,39,
101891,138,52,
112385,130,37,
107602,238,53,
105627,105,45,
101510,133,32,
102477,125,66,
98780,111,36,
98354,118,104,
101691,112,40,
102378,119,35,
118503,132,32,
104178,137,38,
99829,132,31,
99390,122,30,
101366,168,36,
99613,219,53,
99696,130,31,
98464,132,39,
98957,118,36,
99552,184,30,
97728,217,46,
100079,154,33,
101769,135,31,
100015,149,63,
97668,193,50,
102468,146,25,
100855,234,62,
99309,214,120,
144336,135,116,
100319,223,36,
97278,214,32,
99979,179,30,
101491,213,53,
99777,218,51,
98533,182,30,
107100,198,37,
94061,232,38,
105987,140,31,
117542,227,58,
131955,208,38,
107762,137,28,
100075,138,51,
101252,134,48,
130644,140,35,
99837,151,63,
100190,142,53,
109713,147,26,
101359,159,36,
99063,161,38,
100325,139,30,
111616,146,45,
106531,149,56,
96632,155,26,
97161,155,52,
118820,190,41,
99378,124,31,
101006,150,46,
122153,162,58,
101595,125,32,
99333,474,44,
97365,143,50,
99930,148,31,
99563,169,127,
97641,141,76,
101387,125,29,
100074,152,129,
100662,157,52,
100069,143,30,
97326,140,42,
99311,152,121,
100540,98,30,
97541,149,38,
97487,146,40,
101930,144,30,
99656,124,63,
97237,189,110,
98714,161,31,
102508,143,55,
99840,143,34,
98248,147,31,
103069,182,76,
162390,222,50,
98107,162,43,
142882,152,32,
106986,167,63,
108448,186,42,
120942,207,62,
96701,139,28,
114666,142,35,
112703,170,62,
117008,130,30,
119511,144,45,
156643,161,44,
155965,140,44,
112615,142,64,
155651,140,39,
100403,201,24,
101482,203,114,
100688,188,46,
100346,181,59,
97563,177,42,
100492,208,39,
100092,147,38,
100132,169,29,
100046,156,86,
100577,146,53,
95549,129,68,
100099,156,29,
96352,163,38,
97798,134,56,
104354,148,35,
98323,136,86,
100824,163,41,
97926,139,94,
99064,149,66,
99241,141,54,
126757,163,307,
96855,93,92,
124590,212,149,
97959,186,34,
102963,93,98,
123155,191,53,
150559,190,56,
107195,188,31,
104296,198,45,
97976,196,53,
100740,144,28,
96008,153,91,
100842,145,54,
98441,165,51,
122046,141,48,
107828,166,36,
99035,157,40,
96993,159,31,
96568,142,139,
96688,99,75,
97409,136,50,
103933,151,33,
97348,148,45,
96000,142,32,
97656,515,87,
99744,110,84,
97659,108,78,
104216,143,53,
97578,137,25,
98378,132,47,
101866,150,46,
178836,171,31,
97017,139,93,
98112,146,34,
112142,145,37,
110888,166,31,
100597,154,41,
96612,119,53,
102582,138,40,
96934,162,85,
99219,159,59,
99134,136,59,
107198,188,31,
100757,122,44,
99186,153,51,
109938,160,42,
96342,148,78,
106940,135,97,
98318,150,53,
99212,150,43,
135585,156,38,
99086,119,53,
116597,145,42,
106711,130,88,
112524,138,63,
101780,95,54,
104586,160,28,
98003,159,47,
103719,113,74,
102296,150,23,
106966,154,78,
99660,142,52,
99257,147,58,
99606,146,27,
107622,141,47,
110636,238,126,
102185,153,46,
99419,147,59,
113873,464,37,
107431,148,40,
100309,134,44,
99126,156,57,
159168,143,52,
97223,134,43,
102270,140,131,
104926,148,130,
104606,158,53,
103633,148,53,
99434,141,52,
102650,115,38,
96743,224,61,
107445,169,103,
103363,140,32,
100145,130,30,
108087,152,51,
100020,131,42,
99579,151,40,
106922,181,59,
149872,142,134,
101236,149,53,
98772,145,50,
101701,145,43,
116297,97,56,
112046,146,40,
96460,108,33,
96922,103,38,
103585,130,55,
108521,150,32,
100343,135,132,
96999,328,32,
111631,141,34,
97499,129,50,
112860,144,48,
119372,418,35,
104970,138,35,
107249,141,50,
102183,158,111,
99753,152,50,
102321,144,53,
117093,148,32,
97767,122,64,
108207,205,143,
118920,141,99,
132532,105,120,
104394,110,79,
97640,141,30,
99780,139,56,
99917,138,53,
101899,144,31,
101900,145,52,
120482,135,45,
109651,134,34,
102378,140,122,
136318,196,82,
101320,147,25,
100691,136,43,
100395,148,43,
99631,153,29,
106446,145,40,
97040,143,55,
109274,125,32,
102054,145,54,
108845,143,40,
96804,157,29,
113317,150,52,
164165,134,66,
102438,151,31,
99199,140,51,
97747,134,43,
101389,168,31,
109972,147,59,
105110,136,37,
99948,160,27,
101048,141,57,
105265,225,64,
99593,132,91,
95084,102,50,
106584,138,54,
102399,130,43,
98216,147,35,
117357,151,54,
96384,148,32,
99549,144,35,
106602,126,126,
100054,147,32,
108148,150,51,
131837,134,54,
138190,153,124,
100735,221,119,
127406,1354,791,
108738,129,89,
103936,138,111,
105534,139,53,
98713,148,32,
96840,129,62,
98823,136,61,
102438,154,30,
103009,135,64,
101471,138,35,
102279,147,33,
101206,142,36,
94229,139,121,
99881,150,117,
99647,143,37,
104663,123,46,
110836,157,26,
112370,142,116,
104369,123,46,
102378,141,109,
107945,195,69,
105244,138,57,
98681,140,29,
114878,125,34,
101173,141,40,
98797,109,84,
98099,432,82,
153947,106,65,
99333,126,30,
97837,148,58,
109495,151,69,
97790,154,123,
99840,441,32,
101937,148,37,
98601,145,119,
99612,141,43,
99249,137,57,
98181,140,27,
103304,174,29,
99879,137,63,
99567,138,29,
101855,131,54,
109137,151,52,
99095,138,30,
96703,142,33,
128734,119,54,
102717,119,30,
97531,157,60,
99993,150,59,
98907,138,31,
103436,103,86,
118111,192,41,
98399,143,87,
133688,245,33,
121952,147,31,
100182,185,32,
109388,404,51,
93909,189,39,
101139,188,120,
96791,251,41,
100930,224,48,
100059,239,30,
102027,143,41,
102553,154,41,
107429,188,31,
102832,211,39,
104815,225,26,
100083,187,31,
99165,218,52,
102316,215,36,
102497,197,34,
105426,243,35,
104843,204,37,
102429,199,34,
101069,232,120,
129797,138,28,
98457,194,35,
100113,231,35,
101766,201,36,
133151,205,90,
104771,227,76,
115674,142,52,
166666,149,32,
102304,459,34,
97678,137,34,
100177,236,31,
101782,503,49,
99375,150,59,
99460,128,33,
146208,129,70,
97731,126,53,
102314,137,33,
98304,120,70,
102406,411,65,
101613,161,30,
97858,143,51,
101884,131,53,
99447,152,35,
108009,142,36,
102121,192,36,
102308,154,28,
111582,133,68,
97385,158,67,
99583,150,30,
116999,146,59,
99838,167,70,
111446,116,76,
105421,138,50,
102141,153,52,
96828,150,31,
114887,153,54,
106651,154,52,
101312,157,31,
99870,126,52,
96515,106,63,
97586,109,33,
123956,111,58,
97646,125,49,
99603,152,32,
97825,140,111,
133283,137,62,
100098,162,27,
99955,141,33,
102547,147,36,
114563,141,30,
102794,137,38,
99059,146,43,
99974,157,33,
112070,141,55,
100316,140,51,
101222,143,32,
104768,142,31,
101303,147,64,
102327,160,26,
98907,178,50,
102058,173,77,
101163,149,31,
99930,125,57,
99309,194,58,
102221,142,31,
108534,145,52,
100024,147,42,
102362,147,29,
100283,138,39,
101575,155,34,
100059,150,29,
105344,180,55,
99949,478,40,
97238,110,30,
102383,167,52,
99136,292,34,
102018,148,27,
101974,156,54,
109313,130,120,
96869,153,33,
100015,151,38,
99307,167,34,
106746,114,34,
110615,182,39,
97838,188,34,
98614,130,98,
100503,108,36,
97290,124,98,
109769,152,34,
100111,128,125,
104061,125,34,
99077,146,33,
100176,154,34,
97762,140,31,
101669,187,37,
99674,353,64,
100185,145,72,
99615,142,32,
101082,153,53,
98258,154,52,
97275,147,27,
99052,154,53,
100908,138,35,
170649,236,26,
99541,163,47,
100095,142,38,
107633,150,27,
102520,142,70,
100422,153,61,
98111,119,84,
141927,114,82,
102423,124,118,
101192,125,41,
110374,120,80,
137091,154,113,
93248,106,84,
104398,139,122,
101535,149,93,
106557,176,63,
98739,132,36,
97813,147,33,
142095,137,38,
98287,157,37,
114233,145,33,
111869,318,77,
99119,150,44,
100929,147,92,
94960,181,118,
101135,144,37,
