Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
4733,3551,3970,
1604,4660,4878,
2098,4662,4653,
1716,4972,5105,
4075,1618,1402,
807,5282,5284,
2075,4086,4244,
1978,4585,4307,
1258,4933,5311,
1003,5533,5644,
3879,1924,1354,
2797,3533,3543,
288,6389,6569,
4418,1247,1375,
2209,6591,4357,
3085,3368,2862,
1039,5801,5402,
4863,1507,1305,
1735,4754,4828,
1989,5086,4723,
1752,5324,5604,
3988,3627,4030,
3899,2085,2210,
1277,5714,6007,
3854,2678,2580,
633,6420,6656,
147,7139,7394,
2773,3680,4348,
5080,228,284,
2838,3968,4688,
1401,5729,6489,
3431,3454,3840,
3178,3781,3950,
4661,2125,1355,
1344,5400,5851,
2740,3585,3892,
1884,4923,5558,
4558,2224,2069,
7504,1045,663,
4513,3426,3395,
3361,3248,2805,
2647,4553,4160,
2210,5665,5382,
3340,4019,4128,
569,6926,6467,
212,7402,7499,
1566,5771,5950,
1582,5646,5197,
5996,2334,2421,
4407,2222,1765,
2107,4944,5143,
3666,2946,2727,
506,6781,6901,
4843,4112,4842,
3942,2930,3135,
3998,2886,2898,
596,6873,6802,
295,6526,7346,
2698,5463,4035,
1902,6971,5614,
3096,4260,4072,
5047,1229,922,
4820,331,414,
1333,5319,5360,
3850,4354,4267,
2678,4616,4543,
6676,737,886,
800,5885,6438,
4380,1602,1220,
855,6245,7092,
329,6461,7035,
111,6719,7297,
2647,4800,4449,
4259,1679,2318,
735,6556,6676,
3783,2697,2818,
4283,4432,4549,
4069,4626,4082,
33,6874,6951,
918,6555,6088,
2702,5105,5121,
286,6495,7244,
1104,6398,6057,
3017,3357,3927,
3231,3770,3462,
3645,2303,2301,
1594,5972,6268,
1129,5931,5661,
1056,6163,5677,
2319,4084,4694,
5238,540,580,
1533,5042,5157,
1110,5552,5554,
1209,6428,6594,
4806,416,534,
3951,2650,2810,
578,6339,7001,
354,6756,6960,
4053,3140,2161,
4339,1424,1517,
861,6892,10371,
2923,3650,3271,
4344,1876,1925,
442,7010,7293,
1835,4721,5240,
788,5924,6042,
3693,3022,2629,
4466,1854,1559,
2846,3506,4088,
4023,2265,2482,
527,6337,6880,
2017,4638,4848,
1653,4819,4690,
3930,3423,3793,
4051,1549,1662,
2138,4289,4877,
2611,3696,3899,
178,6870,7344,
4692,292,303,
4668,1232,1246,
748,5817,5930,
4205,1389,1568,
2569,3814,3995,
111,6535,6774,
5298,702,725,
1364,5865,5988,
2399,4222,4930,
2892,3627,3737,
2510,5740,5229,
4817,1501,1512,
4708,1529,636,
768,6938,7095,
4063,2781,2576,
3555,2895,3572,
4039,2600,2819,
2374,4834,4501,
2184,4945,5181,
4508,2280,1583,
4743,4422,4429,
452,6991,6635,
2875,3745,4439,
3402,2983,3071,
1960,5694,5527,
2296,4887,4970,
1006,6326,5973,
3087,4180,4870,
1280,6046,5875,
3028,4023,4163,
1712,5729,6018,
2148,6960,5671,
1197,6185,6475,
4385,4596,3978,
2124,4677,5036,
1712,7216,7244,
350,7590,7305,
3545,3080,3771,
344,8909,7528,
154,7320,7373,
3386,3356,3544,
620,6101,6878,
2765,3639,4300,
1481,5187,5832,
4282,1344,1426,
940,5776,6225,
1968,5027,5028,
3617,3305,3900,
2941,3886,3516,
737,6424,5965,
5732,288,197,
3219,3647,3227,
2604,3831,4450,
2171,5078,4701,
700,7706,7346,
3655,2633,2728,
366,6838,6596,
413,6947,6372,
1095,5737,5952,
2087,4404,5028,
2851,3843,4183,
2043,4691,5131,
943,6052,6047,
745,6473,6604,
3535,2473,2562,
3886,3600,2499,
2757,4181,4315,
3762,4776,4870,
3585,2956,2982,
1065,7665,6321,
2495,3875,4562,
1223,6218,5259,
1418,5714,5286,
619,6101,6306,
2541,5279,5844,
609,6592,6902,
1478,5475,5144,
3462,3132,3323,
200,6911,8324,
2487,4727,5814,
