Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
62847,85,40,
60460,81,24,
61983,58,34,
63780,47,35,
61657,56,34,
65239,50,35,
61491,54,33,
61258,51,24,
62352,61,39,
63090,41,23,
60882,49,22,
63178,45,24,
63887,56,21,
66675,59,21,
61264,48,21,
63316,66,34,
62819,53,31,
62885,49,21,
63125,62,22,
61578,44,22,
62912,125,23,
67636,46,40,
63787,43,32,
61245,49,22,
63690,49,22,
60804,51,21,
62028,39,21,
61640,50,21,
63540,42,21,
61687,39,20,
62326,51,22,
63254,51,22,
62309,28,35,
58954,51,21,
63591,44,23,
63137,46,30,
62117,50,19,
62662,54,22,
63188,46,33,
62633,55,34,
63226,46,34,
60354,46,35,
63048,43,33,
63298,36,33,
61773,49,42,
64218,49,22,
61698,38,22,
62583,53,21,
65420,34,44,
62535,46,24,
63853,76,20,
66367,51,21,
62920,52,23,
63323,70,44,
67101,124,34,
63001,49,22,
69671,50,23,
63482,45,22,
70326,42,23,
64592,57,21,
66486,48,22,
62666,47,22,
61865,51,21,
62019,52,21,
63311,54,21,
68788,65,22,
65243,48,20,
62162,48,33,
68143,52,24,
63009,133,34,
63029,44,22,
63195,48,22,
63178,43,26,
63452,45,21,
63674,37,21,
63014,45,30,
63599,48,21,
62981,69,21,
63035,47,21,
63124,54,22,
66121,48,21,
62853,52,21,
69160,43,20,
62930,80,22,
62057,42,20,
62766,52,22,
59142,44,20,
62736,63,54,
60421,46,21,
60885,46,22,
63476,50,22,
63638,49,21,
65323,66,21,
64150,90,34,
65693,107,35,
69069,122,35,
64490,48,35,
67159,52,39,
62673,58,35,
62744,51,35,
62096,43,22,
61303,52,33,
65833,54,22,
62451,45,32,
67244,47,23,
66352,48,20,
63633,46,82,
70018,47,21,
62033,44,51,
63017,188,80,
63575,50,67,
61798,51,75,
67481,105,41,
63942,49,21,
66739,95,21,
61651,112,82,
64472,47,63,
84787,118,91,
64512,51,23,
61601,132,65,
86817,55,85,
60153,48,71,
64135,52,68,
60084,57,86,
64645,93,51,
64018,63,82,
69260,44,267,
68093,103,50,
64414,47,66,
66295,55,22,
63185,84,22,
64584,164,66,
66664,49,90,
69705,36,23,
92112,42,23,
69725,53,28,
63748,157,22,
59057,114,21,
67079,51,27,
62392,48,29,
62619,44,21,
63500,48,23,
63234,48,24,
65096,51,34,
63044,41,23,
67017,48,22,
62868,33,22,
63447,52,43,
64949,54,22,
63119,45,23,
61722,44,35,
63490,54,34,
63929,44,35,
62667,46,34,
62510,44,35,
64055,45,22,
70134,1374,23,
62968,43,21,
61731,49,25,
62606,52,21,
63083,48,21,
62234,52,24,
63504,47,25,
63492,47,31,
62031,46,21,
61740,49,24,
61939,30,25,
61249,48,21,
68850,53,23,
63261,48,21,
61530,45,32,
61271,45,21,
60190,42,23,
62202,51,24,
64861,50,27,
62010,57,24,
61979,45,22,
64196,47,23,
63524,42,23,
61989,47,21,
63405,51,21,
59244,100,21,
59441,44,24,
60614,57,21,
62233,48,22,
69652,56,61,
66440,51,36,
61628,41,30,
64198,61,20,
65479,45,26,
61948,47,24,
61324,47,22,
62663,69,20,
63281,47,21,
61765,51,21,
63344,47,21,
67523,79,20,
61681,60,23,
65749,48,24,
63722,46,21,
65804,47,22,
60622,45,22,
63081,46,25,
60802,47,31,
63670,51,22,
61306,48,20,
61232,45,21,
62103,56,22,
61439,46,22,
62926,56,33,
65560,54,31,
62955,50,31,
63564,46,21,
60987,29,24,
62009,48,27,
62558,41,21,
61162,47,21,
61187,45,43,
61352,48,35,
61870,46,34,
64755,50,33,
60624,51,33,
62281,44,26,
62859,48,22,
64891,220,24,
61502,48,24,
63930,65,27,
63050,34,30,
60884,50,21,
61613,56,31,
63562,49,25,
66223,50,23,
66330,48,22,
63240,47,32,
61559,54,26,
66265,37,21,
61201,47,22,
61953,42,24,
61699,44,25,
61577,94,23,
65224,47,35,
70776,36,35,
70272,76,27,
