Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
24411,21938,16590,
31433,8878,7796,
28291,11533,9939,
25715,17139,14719,
11587,41918,39450,
37847,3022,3526,
22943,23353,22785,
26752,15922,13203,
7575,47208,44019,
31299,8801,11281,
14858,36066,34318,
6438,51778,49197,
24844,25309,21676,
3499,58022,50237,
20914,25651,22822,
32644,6615,5429,
31862,10437,9779,
6162,50995,46565,
30566,16318,12990,
31107,10645,12348,
37011,8427,7663,
18583,29533,25646,
17225,31251,28724,
5952,50413,46752,
16713,38648,36271,
23616,21022,17365,
15192,37925,33604,
9377,45524,43022,
5510,55930,52623,
20259,36146,32146,
7866,54676,53598,
13719,45078,41696,
3476,61152,59313,
20887,31988,28137,
39508,1724,1477,
18098,40947,35653,
34586,6912,5710,
26823,21291,18926,
18486,27075,23853,
23865,18334,15377,
11106,39483,36640,
14948,34635,30970,
23367,20014,17291,
12213,39909,36899,
6615,50243,47105,
23759,20411,17643,
13581,39015,36947,
27558,15209,13414,
12135,44941,40964,
19654,27456,24390,
21335,27572,24536,
15773,34039,30198,
11263,41179,38666,
34739,4140,3330,
13925,40217,34349,
19921,29026,25976,
38718,6574,7401,
7328,49632,45932,
445,63079,58625,
10248,45647,43146,
20631,26768,23572,
2222,54940,52535,
29771,11210,9152,
20739,37034,34234,
29508,12383,10322,
31803,7285,6378,
13082,38637,35507,
1645,57395,59784,
22514,24690,20853,
802,57197,56649,
35198,3476,2317,
2672,56541,51778,
33403,4890,3965,
12327,39383,39467,
27078,16628,14087,
19745,28887,26184,
8124,55548,51730,
5605,54436,50625,
5016,62515,61973,
7718,60079,55664,
11702,50306,46894,
22030,24543,25022,
2907,56856,62468,
14435,36143,32257,
7485,60295,50403,
26841,13848,12488,
25832,16016,20169,
18995,27373,25079,
29843,8621,7790,
12917,45182,37759,
18218,30486,27164,
16964,34443,31379,
21787,25982,22679,
10334,48671,45728,
25727,20488,16398,
10797,45686,40457,
31590,9352,7360,
5928,49683,47680,
33275,4596,3888,
1340,57859,53980,
8785,47015,45123,
8938,45003,41087,
23274,23559,20491,
17677,30571,32409,
13023,50772,41939,
14552,39182,35062,
25131,18606,15438,
8203,47677,46771,
4363,55957,49745,
14456,37750,35012,
15963,46023,37056,
1311,56456,52413,
5436,51676,49926,
26435,21348,14890,
9729,68185,42468,
1986,56228,54192,
14555,40607,38170,
16514,32677,30318,
29383,12472,10477,
28178,14515,11826,
25717,17298,14899,
18647,30137,26374,
1824,57865,53447,
8355,45827,42356,
15458,34783,31925,
29300,11175,8368,
19975,28800,26008,
20948,31146,24217,
35310,3554,2977,
19950,32094,26909,
25718,18307,15069,
2670,58353,57072,
838,67237,62308,
28630,14026,12221,
9376,48878,46121,
7335,50213,44908,
11115,41204,39233,
5207,50862,47056,
32310,6067,5059,
34774,3673,3392,
1050,58617,54278,
14290,48481,37694,
33732,9024,6420,
26683,15066,11984,
27501,16204,13311,
28776,21910,19471,
34802,3033,2532,
5205,51420,48391,
24959,21125,18070,
14733,38415,33714,
4238,51699,48294,
11492,41581,43534,
4070,52718,48414,
29283,11064,9455,
9790,45958,43821,
24591,22204,18503,
7298,50182,46338,
29659,12729,11086,
3858,59401,58551,
1913,58157,53738,
12378,41426,37796,
31669,8364,6282,
7966,49606,49729,
24689,24413,21230,
25214,20323,17413,
29221,11579,10257,
9827,46260,41302,
9327,45936,40999,
23023,23846,23472,
27617,14893,13443,
23980,25036,19801,
20607,29985,27656,
32383,7420,6940,
28242,23570,19802,
2745,57332,50977,
5963,52268,47632,
32096,9815,7973,
11762,44576,42200,
14549,35923,32236,
10321,43859,40576,
2042,56719,54370,
21564,23670,24113,
28769,12511,10829,
27467,15682,13991,
11489,46959,47955,
37189,4393,3276,
20780,27077,23469,
3856,53956,52398,
35841,3839,3292,
6545,49149,46950,
9358,44001,40271,
30857,12220,9956,
18388,30823,27433,
17824,31294,31186,
24033,18472,15616,
26100,32930,27690,
23182,23885,17997,
10950,41733,39249,
31251,9199,7536,
15931,43498,35245,
23965,29142,24710,
12371,39399,38194,
11209,41467,37724,
18004,31177,28852,
9043,46166,42298,
8113,48851,45467,
9288,52303,50829,
30094,10076,8526,
11816,41388,37827,
16046,41701,37856,
2426,62018,132541,
33711,4117,3308,
7813,46308,43933,
33925,4511,4340,
1257,57045,55809,
14706,41656,38262,
4282,54330,50407,
15186,44053,40727,
3902,53839,52615,
20027,26324,23351,
27938,22318,19113,
32764,5661,5219,
14477,36772,32523,
9857,45732,43455,
7599,49217,46503,
7485,46954,42353,
24863,26353,21644,
18981,28646,25495,
2475,57575,53893,
9928,49124,44478,
11336,45749,44344,
23479,31973,22342,
20258,28960,26102,
1775,55965,52237,
1495,59734,55004,
8899,46166,41603,
34639,618,539,
6225,48422,44814,
34156,3646,2878,
4911,51027,47882,
19111,28111,26616,
12952,37749,35402,
11118,43367,42728,
2032,56669,57185,
16716,40875,37284,
27202,14373,12609,
16402,34463,31347,
18620,31768,30089,
3612,52756,49637,
24272,22946,20296,
9964,44864,42680,
30731,8578,7584,
19225,28030,28348,
21352,24850,21625,
752,57535,56008,
33430,6459,5369,
26271,17880,20862,
30061,14853,12061,
29425,11423,9735,
11843,39544,37107,
23469,23963,20926,
16932,37376,30610,
30513,21412,27791,
35968,3368,2946,
32082,6147,5102,
18447,31744,31119,
14547,36720,33943,
33030,7827,6936,
534,62145,53201,
13296,38525,35276,
10860,44463,37899,
8404,55374,54481,
28853,12718,13748,
31057,9732,7969,
4571,51320,48884,
14602,39497,33261,
13188,41714,34864,
1359,57112,54069,
17948,30759,26785,
24403,19817,17073,
32074,6096,5455,
17860,31787,27781,
3516,53828,49277,
15463,34713,30695,
32150,8336,10045,
19185,29398,25983,
11806,41724,39004,
28139,13693,10680,
28957,30803,24532,
21937,24687,22065,
29178,11555,10151,
2794,54375,51055,
25025,21968,18840,
11692,43267,41919,
29097,12482,10162,
25577,18137,15198,
20577,26763,22940,
30626,14360,11454,
12058,39327,47143,
4164,56071,51592,
12793,46429,43763,
28258,14187,12405,
24374,20295,17505,
32485,5120,6619,
4857,52570,49544,
6107,51152,56161,
29744,20785,18139,
26078,18852,14189,
28166,18748,15956,
26055,18534,15689,
15240,34773,33841,
22546,23323,20134,
1975,55888,51285,
9758,42875,39252,
32026,7872,6817,
2502,60238,54102,
28138,13397,13467,
17922,39437,36835,
16124,40053,36163,
1454,56905,54060,
17579,32371,29098,
5710,51487,47775,
33575,11858,9669,
258,58118,56085,
26234,16692,14430,
16833,33466,29705,
303,59657,56707,
15932,37003,31230,
27607,18652,15310,
13608,41341,35771,
7497,46807,51847,
12406,42000,37198,
10744,41306,37573,
21301,24043,22244,
26794,25877,20793,
31261,13585,12014,
5127,54150,50842,
15427,39002,34361,
2445,57394,52424,
4639,58015,50154,
15033,50389,40289,
14183,36903,31187,
23396,26581,23859,
14205,43450,40047,
25933,19185,17075,
1997,52024,48353,
23074,19167,16113,
29076,11080,11157,
19223,31581,28585,
12850,39985,34990,
17143,32565,29138,
3031,56099,53489,
13126,38919,35510,
7701,50252,47739,
18348,34240,34772,
4377,51741,47941,
9890,45489,41663,
23251,25389,22929,
21661,25634,21816,
322,58080,54144,
15446,45311,44627,
29969,11353,9631,
8024,47270,44645,
30013,9868,8364,
33321,14676,12838,
20450,26513,26689,
17642,32582,28554,
20930,26799,26075,
20081,29764,23176,
27555,24281,19215,
4989,55030,52989,
17266,34579,30403,
28518,26604,18110,
28056,15664,13319,
3722,53366,51116,
24910,18857,15411,
34955,6643,8976,
22924,25704,23392,
4013,54139,49876,
185,63488,61457,
30863,9253,7606,
34941,189,161,
13056,40634,37802,
24607,20109,17498,
18564,31042,27745,
27869,16503,13078,
32431,10323,9122,
24834,35649,30127,
16688,35876,32840,
28911,25772,21677,
19613,29036,25443,
2474,55098,51208,
17567,32912,29705,
31451,11237,9773,
22526,23659,21412,
22178,23855,20667,
30836,8743,10691,
12755,40378,36791,
3181,55216,53931,
20944,26943,23761,
10521,47151,44823,
28606,13178,11232,
16693,33942,28892,
2411,55207,52120,
9328,47382,44547,
17874,31262,27470,
24248,30175,25280,
11565,43875,39945,
30513,9054,7798,
32395,9858,7891,
18868,31213,28160,
10247,44702,42050,
5913,58315,56452,
35406,955,421,
5906,50976,48504,
35979,96,76,
33757,4898,4705,
16740,33705,29561,
22179,37063,33858,
23825,20751,18034,
11452,42114,38332,
31862,6444,7216,
6434,49828,46774,
25894,20239,18910,
14251,42705,43830,
3801,60526,55654,
31668,8506,7670,
31309,13172,11205,
35596,13132,9586,
13378,45663,41133,
8013,52898,49569,
36256,6398,5097,
32320,13961,12439,
9884,51665,47476,
33082,15238,11659,
5375,56364,54425,
37643,2428,1449,
22990,31104,27592,
6716,54095,51594,
19852,33974,29283,
17971,37476,33842,
25738,13855,12019,
22128,26072,21798,
28090,14068,14250,
6681,48825,44323,
31178,8299,7747,
26671,18314,14913,
2217,60739,66380,
13529,38096,34419,
9865,44294,39018,
28521,16121,14207,
9744,74785,55659,
13465,39328,35190,
8087,46017,43222,
5812,58073,52117,
21306,24751,21675,
36161,5803,5824,
19927,27280,23354,
29602,18610,10386,
30329,9279,7635,
22135,28064,25844,
4646,51529,48345,
33864,2758,2974,
30784,7956,7578,
19378,32985,31495,
23129,22803,19371,
37103,3010,3170,
23891,23677,20187,
11751,40111,36242,
6052,51387,48505,
25190,20622,18610,
5781,50046,52678,
6970,48646,45835,
20563,26857,23677,
15383,35509,33042,
17721,35627,31233,
16184,32833,29426,
30208,10787,9312,
34636,4726,5763,
4288,55708,50796,
19207,30511,26997,
7205,50411,45001,
8413,47434,44088,
25509,21299,18995,
2730,55762,52342,
33392,6091,5938,
20868,27190,24435,
13537,38928,35688,
36422,4218,3882,
21220,24265,20654,
10854,54660,43129,
16618,32624,29516,
25243,20259,19177,
13949,43061,38651,
23212,26581,22056,
25023,17178,14858,
10828,42721,40501,
32914,6308,4938,
1271,57701,54770,
10570,45414,40212,
16401,33000,28979,
17040,34570,29749,
20728,25639,21830,
13080,42108,37493,
30785,10666,10255,
1005,59978,53004,
6735,51824,46897,
34888,5194,4385,
9295,45722,42284,
25450,19297,16666,
27731,14356,11699,
18711,28815,26656,
3912,55412,52312,
20703,27627,24753,
27812,13878,11381,
218,58308,55781,
31513,8966,7489,
7125,48824,46041,
154,59105,56721,
20565,25712,23157,
23442,21130,18169,
10436,43441,40822,
6175,50970,59245,
35300,1125,598,
26386,30320,25296,
17171,32778,29779,
29315,10676,11116,
29553,10258,8997,
33275,6777,5541,
28447,11855,10648,
18232,53878,35254,
34271,3346,2778,
2248,57453,52935,
14789,34947,31891,
19912,29271,24102,
14876,40905,38176,
1699,57001,53363,
19036,38406,34536,
12602,39420,35833,
24968,19908,17059,
21700,27594,28742,
1933,63132,55664,
36187,3217,2461,
24832,40379,21497,
1584,66528,64817,
27550,14419,11834,
25383,20455,17629,
4512,52673,50366,
18991,30892,29744,
23397,21245,18772,
11879,40590,38863,
22815,24767,22276,
7054,48121,46038,
4257,56741,51816,
899,58398,53672,
13967,37983,35073,
10134,42456,40018,
11718,46414,42103,
32851,8006,6187,
26436,23001,18863,
25725,18599,14644,
31007,24062,20913,
8519,49035,42527,
26244,18012,15084,
9946,47134,44398,
10491,43378,39836,
15063,35219,32393,
4302,60768,54486,
21761,27071,24521,
10314,42231,38977,
35255,9870,7363,
27710,16135,15159,
21425,24620,21319,
19384,34556,31903,
34567,10522,8853,
33453,2265,2339,
21958,22675,19017,
12997,39066,35344,
8598,44086,39949,
14177,40901,40797,
8406,50211,55763,
10067,42540,39079,
23652,25122,21623,
17429,30464,31197,
8536,48202,42276,
24669,21803,19014,
11312,46049,45179,
17512,34985,28982,
13585,38060,35350,
23360,22744,19106,
6941,48277,45044,
4120,53388,55897,
22575,25102,21698,
19260,41498,37056,
24048,20846,17318,
36106,11077,9599,
29395,13449,11236,
32546,11245,9658,
11800,40385,37326,
26527,17063,13295,
35204,2489,2712,
14715,35242,31417,
20058,44508,37207,
12365,40785,38658,
43755,3074,2674,
19043,29101,26312,
23540,20847,17975,
12560,41204,37082,
39853,3315,2498,
36390,10534,8638,
32822,14449,13636,
34230,2617,1623,
22851,25403,20540,
23802,23621,25446,
30954,17826,14024,
5512,50435,48130,
2195,83851,51359,
4018,51953,49517,
21039,24512,21760,
26902,12343,10280,
10094,42826,38852,
18419,29029,25715,
36986,9833,9658,
9943,47711,46261,
35330,2162,1525,
9691,44622,41528,
23356,22606,19975,
4853,54155,62429,
10587,47261,45018,
11913,39862,41283,
33280,3371,3020,
19187,31591,24886,
29207,11125,9384,
9331,44352,41038,
7375,47365,43342,
19046,31795,32148,
8721,46145,42895,
21177,27389,22959,
13357,37360,34428,
26541,17473,15102,
26870,21317,17486,
28961,14372,11914,
13413,42065,37596,
9785,45830,42983,
35985,65,69,
14784,36182,32634,
29479,12582,9997,
7307,46754,45615,
32175,19924,15969,
26216,16461,16731,
32548,6305,5001,
24588,21214,17728,
15941,40750,32446,
28778,13800,12265,
4935,55648,47816,
1534,57672,53927,
34301,1306,1008,
1395,57357,53441,
19047,27771,27455,
1961,55971,52986,
8618,49522,45828,
13380,38958,35556,
11252,44563,40125,
18330,29722,26571,
12738,43227,40782,
27926,13087,10747,
5929,50343,46668,
2282,58828,54072,
35862,3525,4939,
267,60463,55536,
29390,15631,12923,
17367,31132,27426,
7874,47242,44243,
27430,18498,12981,
29819,11725,9666,
26190,18879,16204,
11833,43398,39904,
7384,47540,45867,
14204,37084,33703,
499,58633,59036,
12305,41396,41546,
26230,15858,14231,
12134,39963,35549,
34759,1808,835,
24640,21336,18893,
10653,44714,41565,
3121,54957,52210,
23586,28975,24610,
402,56961,55403,
3497,60997,65831,
901,61407,57554,
5005,59229,56411,
17320,31429,27371,
12107,39983,36436,
31207,10155,9167,
31083,9059,7675,
24940,19228,19079,
2445,54762,50787,
12562,41868,38532,
23225,32741,32713,
12758,40687,36942,
1748,56367,55566,
17646,35986,33827,
35268,14904,12566,
7279,48155,45466,
14929,38053,33455,
5265,55341,49056,
27140,16222,14722,
4728,52679,49794,
38723,1761,978,
35576,2627,1407,
7249,49462,46053,
19595,28936,26236,
8682,45898,43632,
10388,44147,41474,
29116,11813,10390,
13002,55678,51940,
10349,42477,39222,
8054,49121,43478,
13086,40493,37556,
9852,50949,46097,
27862,13995,14236,
37523,68,69,
17929,30437,27167,
2444,56493,54722,
9660,46456,43914,
6765,49190,46803,
4090,61486,59599,
3834,55739,52370,
10853,46858,42129,
33533,4651,4937,
20425,36858,26354,
5562,51414,48473,
17741,32245,29423,
7944,48026,45152,
32246,5406,5118,
18046,34740,31699,
18914,33248,31870,
29146,12492,11097,
19071,29739,26489,
15128,36916,31966,
22178,31082,23703,
25681,17491,14136,
15381,34943,31468,
4282,52244,48049,
25083,19703,16818,
27295,18574,16004,
23125,25912,23345,
6136,63207,51399,
4471,52941,49295,
28489,12905,11105,
34753,787,784,
10879,43270,40404,
16725,34796,32026,
150,70063,55933,
11929,42554,41502,
27294,17134,14258,
13654,40572,37350,
2813,55578,51497,
39205,5753,5429,
21766,24818,21267,
38753,3097,2531,
29694,10677,8597,
11674,41267,37864,
9545,47173,43068,
7621,49600,46371,
3169,55407,53930,
11652,42364,39578,
19914,28732,25284,
18663,32193,31500,
11059,45993,41174,
12639,41050,37820,
28618,27436,26240,
28040,12738,10622,
10945,43240,40191,
1220,58215,54355,
15635,43819,40060,
21024,26629,23338,
24622,21193,18470,
24603,20386,17457,
32507,6936,6872,
15436,35198,31890,
28202,17692,15554,
10530,41773,38421,
2910,56123,52933,
21476,27417,24529,
2389,57433,57038,
28215,12572,10430,
3415,55028,52450,
11854,41387,38699,
34084,2024,2057,
28790,13576,11645,
1389,57226,54459,
36131,4492,3600,
19160,31313,25353,
633,59547,57066,
5375,50581,47149,
19012,28999,25522,
2912,56843,53487,
29728,9763,8038,
1593,57761,53360,
23801,25541,22397,
3442,54896,51137,
30731,8573,7379,
12629,38896,35587,
23404,24645,22041,
29604,13306,13802,
22999,25120,21848,
3684,57075,53279,
19214,29682,24541,
4714,50747,47497,
17014,37010,32961,
19139,33053,31054,
8198,48033,44974,
2958,58583,53656,
4357,52535,49593,
34410,1649,1330,
1738,56608,53516,
2038,57640,57306,
11036,42367,40037,
4335,51737,48765,
39532,2327,2669,
9946,42987,39150,
2478,56565,56943,
473,58233,56875,
10978,43963,39860,
27859,14846,12276,
10062,44043,40987,
15552,34735,31593,
35629,4483,4046,
37777,7007,6615,
35223,7417,7534,
28871,14374,11534,
2499,56161,53233,
25410,21192,17040,
4647,58481,53557,
