Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
29,98345,22,
26,69660,31,
27,59230,22,
14,72774,25,
26,58545,21,
24,60424,21,
13,58356,21,
14,57288,34,
26,60482,30,
28,59090,28,
14,58116,24,
25,57265,21,
21,61525,22,
14,69794,24,
26,59239,21,
15,57439,24,
27,58698,22,
27,71320,41,
14,58843,23,
15,59291,22,
15,57187,23,
13,58520,24,
30,68351,67,
26,58858,31,
13,60485,21,
26,60339,22,
21,59100,23,
28,61341,20,
14,58859,50,
19,57843,29,
13,58654,29,
20,57401,21,
14,57403,24,
26,58123,25,
14,57466,26,
27,56328,22,
13,60462,33,
29,59634,21,
51,75438,74,
37,57883,27,
47,56218,27,
18,58404,29,
13,57975,42,
14,56678,28,
13,58613,23,
14,56917,19,
13,57031,19,
14,57101,19,
13,58709,21,
14,58539,31,
16,72066,20,
13,60209,19,
14,60564,22,
15,60033,37,
28,59665,25,
18,57862,20,
26,58512,21,
14,60735,19,
14,59159,21,
14,59252,21,
13,62774,22,
15,60352,23,
16,62984,22,
14,62680,22,
14,63023,25,
14,62351,30,
14,60428,21,
14,61059,33,
14,61649,19,
15,60009,21,
14,59449,22,
16,61076,22,
27,65806,50,
15,59658,22,
13,60521,23,
17,69229,25,
14,61060,21,
26,62403,21,
14,63384,21,
14,60925,21,
15,84115,23,
41,122188,28,
180,125598,22,
26,62162,20,
16,69131,23,
16,70931,23,
14,61105,22,
17,70288,21,
14,62203,23,
28,59314,21,
27,69214,23,
28,65014,22,
29,62170,33,
13,62285,22,
15,62325,21,
15,60135,43,
28,63711,22,
16,60827,26,
20,61094,30,
14,65614,27,
15,67635,29,
14,63165,21,
14,62668,21,
14,61014,21,
14,62530,29,
18,65716,21,
22,62969,31,
15,61839,20,
31,70672,22,
14,59100,20,
15,61718,32,
14,60747,21,
20,62050,30,
14,60807,19,
13,59310,22,
20,58926,21,
15,61577,31,
15,60499,21,
14,59548,43,
16,67235,23,
21,66003,23,
13,64583,21,
13,60696,28,
13,59068,22,
14,60968,32,
14,60774,22,
28,59334,21,
15,62269,22,
14,60889,30,
14,65424,22,
13,60979,28,
15,62174,23,
20,62394,21,
14,62200,21,
15,64574,31,
14,61169,21,
15,62291,31,
14,61799,21,
14,70049,24,
13,58930,34,
16,74914,33,
14,60497,22,
21,69846,35,
14,61065,19,
14,59334,20,
28,62112,22,
15,63477,31,
15,61816,21,
13,59761,28,
14,60880,20,
15,62297,21,
27,60518,22,
13,60584,29,
14,60805,19,
15,61803,31,
14,61052,21,
14,60479,22,
14,61325,20,
27,65785,30,
61,60865,22,
14,62442,30,
14,63752,21,
29,61350,20,
14,62238,21,
15,63443,31,
13,58921,22,
14,62713,31,
14,61269,22,
20,59404,22,
14,70881,24,
20,63357,30,
13,60885,21,
14,64495,32,
14,62440,21,
20,60990,22,
26,60478,21,
14,69170,30,
14,61130,21,
15,67757,32,
15,60989,22,
15,62197,21,
14,58954,21,
15,70507,36,
14,67805,21,
15,62463,30,
13,63850,44,
15,62744,21,
16,62157,22,
13,61875,32,
28,60574,21,
24,68155,32,
15,60764,21,
97,111221,77,
44,100552,68,
39,60576,41,
44,56649,28,
14,59787,29,
14,59471,23,
30,62546,29,
14,60182,18,
32,68952,36,
147,60241,18,
15,64245,30,
14,59406,30,
14,60901,18,
16,60399,20,
14,64965,29,
15,63747,30,
14,60584,21,
29,61330,30,
16,62466,49,
15,69795,22,
14,59399,18,
13,69427,34,
16,64788,33,
14,62454,29,
14,62345,32,
13,60810,18,
14,59311,21,
14,62573,20,
15,61852,20,
42,60861,31,
26,62324,20,
29,63857,32,
42,66786,21,
13,59025,18,
15,61454,31,
15,61872,21,
14,59497,29,
15,62405,38,
16,63251,33,
15,64598,49,
14,60705,19,
14,62922,18,
14,62425,18,
15,61221,20,
16,65369,30,
13,61084,30,
21,59488,19,
13,63267,30,
28,61212,20,
27,62482,43,
14,59822,19,
15,63814,20,
28,60780,19,
15,63051,31,
15,63874,31,
28,61331,29,
23,68280,18,
15,60900,21,
15,60822,21,
14,61225,20,
20,61433,21,
14,66030,34,
28,65413,21,
15,65021,32,
14,59926,20,
15,87388,22,
17,65282,22,
14,62870,21,
14,59561,27,
21,62439,31,
15,61435,21,
28,65651,32,
16,68941,24,
15,59983,21,
14,60943,21,
14,70198,24,
15,61536,21,
15,60549,34,
20,62684,22,
15,62539,30,
14,59799,20,
14,62179,22,
15,68073,21,
14,61010,21,
27,59717,22,
20,62641,30,
20,72329,25,
28,61208,29,
15,59224,22,
14,62914,22,
16,68722,25,
15,62487,22,
15,64316,21,
29,64902,31,
13,62889,21,
14,63949,32,
13,61633,21,
14,81259,25,
15,62940,22,
14,60368,20,
14,59564,22,
29,67170,33,
14,64826,21,
14,62759,31,
16,60342,21,
14,59681,22,
21,61483,21,
18,209521,49,
46,169655,60,
37,155568,48,
19,154682,30,
13,154843,39,
24,155319,20,
13,155040,24,
30,160929,30,
13,154577,18,
19,155659,18,
23,179726,33,
13,155556,45,
28,200199,31,
19,155629,19,
13,156236,23,
12,79371,25,
14,57059,20,
18,56037,21,
25,68420,33,
19,56749,18,
12,56748,28,
19,58202,21,
13,56707,22,
13,56232,20,
14,58163,20,
28,57026,33,
26,55442,41,
20,58047,21,
13,63921,32,
19,56424,47,
15,56720,20,
14,59045,29,
14,60540,26,
14,57914,20,
27,58243,24,
14,58830,29,
14,56807,25,
13,59998,29,
19,58365,21,
14,58893,20,
14,59454,28,
20,59689,21,
14,58834,24,
14,57447,23,
28,57620,29,
27,57677,23,
14,61082,30,
14,57300,20,
15,62372,20,
14,58973,30,
14,56673,20,
26,56572,20,
14,58254,21,
13,59102,30,
14,62474,23,
14,59980,29,
20,60093,33,
27,57397,21,
27,59364,29,
27,60795,32,
15,58609,20,
20,60187,23,
17,68410,33,
14,55615,19,
13,61644,50,
15,60561,22,
14,58223,23,
13,57496,28,
28,58450,45,
27,58737,20,
26,57580,21,
33,66444,33,
27,62139,23,
16,62738,29,
20,63796,21,
19,58206,21,
15,60907,30,
20,57008,21,
14,59386,20,
14,57447,23,
27,57770,29,
22,71969,21,
14,59290,29,
14,57454,19,
28,57853,23,
26,61368,30,
20,57837,22,
14,57265,22,
13,57497,23,
14,59460,29,
27,59510,22,
14,59777,30,
27,59264,23,
26,57456,26,
14,60698,30,
14,62847,35,
14,59299,21,
14,60101,24,
19,59579,29,
28,57682,22,
