Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
16048,53454,27881,
16562,36303,30056,
15107,34771,29542,
15917,32549,27909,
15545,30836,28186,
16843,34281,29296,
17120,33852,29734,
14375,28009,27163,
15462,30095,27373,
15367,29498,32484,
16563,30238,27263,
18743,27302,27984,
15923,27794,27080,
15612,29419,28925,
14224,28303,28055,
14241,30070,27771,
14061,30100,27720,
16225,29751,28692,
14371,27637,27857,
14249,27724,28220,
14373,27957,27188,
14794,34196,33203,
14613,31615,27509,
15378,31235,31017,
14579,27553,29813,
19769,29472,28570,
14765,29875,28024,
16244,29633,27120,
15772,29859,27062,
15230,29588,29227,
14085,27329,28282,
14069,28064,27286,
15756,29589,26868,
14796,29459,28354,
13779,26177,25514,
15027,27084,27562,
13327,23807,24115,
16246,29482,28686,
14492,27714,27180,
16072,31927,32274,
18411,36732,33750,
16318,33440,31200,
15178,28820,28125,
14859,28610,28629,
13679,23980,23355,
14379,25869,25773,
14218,24620,24464,
14001,24693,24261,
14094,24764,24965,
13944,24830,24895,
13816,25988,25679,
14065,25736,24798,
14514,27573,27060,
13254,26239,26020,
13310,25698,25154,
13031,25797,25612,
14920,28350,27237,
14323,29116,26477,
14206,26648,25901,
14585,27899,25985,
14502,27984,26304,
14474,27452,26014,
13763,26489,25940,
14489,27517,26495,
14455,27319,27218,
14575,27420,26971,
14576,27204,26807,
14647,28348,26209,
14402,27168,26393,
13948,27369,26621,
14311,27584,26146,
14730,27600,25958,
14387,27684,26128,
14520,27126,26906,
14390,27761,26780,
14258,27056,25653,
13393,26597,25636,
14209,27173,25624,
14176,27046,25612,
14098,26975,25849,
13253,26543,26199,
14274,26663,26255,
14375,26931,26257,
14037,26870,25652,
14176,27057,25488,
13979,27278,25553,
13023,27604,27680,
13060,25800,25403,
13966,27345,25614,
14464,27795,26924,
13650,26649,26933,
13255,26416,26795,
14816,34082,27486,
13324,25786,26592,
14246,29919,28282,
13070,28271,26990,
13531,25993,30553,
12907,25507,26660,
13652,25518,27073,
13276,26257,31362,
13442,25967,26667,
13466,25907,26330,
13298,28497,26287,
13257,27939,26478,
13207,28630,26500,
13391,27924,27250,
13656,28327,29661,
12988,28045,26678,
13631,28314,26653,
12911,27831,27382,
12635,29467,26919,
13653,28394,26499,
13166,27936,28856,
14046,25598,28277,
13247,26091,26625,
13584,26428,26754,
14854,27577,27214,
14259,25432,28225,
14549,33011,32344,
13033,27744,26590,
14147,27164,26704,
13729,28757,26698,
13192,26298,25821,
13808,28997,27472,
14553,33567,30552,
13169,28090,27280,
13160,28032,26467,
13299,28316,26323,
13419,28159,27399,
12943,27950,27269,
13441,28508,26376,
12997,28549,26893,
13394,28337,27465,
13202,28239,27675,
13049,29632,26581,
12933,28468,26869,
12949,29882,27733,
14829,29355,29653,
14060,36539,27730,
17673,29700,31383,
13761,33211,28585,
15055,29443,29874,
14402,28177,29586,
14587,29481,29063,
14326,28052,31948,
15522,29803,28135,
13980,36316,28632,
15286,32438,32817,
15153,31696,29215,
15576,29601,38779,
14974,30222,30687,
15247,29304,30908,
15339,29802,30142,
16761,27109,38371,
15388,29357,26964,
15035,29268,27233,
14971,29014,26893,
14733,29210,29853,
14076,27258,26911,
15190,28354,27033,
12198,24744,24047,
15324,28474,24353,
14767,29446,31042,
15479,29634,27599,
13104,24671,23992,
14738,29041,33788,
15371,36325,28811,
15573,32464,28680,
12146,23791,23517,
13286,25393,24522,
12639,25243,24487,
12672,25258,24609,
13239,26708,25880,
13641,27317,26998,
14708,31618,27545,
13187,26164,27004,
13096,25499,26190,
13142,25629,26161,
13066,26608,25939,
15665,27782,28377,
15565,31586,27917,
14359,29926,25416,
14163,25773,25361,
14287,27546,25857,
14095,26941,25274,
14305,27096,25366,
13020,27163,25457,
14403,27189,25689,
13323,26212,25506,
14298,26759,26139,
14196,26630,25420,
13303,26055,25946,
13942,25985,26507,
