Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
3452,9364,5996,
4390,5672,5970,
2721,7899,7544,
5098,6579,7015,
1156,9251,9770,
1542,9177,8852,
2410,9644,7894,
5348,4232,3855,
683,10265,9719,
4966,4175,4854,
3762,6199,6975,
2321,7949,7864,
5611,4113,3705,
6428,2554,2657,
4595,4809,6787,
6589,2717,2662,
5486,6039,6106,
611,10396,10450,
6557,3071,3121,
849,9564,9509,
6659,3879,3745,
4684,5682,5747,
4256,4843,4858,
4389,5534,4982,
3108,7193,6867,
431,10033,10863,
929,10019,10142,
2845,7269,8006,
5564,5059,5131,
3721,6747,6859,
4310,6293,6368,
2605,8011,12481,
8068,1701,1216,
2572,8521,10296,
5431,4797,6661,
5601,3646,4339,
8100,175,153,
5250,4761,4887,
2644,8061,8306,
5549,4135,3640,
6068,3463,3079,
7779,2072,2703,
7073,2785,2376,
7033,2150,1772,
7612,1178,1308,
3391,7255,6727,
2696,9114,7791,
4233,5690,5298,
1301,9534,9198,
5282,4286,3850,
7006,1632,2391,
2502,8152,7860,
6159,4158,4929,
10199,2902,2497,
1972,8028,8532,
428,10218,10670,
6159,3251,2874,
10614,303,212,
2029,8735,9523,
2966,9464,10303,
4853,5358,4896,
8039,721,785,
7246,2699,2596,
2763,8037,7752,
8703,1001,736,
4140,6076,6952,
5546,4260,4006,
2773,7967,7466,
5493,5250,5362,
6573,2728,3109,
5785,4178,4439,
8665,790,835,
5853,5279,4514,
7440,1677,692,
986,12198,10237,
1529,9516,9218,
5861,3118,3791,
7130,1651,2425,
4596,4706,5289,
2733,7640,8308,
6753,4242,3809,
9319,3296,3976,
407,10539,10023,
7368,2059,1040,
4641,5108,5087,
703,10160,10302,
5350,4394,4584,
2432,7759,7744,
9491,3707,3366,
4310,5300,5919,
7722,1384,1457,
4313,5037,5701,
5048,4733,4902,
1404,11404,10857,
6121,4257,3955,
2098,10805,9566,
4586,5186,4714,
483,10486,10233,
5795,3612,4272,
4660,4482,5085,
2408,9056,8321,
3098,7047,6463,
7495,1011,917,
5783,6907,6182,
2712,7050,7637,
4109,5840,6555,
6821,3511,2966,
4867,4837,5159,
6319,4951,4559,
3786,8813,6543,
6897,2605,2726,
1185,9147,9324,
5255,4255,4299,
1747,10059,9831,
3118,7123,8821,
6173,3224,2714,
314,10682,10317,
6413,3146,3167,
6098,3382,3608,
7276,1693,767,
7009,2779,2374,
7832,2089,1363,
2310,7644,7721,
5323,4554,4125,
3751,6243,6831,
5647,3757,4382,
5202,4237,4152,
7608,2298,2380,
11564,2023,1231,
862,9357,9276,
1623,8330,8882,
6335,2980,2541,
3148,7196,7946,
4554,5650,5093,
1008,9491,10292,
1022,10020,10630,
5951,3591,3795,
1000,10267,9916,
5436,3694,4396,
4387,5932,6030,
4260,5305,5914,
6885,2885,3070,
2003,8111,8919,
4915,4737,4387,
3773,6058,6915,
6637,2816,2447,
5863,4305,4436,
2985,8638,9475,
5084,4671,5456,
4543,5615,5241,
2992,7542,7247,
2428,8038,7550,
987,9907,9571,
7595,790,405,
1061,9756,9282,
504,10517,10223,
7990,2781,2425,
1796,9324,8419,
2367,8943,9366,
4133,7117,5895,
2518,8102,7726,
617,10265,10500,
7345,1750,1104,
1633,11568,9276,
8467,5292,4667,
8073,1357,1427,
517,10470,10588,
5733,3526,4147,
5617,4154,4807,
1962,8055,8036,
7225,2246,2968,
5564,3578,4006,
409,10037,10570,
4604,5508,5098,
7712,2476,3282,
7713,562,674,
1844,9569,8827,
10964,2884,2160,
4115,5769,5402,
11482,399,270,
4705,4706,4266,
1016,9024,9001,
4650,4596,5031,
7455,2152,2316,
6043,3391,4043,
5428,4316,4933,
945,9778,10582,
440,10450,10157,
1613,9022,8576,
6064,2915,3581,
680,9672,10199,
772,9616,10428,
6765,2400,2293,
1192,10288,10158,
1304,8905,9643,
2395,9448,8311,
7193,1316,724,
4906,8358,10994,
492,10373,10110,
1778,8692,8156,
7769,687,811,
7300,1563,642,
1109,9849,9402,
6631,2587,2208,
7710,382,271,
3082,7483,7019,
8591,68,50,
4627,5372,5024,
5829,3322,3943,
1495,8933,8818,
5890,3188,3855,
2931,6921,7743,
5428,4268,3757,
6540,2878,2330,
3847,5784,6472,
4111,6305,5962,
3169,8453,8843,
6204,4069,3647,
5714,4514,4985,
3162,6992,6463,
3331,6861,6765,
7574,3338,4092,
2708,8042,7885,
2039,8677,8086,
2657,7439,7630,
6606,2181,3044,
6031,3518,2803,
3325,6854,6416,
389,10119,10646,
4475,6723,6680,
3527,6867,6373,
4534,7442,7035,
3517,6222,6267,
1727,10591,8622,
178,10491,10407,
7575,771,841,
7968,1530,937,
1256,9109,9656,
1417,9343,9590,
2639,7593,7867,
5139,4213,4593,
5389,4394,5060,
8889,1036,1078,
3823,6177,6308,
441,10620,10817,
2031,7980,8663,
4691,5559,5639,
4914,5577,5841,
3242,6924,6587,
4728,6083,5370,
6599,2627,2188,
8895,215,172,
6196,3597,3727,
6176,4659,4283,
7014,4652,3136,
2268,8810,8519,
835,9954,10429,
7844,187,217,
5153,4868,5836,
8329,1134,469,
3605,6357,8430,
5514,6711,6431,
6506,2322,3042,
3501,9235,9955,
6335,3023,3094,
7336,5393,4927,
4354,4992,5595,
4435,5542,4744,
11055,1021,1106,
2813,7352,6832,
769,9802,9651,
5539,3779,3346,
7522,1624,2205,
6704,2799,2392,
141,11216,11251,
8499,440,189,
2279,8735,9042,
5916,4491,4745,
5419,5229,4908,
1706,9292,9402,
8238,216,157,
6783,1957,2009,
4516,4816,6962,
6034,3130,3854,
6928,1879,2509,
2711,7628,7249,
7562,2473,2056,
6217,3234,2592,
7703,956,456,
4851,6234,5759,
2731,8507,8700,
3995,6029,6169,
6400,7532,7015,
6773,1935,2554,
2647,7728,8030,
1010,9297,9223,
7829,1783,822,
3196,7061,7157,
5015,4795,4891,
8169,1059,1184,
4033,7518,7818,
5825,3398,3448,
1465,9101,9383,
7347,1009,1170,
7992,1208,731,
1479,9497,10082,
5016,5187,5314,
5846,3197,3793,
4638,5293,5993,
7443,1947,1952,
4179,6334,6413,
9798,3187,3884,
1825,8414,8608,
3578,6144,6166,
2775,7653,7263,
3916,6251,6161,
1934,8629,8155,
5345,4885,4562,
2282,8161,7919,
2343,7736,8451,
7610,804,418,
6379,2557,3216,
741,9650,10057,
5956,3486,3125,
5162,5117,5468,
5898,4240,3827,
4929,5302,4927,
4949,4903,4254,
6449,2411,3118,
544,10306,10028,
7349,2145,2804,
4570,4804,5428,
5072,4714,4377,
3592,6840,6109,
3527,6736,6264,
7487,982,762,
3263,6177,6789,
7739,423,254,
6512,5430,4737,
6707,2630,3288,
1657,8257,8249,
