Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
16,28,21,
14,28,21,
28,55,60,
15,21,31,
26,55,54,
14,21,22,
14,45,69,
15,21,31,
15,74,44,
14,30,22,
15,78,32,
14,34,68,
15,21,20,
15,40,88,
15,22,23,
15,40,32,
15,34,74,
14,27,20,
16,83,33,
14,34,93,
14,20,30,
14,30,93,
17,37,26,
15,43,80,
15,37,22,
14,57,59,
17,24,38,
14,62,69,
15,21,31,
15,59,88,
15,20,22,
15,61,79,
16,23,31,
14,41,95,
15,22,38,
17,51,115,
18,31,34,
15,24,79,
15,23,32,
25,47,68,
21,22,22,
16,84,33,
26,49,49,
15,21,22,
15,84,23,
25,61,60,
16,32,21,
15,58,68,
15,22,20,
16,38,78,
14,22,33,
15,42,82,
16,22,23,
15,49,69,
16,21,27,
16,37,97,
14,28,22,
15,86,22,
15,41,71,
15,21,32,
27,37,79,
15,33,32,
15,39,76,
17,22,32,
17,53,95,
14,22,33,
17,69,85,
16,21,31,
15,60,93,
15,21,31,
15,31,96,
15,20,22,
17,67,93,
15,21,21,
16,57,85,
16,31,34,
19,109,26,
25,46,45,
17,23,33,
25,57,52,
15,30,22,
16,47,77,
17,128,25,
16,48,72,
16,23,23,
16,40,80,
13,19,31,
15,30,93,
14,19,29,
31,54,87,
14,28,20,
14,56,80,
16,22,32,
15,57,71,
15,21,32,
15,41,78,
18,26,25,
25,36,86,
14,27,32,
15,34,83,
14,22,21,
18,53,78,
15,29,30,
14,68,66,
16,45,22,
17,57,111,
14,21,21,
15,62,101,
14,28,21,
16,43,85,
16,24,24,
15,45,70,
16,20,23,
14,60,79,
15,23,34,
14,63,81,
14,32,22,
14,61,70,
13,39,39,
15,60,66,
15,23,23,
15,48,77,
16,22,35,
15,72,69,
14,24,22,
14,72,67,
14,21,32,
15,62,67,
15,23,23,
14,51,103,
15,21,29,
26,64,58,
14,38,38,
15,36,80,
14,20,22,
18,70,107,
15,22,22,
14,50,76,
16,22,32,
14,43,44,
15,33,22,
15,59,54,
14,21,22,
15,34,81,
17,42,24,
15,49,66,
15,22,22,
26,50,47,
15,40,21,
15,45,62,
14,22,22,
14,35,60,
16,31,23,
14,38,99,
15,22,23,
25,42,45,
15,38,30,
14,43,71,
15,37,22,
16,42,87,
14,21,21,
14,44,85,
18,25,37,
26,58,58,
15,30,21,
26,50,80,
17,32,24,
15,67,73,
56,43,42,
23,87,136,
23,43,54,
40,78,71,
13,49,36,
23,52,93,
15,29,27,
13,50,68,
14,28,28,
14,45,75,
14,28,20,
23,51,42,
13,21,29,
14,22,74,
26,20,29,
13,35,62,
26,19,21,
14,33,81,
13,34,21,
24,34,42,
14,30,23,
14,45,63,
13,29,20,
14,56,63,
13,26,21,
26,37,64,
19,19,21,
24,52,47,
15,29,20,
14,58,69,
14,18,20,
14,43,61,
13,21,23,
26,32,65,
16,41,41,
23,45,24,
14,19,29,
14,37,95,
13,26,20,
14,44,70,
13,20,21,
24,45,73,
14,29,20,
22,39,42,
14,19,20,
14,43,62,
14,20,30,
15,36,65,
14,20,27,
26,40,83,
14,32,19,
17,48,88,
14,21,20,
13,34,65,
14,19,21,
23,52,78,
14,20,21,
18,45,63,
14,21,49,
19,43,111,
14,20,20,
13,36,63,
15,22,21,
15,35,61,
14,20,20,
13,33,64,
14,20,40,
14,33,63,
15,20,20,
15,45,81,
14,19,20,
14,33,76,
14,19,21,
17,42,93,
14,19,19,
14,35,75,
14,20,21,
14,36,54,
14,20,28,
15,49,86,
14,19,26,
14,23,66,
20,19,21,
14,43,64,
13,21,21,
14,32,73,
14,20,19,
14,34,72,
14,20,22,
14,45,75,
14,20,20,
14,34,66,
14,20,20,
14,41,89,
13,27,20,
16,43,84,
13,19,25,
17,41,78,
18,33,45,
14,45,63,
14,21,26,
14,42,62,
14,19,27,
14,35,59,
14,21,27,
13,46,69,
15,34,19,
13,35,61,
14,19,26,
14,32,70,
13,20,27,
14,44,89,
14,21,29,
19,37,65,
17,34,23,
13,34,57,
14,20,20,
14,40,55,
14,19,21,
17,61,94,
12,20,22,
14,24,63,
17,27,27,
19,48,65,
14,20,21,
17,52,86,
13,18,20,
15,42,60,
14,19,27,
22,35,72,
14,28,20,
14,21,61,
14,20,27,
14,43,61,
14,21,26,
13,47,62,
14,20,20,
14,30,60,
13,29,21,
14,42,74,
14,20,27,
14,48,73,
13,21,25,
14,37,79,
14,20,27,
18,57,104,
15,27,26,
13,35,60,
14,20,27,
19,35,63,
14,20,28,
13,64,30,
20,58,67,
13,26,34,
14,49,70,
13,20,22,
14,58,66,
16,25,25,
16,49,80,
13,29,21,
19,36,59,
14,21,20,
15,41,62,
14,20,21,
14,43,83,
13,30,33,
15,33,61,
13,18,20,
13,35,62,
14,20,26,
18,54,86,
14,29,20,
20,34,63,
13,20,29,
13,42,62,
14,20,20,
21,32,80,
14,27,26,
14,35,63,
15,21,20,
18,47,68,
14,21,20,
18,50,79,
14,22,20,
19,35,62,
14,20,19,
14,30,78,
14,19,20,
20,43,71,
14,29,20,
14,35,62,
14,21,19,
14,33,70,
14,20,21,
19,43,69,
13,29,27,
13,43,67,
14,20,20,
14,44,77,
13,30,20,
19,32,65,
13,28,35,
14,47,61,
14,19,28,
19,48,77,
13,19,32,
13,44,64,
17,36,45,
13,28,63,
14,20,20,
15,44,64,
13,30,20,
15,33,90,
14,28,24,
14,33,78,
13,20,20,
14,36,60,
16,25,25,
19,48,61,
12,20,21,
13,43,72,
14,21,21,
13,65,81,
15,24,24,
13,33,61,
13,19,30,
13,42,60,
14,20,21,
14,43,64,
16,36,24,
14,42,64,
14,29,26,
14,31,62,
14,23,20,
16,51,79,
13,31,21,
14,43,63,
14,20,23,
19,34,63,
14,20,20,
19,43,61,
17,24,25,
12,30,62,
14,30,25,
14,35,75,
14,21,20,
13,32,64,
14,19,20,
13,35,63,
14,29,27,
24,58,79,
14,20,27,
23,32,76,
14,20,20,
16,43,93,
13,20,20,
23,62,78,
13,20,21,
14,45,76,
14,21,20,
14,35,51,
17,24,24,
19,28,78,
14,21,20,
20,35,64,
14,21,20,
17,73,81,
14,20,21,
16,75,86,
14,31,20,
13,30,66,
14,20,20,
13,43,70,
14,20,20,
14,33,69,
15,20,21,
14,33,61,
14,41,21,
18,35,63,
13,40,21,
20,38,64,
15,31,22,
13,42,73,
13,21,28,
14,44,62,
14,20,29,
19,34,75,
16,35,24,
14,41,78,
14,21,20,
14,30,65,
13,20,21,
20,35,82,
16,25,34,
14,45,62,
15,22,21,
18,49,84,
13,27,23,
23,72,29,
24,71,84,
12,20,19,
20,48,67,
13,20,22,
14,42,66,
14,23,21,
20,46,56,
13,22,22,
16,68,74,
14,20,20,
14,77,30,
23,68,73,
14,21,19,
13,45,73,
13,21,20,
23,53,59,
14,20,21,
13,35,66,
14,20,19,
23,51,65,
14,20,28,
13,84,30,
14,37,77,
13,34,21,
13,43,79,
13,20,20,
14,48,61,
14,22,21,
13,30,64,
13,20,20,
25,35,64,
13,20,29,
13,80,29,
24,31,66,
14,20,29,
14,32,66,
15,21,21,
14,31,63,
14,19,21,
13,42,63,
15,19,20,
13,31,62,
14,29,26,
12,72,19,
15,64,69,
14,19,20,
14,44,73,
14,20,20,
13,46,80,
15,20,20,
24,36,84,
13,21,20,
21,48,81,
14,20,20,
24,60,31,
13,34,71,
17,38,24,
19,42,59,
14,20,20,
19,51,78,
14,19,21,
14,33,75,
17,24,29,
24,36,58,
13,21,19,
15,68,31,
12,63,75,
14,20,21,
19,43,58,
13,20,21,
13,31,80,
14,23,21,
24,45,73,
14,21,21,
14,35,58,
13,20,20,
14,58,30,
14,72,56,
13,19,20,
16,36,66,
14,20,21,
23,40,65,
15,21,20,
32,57,108,
14,19,19,
23,52,76,
29,25,25,
23,58,21,
14,32,67,
14,29,21,
18,31,58,
14,20,19,
14,29,56,
14,21,20,
13,123,65,
14,20,21,
22,37,66,
27,23,24,
13,69,21,
13,53,58,
13,31,20,
24,34,55,
14,32,21,
16,36,102,
14,22,22,
20,36,69,
13,22,20,
14,32,56,
14,22,22,
14,89,20,
23,61,21,
14,61,72,
14,29,21,
14,67,59,
17,37,25,
20,59,48,
14,20,20,
13,45,75,
13,20,19,
24,41,58,
14,21,20,
14,68,21,
13,43,83,
18,24,23,
19,48,76,
14,20,20,
19,35,77,
14,22,20,
13,47,75,
15,20,20,
13,46,77,
14,20,21,
28,80,26,
14,48,59,
14,20,22,
24,79,89,
14,31,20,
14,59,70,
17,37,26,
13,38,73,
13,20,20,
13,26,74,
14,21,20,
13,74,30,
25,35,76,
13,29,20,
14,42,72,
13,31,22,
14,37,69,
12,19,21,
31,35,57,
16,26,25,
19,45,75,
13,29,28,
30,109,38,
14,44,67,
14,19,29,
16,50,94,
14,21,20,
14,30,85,
13,20,21,
14,42,71,
13,20,30,
17,34,82,
13,19,21,
17,89,27,
37,56,109,
13,20,21,
17,72,86,
13,19,20,
13,36,69,
14,19,19,
13,44,73,
13,19,21,
15,31,72,
13,29,21,
13,70,20,
18,46,86,
13,31,20,
14,31,70,
35,25,25,
19,32,69,
14,20,19,
16,39,99,
13,20,21,
14,46,73,
24,19,21,
24,74,20,
17,51,95,
14,31,26,
15,33,81,
17,25,26,
14,41,69,
14,21,20,
13,42,70,
13,21,21,
14,35,76,
21,23,24,
13,61,31,
14,21,57,
17,25,25,
14,48,63,
14,20,21,
13,30,45,
14,20,25,
13,46,51,
27,20,27,
21,35,57,
14,37,20,
14,58,19,
14,46,57,
14,20,20,
14,30,59,
13,20,20,
15,42,64,
17,23,23,
12,32,58,
14,20,20,
17,52,75,
16,33,29,
14,63,20,
14,36,62,
14,29,21,
19,32,45,
17,24,27,
14,38,58,
15,23,24,
13,55,58,
14,21,21,
18,44,57,
13,20,22,
14,60,22,
19,118,60,
14,21,22,
14,46,73,
14,20,22,
21,45,60,
16,23,24,
15,43,61,
14,22,20,
21,43,67,
21,22,21,
15,72,23,
14,66,21,
22,62,65,
15,33,22,
14,51,63,
16,25,25,
14,59,58,
18,23,24,
13,62,60,
17,55,24,
103,211,64,
22,56,22,
15,70,27,
22,44,62,
32,54,22,
14,72,64,
15,22,22,
21,46,63,
15,332,22,
14,70,61,
15,21,23,
16,77,75,
15,82,22,
17,82,24,
15,62,60,
15,33,22,
15,40,91,
14,230,24,
14,79,60,
15,22,22,
26,37,86,
14,22,23,
17,43,83,
15,31,21,
15,77,39,
20,38,74,
15,22,21,
15,30,64,
16,21,20,
15,54,64,
15,23,21,
21,32,61,
15,20,21,
14,49,82,
13,21,21,
14,80,21,
19,23,75,
14,20,23,
15,32,79,
29,20,21,
17,55,77,
14,23,20,
15,24,62,
27,21,21,
13,42,64,
14,21,22,
14,65,20,
13,42,80,
14,20,21,
15,32,45,
14,30,21,
14,35,60,
14,20,20,
19,47,57,
14,22,22,
19,33,58,
15,20,22,
14,57,20,
14,45,83,
14,20,20,
14,33,55,
13,19,21,
13,45,60,
17,23,25,
19,59,72,
12,37,20,
13,36,58,
14,20,30,
23,63,20,
20,55,72,
14,21,19,
15,44,73,
14,21,20,
20,31,83,
14,20,30,
14,43,55,
16,23,23,
45,40,63,
17,22,24,
20,105,29,
19,43,56,
17,24,25,
13,38,72,
27,37,37,
14,36,67,
15,34,20,
33,56,88,
14,21,20,
14,31,63,
14,20,37,
14,77,20,
14,34,60,
14,20,20,
13,43,58,
14,20,30,
13,36,85,
14,20,31,
14,42,59,
13,21,19,
14,30,60,
19,29,20,
23,57,21,
15,43,62,
17,27,27,
14,31,60,
13,20,21,
17,55,74,
14,21,21,
13,32,45,
15,20,21,
13,33,55,
15,30,20,
15,66,30,
13,66,65,
13,20,20,
18,38,74,
13,20,21,
15,46,73,
13,20,21,
19,48,57,
17,25,25,
14,58,64,
13,20,21,
13,57,29,
13,44,81,
13,21,20,
14,31,56,
14,20,20,
14,69,61,
15,20,20,
23,45,62,
14,30,19,
14,36,61,
14,28,30,
14,74,29,
13,79,30,
20,45,76,
15,31,20,
30,55,90,
14,30,20,
24,36,58,
14,20,21,
19,45,57,
13,20,19,
14,42,72,
14,20,28,
24,58,20,
18,57,82,
23,22,21,
14,43,57,
14,31,20,
12,43,68,
13,19,21,
13,43,68,
14,20,20,
13,45,59,
14,29,29,
24,57,30,
20,36,58,
14,19,21,
20,41,86,
13,20,21,
14,43,72,
13,20,19,
15,43,73,
33,24,24,
13,43,58,
14,29,21,
13,61,30,
14,46,60,
18,24,25,
24,52,51,
14,22,30,
14,34,84,
13,19,20,
14,42,58,
17,24,26,
14,36,66,
16,23,22,
25,67,31,
13,43,61,
14,20,20,
24,45,63,
13,19,19,
13,31,71,
14,21,21,
13,32,83,
14,19,21,
18,66,106,
14,42,28,
24,43,31,
14,55,56,
14,21,20,
14,48,66,
14,20,20,
20,56,69,
14,20,22,
22,34,60,
14,19,20,
15,44,76,
14,20,20,
27,86,35,
13,41,66,
17,25,23,
21,43,58,
13,20,22,
13,40,68,
16,24,24,
14,42,72,
14,22,20,
13,42,76,
14,20,20,
15,75,29,
20,44,66,
13,20,21,
17,77,77,
14,30,29,
19,46,69,
15,29,28,
14,31,58,
13,20,23,
20,36,72,
13,20,19,
23,63,32,
14,51,75,
14,19,21,
23,48,79,
13,20,19,
14,63,78,
13,19,20,
14,32,56,
29,25,26,
21,37,65,
13,20,28,
23,75,31,
14,60,58,
13,20,23,
17,41,75,
26,19,27,
28,36,64,
13,21,20,
23,42,61,
14,22,20,
15,36,74,
14,21,30,
15,58,21,
28,36,90,
14,22,22,
25,37,66,
14,20,20,
19,60,59,
13,20,20,
16,37,98,
28,20,20,
13,37,58,
14,20,21,
14,59,23,
14,41,56,
14,20,20,
19,45,61,
13,21,20,
18,38,81,
14,21,20,
14,32,53,
15,20,30,
15,44,55,
14,19,33,
15,46,20,
14,32,73,
14,20,28,
13,30,46,
14,19,20,
13,44,71,
14,20,29,
14,31,67,
14,21,29,
14,42,62,
24,20,21,
16,75,31,
15,72,59,
17,43,35,
