Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
22818,668,230,
21988,3471,3586,
2207,33526,31735,
1181,38657,34906,
4254,31083,29277,
17620,10077,9000,
311,36533,34703,
3592,31882,30265,
13022,17901,17541,
15419,14154,13959,
21420,6059,6046,
9803,25997,27342,
22180,20083,15532,
9083,24123,21727,
14677,14268,11732,
10359,20626,19419,
1966,35703,32901,
10111,24343,23049,
5020,29746,27124,
5360,29192,26949,
18313,8179,7255,
6080,31299,29008,
8718,24203,22055,
2071,33564,32225,
2182,37846,35117,
12724,18033,17822,
6664,27765,25534,
19183,8338,7319,
12789,16482,15032,
15074,12522,11420,
787,36234,33081,
2507,34074,31456,
1141,37242,34805,
8070,28268,26161,
24376,2932,2203,
10449,20424,17746,
2389,38830,37157,
23161,5537,5018,
8283,24876,21760,
18817,8881,6619,
1907,34742,31699,
3582,31430,28695,
21223,3663,4632,
3463,32021,29621,
17021,9877,8622,
15504,12830,11828,
11055,23715,22371,
8177,25198,21332,
18099,8742,7573,
19414,7394,5862,
2708,32764,38360,
1754,36542,33374,
11736,21647,20677,
6260,27058,26363,
18471,6894,5877,
21651,2119,2499,
17234,12826,17440,
6534,29402,28089,
3578,32595,30166,
8556,23018,21396,
6434,27493,24157,
10783,21507,19367,
7298,27578,23815,
4169,29932,27754,
7181,29259,26973,
6917,27726,24974,
12784,19426,16879,
15687,12680,11928,
21600,5609,4592,
2999,32353,29970,
9661,27351,20663,
18785,7902,6402,
8910,22369,23354,
15307,12330,10304,
16377,15523,17054,
8341,25574,31361,
11068,21574,21601,
21655,2882,3410,
16442,12640,11177,
1296,36147,33903,
20680,5774,5064,
14557,14484,13638,
5701,32650,25611,
14858,13681,12777,
16351,18516,16675,
2163,33423,31451,
13665,16109,14014,
2423,34213,31734,
16358,11669,10232,
11759,21397,18378,
22112,7429,5971,
9475,22556,20746,
16875,15932,14214,
4269,33271,28370,
3248,32971,36966,
19763,7010,5034,
7859,25453,22746,
9580,23033,21516,
17614,18594,16206,
7522,25853,23969,
19967,7020,6954,
21306,3017,3066,
12481,17087,15189,
13955,20617,15657,
20149,13022,11546,
14169,16062,17964,
21445,3371,2270,
363,38380,35731,
6175,29907,25817,
14488,16537,20623,
4774,30801,27991,
13033,16545,15032,
17320,10265,8934,
11863,18956,17247,
19440,9464,12615,
18115,8890,7068,
17556,8640,7017,
14084,20047,18336,
19202,7480,6330,
12198,17650,17455,
11546,19647,17583,
16656,11831,11168,
21410,5603,6393,
13841,14945,13127,
21004,4176,3379,
5562,29233,25567,
6261,27210,25199,
18720,6110,6417,
2589,35849,33557,
16317,11330,10437,
13487,18593,16997,
12824,18456,15901,
18276,13111,7262,
19454,7114,5266,
20353,29272,16428,
21200,3079,3520,
9178,24340,25382,
11356,19423,17972,
12126,20952,16464,
4652,29608,28853,
5693,30075,37936,
7346,28209,24709,
3636,33021,30614,
19267,11299,10679,
12090,19171,16916,
4941,46949,66473,
19164,5957,6557,
17915,8240,6786,
5621,27380,25666,
20741,5382,4057,
16501,15975,13916,
6220,27518,25893,
19360,7238,6246,
19294,5884,5834,
2265,33248,34929,
18929,6375,5382,
1036,40744,39802,
19477,12239,10200,
18907,7739,9020,
1284,35677,34124,
3014,32887,30158,
20634,4311,4675,
7252,26225,24953,
2257,34348,30478,
14623,13314,11898,
14502,15867,14854,
12654,20438,17871,
13710,18083,15306,
9488,28083,24440,
11981,24404,16646,
6543,26593,24976,
3102,32687,35059,
17292,9375,9023,
4675,33983,28347,
17450,9102,8108,
6774,30015,25167,
22980,3084,2405,
2123,34917,33271,
7549,24605,22765,
17664,10851,12072,
20926,7554,6974,
13301,17155,14922,
10714,20553,17862,
16184,12426,11586,
2467,34067,31589,
12835,22183,18353,
6425,27411,24970,
10663,23965,21026,
17333,10060,8822,
17722,8833,7606,
18683,9104,7494,
19282,5997,5339,
14649,14483,12326,
22971,6310,5769,
13572,15951,14124,
1476,40175,33625,
16277,11412,10360,
7454,28083,26239,
13455,16788,14498,
1637,35397,32513,
12197,17723,15331,
16679,12530,10093,
10696,20811,24846,
12441,21712,19217,
18642,10532,8231,
20235,5079,4589,
15851,12141,13364,
21960,5558,4848,
1560,34591,31924,
5670,30140,30482,
9287,25841,33272,
16479,11886,14020,
17129,10063,9500,
6488,31843,30027,
12992,18113,15084,
19662,9308,8294,
5634,31874,28488,
17230,10506,9910,
20561,3550,3607,
22628,969,931,
9741,25312,20911,
3241,36791,31248,
3855,32088,28605,
19385,7789,8669,
15079,13383,11048,
7528,27727,24685,
15944,11798,11116,
14924,16588,13838,
22056,4457,4142,
9725,23174,20517,
17389,8995,7344,
16447,10949,10091,
17002,13898,9036,
14094,14868,12673,
17550,8319,7799,
8414,29727,26881,
6357,28352,26114,
12313,20796,18074,
13039,16990,17759,
11516,21082,18744,
20510,3519,2810,
20866,4353,3181,
12780,19962,18345,
3692,31451,31728,
15589,11249,10893,
12717,19578,17966,
14939,13749,12554,
11447,21742,19360,
22500,1748,1017,
226,42767,36013,
5580,29933,31544,
16815,16514,20653,
16264,22272,15195,
21310,4038,3547,
582,35911,34410,
20312,3574,3310,
16495,11552,10562,
12663,17142,16170,
7216,28668,25730,
22163,1407,1678,
4992,30316,28309,
19077,6229,4801,
8351,24979,22595,
8172,25424,21754,
20342,4295,4638,
462,35910,45120,
16123,10956,9666,
9407,21934,19380,
444,37047,35995,
13674,22542,17731,
23128,2495,1414,
11896,26544,21932,
18367,7963,6359,
22012,7163,6605,
597,35430,33413,
18261,8217,7081,
14406,14305,13332,
18833,6947,9932,
1756,34798,32754,
302,43768,34577,
20501,4977,6086,
8387,25078,29400,
6455,28093,26616,
7485,25825,23634,
16181,11714,13117,
3976,30337,28432,
14756,16840,14089,
10019,22201,21618,
14283,39431,15149,
16178,17832,16055,
7456,33712,24971,
12010,17333,15986,
7139,28691,23636,
2329,33473,38024,
10250,22085,18887,
21079,4424,4599,
6213,28686,26402,
12583,21595,16104,
10522,20760,17941,
15056,13502,12222,
16143,13092,11179,
14898,13282,12288,
6058,30142,27009,
7386,26476,27998,
4811,31395,29898,
15701,11718,10446,
11066,19699,16935,
2629,38196,38293,
8815,26829,24251,
4945,35196,33225,
17625,14750,11950,
15976,11360,9590,
4814,35806,33407,
98,37402,34572,
14350,13129,13499,
7749,24992,22484,
6891,26148,23652,
7600,25477,21886,
5715,30515,26285,
18588,7361,7029,
18562,6665,6136,
684,35302,34859,
15582,13989,12350,
6031,32524,30484,
23132,1041,936,
7859,26749,25494,
1507,37092,33130,
8262,28779,23001,
4756,31642,29063,
1276,36195,35862,
9760,22204,20022,
809,34721,33968,
15981,11097,9783,
17047,10635,9844,
6057,30309,27045,
16935,11017,14791,
8602,23115,20380,
21990,3680,3646,
20436,8400,7424,
8761,26054,23646,
23503,2969,2831,
17005,12957,11882,
13027,17242,14602,
8597,36850,31748,
4946,29224,26345,
23779,3954,2946,
21157,5067,7470,
19089,9529,8619,
19245,5937,5346,
18932,7523,7310,
7204,26152,23029,
15049,12804,10730,
10511,21181,18828,
20085,6898,5725,
11119,20108,18135,
22044,2526,3162,
12367,19444,17722,
20008,11373,10353,
16716,10593,8621,
17242,10172,7822,
18678,6493,5720,
2511,33814,31624,
1797,33855,31559,
9462,22229,20178,
1296,35739,33431,
18183,9232,8748,
5879,29789,26722,
2216,40516,37633,
6077,29636,26888,
8670,23604,20760,
13204,18101,16063,
19394,7977,7463,
17912,8237,7794,
17902,11889,11211,
16257,11370,9671,
557,37061,35571,
16926,15034,13170,
13914,17989,17174,
21713,5684,5065,
20449,9419,8018,
1543,33980,34817,
11336,20940,18287,
2236,34844,35982,
19155,5575,5774,
21159,11454,6984,
190,40031,38901,
6517,28016,25422,
