Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
1236,42103,24434,
10615,5707,5639,
3148,17237,17444,
5307,14904,13992,
11885,6134,5638,
7119,11501,14078,
10992,6323,5402,
4206,19176,17916,
9680,8396,8498,
5859,13844,12457,
3061,35276,20240,
5692,18263,16299,
9090,15598,11769,
1552,27473,24982,
10430,7173,7263,
2235,20273,20410,
8967,10912,11836,
4208,20277,19533,
11474,8343,7331,
15686,2743,4364,
1939,19648,20523,
13442,2490,2802,
12576,3282,3791,
2048,19907,22785,
3597,18034,18092,
14033,4684,3957,
2280,23803,19416,
11556,5995,4809,
6319,12784,13526,
10298,7685,8280,
697,20787,24329,
3256,17691,17833,
10423,6335,9028,
387,22555,21902,
1759,20544,19524,
756,23757,20347,
10412,7408,7859,
11608,5456,4645,
1750,22601,20241,
8986,11963,11126,
8446,14038,12752,
8089,10326,11148,
9628,7408,7519,
14948,1074,1037,
8795,10911,11260,
8342,9963,10717,
3629,17509,18525,
13671,2912,3556,
2476,21177,20994,
11830,5756,6375,
15523,2078,1678,
6046,13677,15280,
6790,12716,11821,
12592,3675,3436,
595,21765,20916,
2896,18197,17634,
4927,15859,15000,
11453,6101,5409,
4550,16741,15623,
2852,18947,19117,
9402,8589,8505,
12724,5108,5802,
17821,2222,3027,
8307,10898,11247,
3970,17750,17192,
12887,2762,3295,
6331,14073,14301,
3537,18841,17276,
5016,16924,18969,
11270,6017,5150,
12989,9931,5723,
3148,18340,17368,
533,22272,20849,
12214,7569,6578,
9774,8587,7231,
5370,16918,14865,
9591,8331,8779,
4976,15486,21581,
12219,3808,4369,
9857,9127,9487,
10427,8437,7458,
12028,4942,5280,
12814,3897,4525,
8101,10867,9886,
10224,7131,10488,
13703,4080,3718,
101,22489,22138,
2892,19865,19712,
4095,16772,17298,
7803,12780,12410,
8976,9109,9446,
12471,4310,3737,
3574,16608,17789,
7462,12400,11442,
6578,15936,15701,
4692,16304,15502,
4121,16457,16567,
3883,18106,17437,
13649,1872,2846,
3598,19074,19623,
1778,21129,19932,
2547,18123,19152,
8133,9995,9387,
13531,3094,3775,
2429,19567,21269,
9441,8745,7997,
1427,21169,20140,
5024,16058,15374,
14262,3137,3888,
4506,17391,19287,
6054,13031,13167,
7819,15174,15495,
11367,5249,5669,
10518,8249,7390,
10672,6372,6724,
5901,14091,13214,
12782,3717,3391,
9807,7610,8079,
11528,7370,7865,
10301,8819,8014,
3075,18276,17115,
2321,21248,19424,
9111,8880,8810,
13612,1725,2342,
7637,12331,12738,
4992,16877,16677,
586,21650,25810,
12580,3571,3676,
14224,1054,983,
11805,6891,6527,
11210,6233,5528,
13890,1659,1850,
7432,11633,11587,
374,22769,23586,
5719,14355,13848,
7251,12369,11173,
13269,4271,3412,
7335,11330,10132,
8267,9381,9618,
13807,1432,1026,
4356,17668,17203,
13060,4056,4397,
11310,6279,5361,
7470,11532,11431,
8819,9506,10424,
10619,6684,7084,
14089,3778,3108,
5374,15095,15005,
6880,12749,13071,
10206,8947,8093,
5772,15569,13688,
10417,6676,6022,
11180,5521,5733,
15101,364,460,
11001,5717,6298,
8590,10243,9380,
6496,14281,11765,
20159,642,1009,
10061,6660,6127,
8252,9709,9972,
15374,2375,2576,
3596,18369,18770,
14840,2037,1173,
10473,11184,10160,
13370,2268,3004,
177,25371,22153,
3782,17292,16676,
4881,22410,17804,
11319,6626,6275,
4259,18373,18970,
15492,2378,1854,
4498,15387,16002,
12820,3617,4280,
536,22176,21546,
2908,18999,18175,
6301,13568,12991,
11218,8070,8867,
7965,10857,10724,
12651,11268,10066,
6738,13009,12918,
4741,19410,20380,
10236,9043,12173,
4243,16672,17111,
3708,17426,16182,
2492,18794,19404,
6120,14730,18387,
920,20585,21176,
10859,6602,6203,
753,21860,24666,
13475,2770,3450,
15321,3125,2727,
12978,2847,3373,
13167,5800,6075,
12209,7359,7021,
562,21697,21120,
1157,19960,20420,
1332,19948,19641,
10542,6080,6700,
4677,16479,15879,
3816,16439,19243,
1568,20322,19912,
3582,19220,18245,
13104,3849,4441,
9223,15868,15206,
963,23822,21894,
2297,21842,25416,
3678,17439,19049,
13256,4980,4608,
13727,2742,2148,
14906,2306,2737,
1646,21280,20695,
13197,3320,2637,
9871,7589,9283,
4515,18602,16057,
2177,19945,19241,
11097,7020,7580,
8249,11421,13482,
5657,16552,23706,
9704,10702,12521,
1611,32093,23449,
361,29585,24378,
16003,4939,4767,
7374,15744,12200,
10779,10476,7236,
2489,24667,23398,
7817,12973,13464,
9283,9853,9928,
10853,6948,6992,
14198,800,545,
9464,9125,8121,
5311,17529,17199,
10138,8175,8167,
2990,17811,17733,
1159,24925,26270,
8030,15319,14135,
14316,2891,2475,
920,21639,23177,
5745,16091,16612,
10350,7920,8569,
3056,18045,18249,
9514,7447,7815,
14147,517,303,
9563,10978,9043,
9871,9240,9427,
3137,22548,20429,
9996,7676,7312,
8703,10176,9990,
10492,8803,8273,
724,22128,21242,
3485,20141,19475,
7966,10885,10247,
14852,3870,3288,
12126,4274,3593,
1924,19445,19658,
13376,1814,2564,
15656,2245,2799,
2597,19578,20494,
15718,1103,711,
8011,10601,10936,
9810,7459,8030,
13643,2650,4064,
8226,10893,9508,
3401,18769,20742,
3667,19654,18962,
8553,10393,9474,
8220,11339,10023,
12513,7026,7071,
5021,14767,13709,
12936,3164,2768,
8856,9182,9314,
9836,7541,7626,
4692,15884,15998,
13375,2300,2795,
12806,4497,4002,
6036,16169,14659,
3655,18170,18715,
9692,9892,12608,
5484,15933,15295,
7465,15885,14665,
7280,11736,11117,
7835,11103,10521,
12878,4087,3638,
4339,16065,16398,
9357,8930,8545,
9270,9625,9589,
4336,17085,17002,
3950,17438,16883,
13219,2101,2526,
6470,13641,12932,
5477,15014,13871,
10600,6842,6032,
5612,15260,14230,
2758,19137,18350,
9243,8540,8975,
5544,13724,14021,
1536,21442,21419,
9356,9772,9247,
4325,17096,14800,
7249,12340,13875,
4145,15874,16607,
9730,14434,11404,
15834,720,580,
5635,14233,15177,
3096,17974,17451,
14382,206,253,
14183,834,573,
11277,5691,5147,
6564,13598,12038,
6798,12441,12475,
11376,5881,5725,
1760,21435,21073,
917,21056,24043,
3722,17019,16673,
470,22584,21433,
5066,15415,15096,
2185,20026,19927,
5921,13564,14219,
2740,19662,19032,
10876,8572,7261,
10135,8787,7668,
12540,6884,7130,
13228,1919,1183,
6514,15476,14346,
11645,8940,7293,
10367,7063,6027,
5493,14416,14349,
9305,10012,13118,
5784,14999,13958,
5576,15464,14565,
7460,12884,11241,
1603,22482,22695,
4764,16247,14467,
5804,15705,18802,
5123,16446,15209,
8632,15339,15376,
3126,22816,23201,
13289,5955,6640,
8615,10154,10507,
6873,11730,12077,
11813,5161,6748,
10803,7687,7130,
2881,18457,18029,
8011,10564,9171,
3041,19299,17655,
10475,12552,12991,
7747,11578,9896,
3971,24677,16880,
4000,20067,20402,
115,22355,22725,
11477,7294,5686,
6507,15033,13839,
8137,12791,11519,
4279,18525,16641,
12516,6855,5782,
2345,24534,25266,
13034,6076,6544,
5960,13348,13180,
15159,3525,3992,
11403,7222,7747,
12949,2873,3294,
2107,34894,26619,
13575,8368,8814,
12701,3060,3700,
525,21965,20548,
2619,21943,20221,
3238,18146,18816,
2248,20428,19974,
2055,19592,18614,
6886,11744,12002,
8699,9147,7991,
550,22179,21138,
13802,4977,5309,
15464,3587,3318,
5500,14197,13006,
10788,5886,5195,
1322,20636,20193,
3644,16302,18438,
12342,5312,4486,
7249,13109,13309,
6381,16445,15120,
8489,10620,10329,
10824,7036,9112,
6679,18621,14649,
1887,21641,24837,
2884,18715,17780,
9401,10396,10677,
9461,10880,9417,
9495,9878,10797,
2947,18066,18079,
12376,4550,3915,
12454,4085,3290,
8148,13144,10436,
1849,20213,19708,
6976,17015,15270,
6322,15681,15766,
15781,1225,347,
8547,9617,10290,
5277,15195,17725,
3380,18338,17709,
5594,14696,13570,
11647,5312,4393,
8851,9482,9907,
1329,20582,20610,
9997,7132,7655,
5073,17314,17293,
9004,10834,11876,
10740,7828,7092,
1620,23264,30852,
4082,20075,17939,
13586,2138,824,
9102,9436,9954,
1891,19679,19112,
3485,16688,17031,
7962,11931,10681,
10323,7710,7319,
4554,16999,15919,
5660,14646,12925,
7938,12176,12770,
13491,8186,8340,
11342,7175,7585,
1475,24342,25410,
1188,25448,24233,
2932,18932,20112,
1939,21033,21503,
7563,11430,12820,
11171,5880,4960,
7580,12827,12964,
10046,8443,10489,
12788,3608,4055,
11495,5607,4853,
6625,12750,12666,
2322,18435,20304,
11799,8499,8530,
10175,7413,6911,
11943,6739,9222,
6171,14596,13721,
12790,3618,2950,
14862,2019,1003,
618,21582,21708,
6481,13378,12166,
6946,12523,12269,
602,21995,21818,
558,39290,24385,
5530,17480,15407,
1309,20804,21231,
4194,16438,16935,
13627,3254,2980,
4761,18780,21309,
9724,10099,9835,
9033,10202,10286,
10765,7132,7929,
6888,11558,11403,
5212,14578,14513,
8074,16695,13592,
6855,37867,12224,
12856,3755,4169,
11416,6182,5681,
1528,24634,22688,
8214,10117,15756,
7222,12944,11800,
13524,2031,3056,
5627,15147,15960,
9971,7681,7340,
13323,4270,3751,
6841,12807,11534,
10649,9462,11558,
11233,9368,8762,
6409,15625,14702,
3253,17762,19865,
3152,22139,22627,
3940,21848,18472,
14331,2594,3162,
13573,4319,3694,
2103,20191,18556,
14647,824,990,
10533,6169,5547,
2824,18384,18162,
1252,21169,21183,
16874,1351,917,
13833,5918,8376,
8127,12360,12199,
13678,2106,1692,
1492,20138,20708,
9045,12205,9825,
6233,13846,14496,
7110,11318,11513,
13484,1353,889,
13262,1882,2006,
3379,19491,19188,
4767,17056,18433,
17711,356,401,
4273,18865,17989,
5101,15584,15941,
11766,5009,5572,
5556,14783,14511,
1840,20902,20224,
6353,13902,14020,
2817,21691,20745,
8478,10821,9537,
10719,7302,6842,
10570,7968,10202,
11006,6324,6715,
5117,16899,15827,
13031,6909,6084,
3520,17214,17012,
15020,375,376,
14660,217,161,
12837,4572,4786,
1141,22055,22476,
1881,21125,21785,
7657,11325,14376,
1799,19934,25103,
13046,3430,3826,
6973,12665,11376,
11723,5537,6792,
13317,2168,1557,
12764,3138,2678,
7193,12478,12571,
9805,7370,8042,
3959,20321,21440,
6848,12216,12420,
10300,7468,7978,
6125,14027,12734,
5435,14615,14834,
6740,13433,12084,
4966,15724,15645,
1630,23234,23604,
7268,11237,10992,
11279,8166,9242,
13113,2811,3224,
2870,19611,19582,
11946,5870,8925,
392,21920,21684,
8040,10742,10448,
2742,19151,17489,
6426,13540,15389,
3084,18725,17546,
1606,21893,20652,
11314,6819,7308,
5003,15261,13680,
9760,7692,8397,
74,23161,22231,
4882,15550,16442,
4968,15902,16321,
2780,19269,20202,
12010,6483,5786,
12159,4196,4612,
8233,16512,11048,
10128,9943,7794,
8722,13847,8914,
2943,27811,23968,
1232,28180,22623,
2894,22483,20828,
11606,11464,11164,
14455,1241,703,
2007,19384,19234,
7018,11499,11083,
13297,7996,9934,
9680,14177,13843,
5291,17841,15618,
8901,11967,18942,
2850,18494,19011,
8874,8354,10798,
8186,9682,10286,
3190,16875,17428,
2729,19471,21600,
13467,1664,919,
6532,22008,13575,
682,21685,21363,
11561,4576,7590,
4628,16160,15884,
