Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
12612,56,31,
12468,48,33,
7565,32,28,
7690,44,26,
9261,49,30,
7476,37,47,
7467,32,23,
7474,39,25,
7533,53,25,
7326,33,23,
7476,43,24,
7754,29,36,
7703,34,30,
7841,47,25,
14389,51,32,
7681,31,24,
8535,64,33,
7660,52,33,
7536,33,24,
7664,49,34,
7530,44,25,
9837,49,24,
7616,49,32,
7680,47,31,
7533,33,24,
7666,29,25,
7562,47,33,
7647,34,27,
7552,47,25,
7662,50,24,
7482,32,32,
7542,38,27,
10527,53,29,
7653,33,30,
9104,48,26,
7650,40,24,
7677,44,23,
7548,48,25,
13437,57,58,
9573,59,25,
7508,46,23,
12409,53,32,
7654,33,22,
12030,49,25,
7614,47,34,
8523,38,29,
12340,37,83,
7643,46,32,
12530,47,35,
7634,33,27,
14239,68,35,
7547,48,82,
12114,35,84,
7377,44,44,
8551,40,65,
9396,34,29,
7490,28,47,
7637,40,53,
7647,46,23,
7513,32,47,
7529,37,34,
7541,37,40,
7646,44,35,
7654,33,43,
7643,49,36,
7640,46,38,
12427,34,43,
7693,23,51,
7554,31,37,
7628,21,51,
7317,21,32,
7485,23,41,
7373,22,57,
10292,26,51,
7665,25,36,
7845,34,70,
7746,26,48,
13966,25,50,
7542,24,35,
7643,24,47,
7563,24,37,
7654,22,37,
7522,21,30,
7644,22,32,
8492,22,41,
7599,52,47,
8140,38,40,
7664,50,38,
7540,29,33,
7645,41,34,
8488,51,36,
7652,44,26,
7539,57,25,
7663,45,34,
9791,42,31,
12490,45,35,
7636,40,24,
7655,46,40,
7524,39,26,
7654,45,27,
7488,45,34,
7665,44,32,
7506,42,25,
7658,45,40,
10304,57,42,
7645,28,26,
7506,45,26,
8631,44,36,
7543,44,25,
7807,58,42,
7506,29,25,
7643,45,34,
7487,40,25,
7659,45,34,
7334,45,36,
9104,43,39,
8530,49,44,
10344,47,41,
7466,46,32,
7437,54,32,
7501,39,26,
7557,44,26,
8129,31,28,
8086,52,25,
8533,46,29,
7647,39,25,
7493,49,37,
12599,44,37,
7628,57,26,
12338,43,34,
7535,29,35,
14146,59,30,
7535,42,38,
7636,38,26,
7546,40,26,
13650,51,29,
7552,48,42,
7712,47,36,
9531,48,25,
7623,44,27,
12382,47,27,
7692,41,25,
7665,39,24,
12568,48,29,
9036,55,44,
12544,51,41,
12540,44,40,
7655,52,30,
7656,41,26,
12465,43,30,
7643,51,26,
7688,53,25,
7483,29,44,
7443,26,44,
7526,45,26,
7489,47,23,
7489,51,32,
7639,48,26,
7666,46,38,
7645,49,23,
7663,47,25,
7674,48,26,
7708,49,26,
7617,46,33,
7643,30,26,
7662,28,25,
7670,42,26,
7487,45,24,
12179,47,27,
7452,36,44,
12224,35,52,
7435,45,24,
7543,39,24,
7492,39,26,
7499,45,26,
7550,40,25,
7502,30,28,
7633,38,25,
14040,55,43,
7560,58,25,
7550,40,33,
8236,43,38,
7548,46,25,
7554,43,23,
7542,52,48,
8854,46,28,
7464,39,28,
7546,45,25,
7624,48,25,
7623,48,25,
8859,43,45,
7550,40,24,
7966,46,35,
7623,44,34,
7641,63,26,
7422,47,24,
14206,59,44,
7378,30,24,
7446,38,24,
7310,38,25,
7476,50,25,
7550,46,33,
7655,44,23,
8114,33,28,
7813,41,34,
7817,40,37,
7835,46,33,
7717,46,25,
7841,39,26,
7667,39,25,
10107,30,26,
7819,51,35,
7908,49,26,
7795,52,33,
7948,41,26,
7741,40,25,
7960,40,26,
7716,29,26,
7967,40,26,
7713,40,25,
7766,40,25,
12352,51,41,
7763,44,24,
7607,39,34,
7763,50,33,
7539,43,25,
9124,42,45,
7632,43,25,
12642,45,40,
7631,28,26,
8072,46,35,
7531,55,33,
7831,66,25,
11947,43,39,
12294,49,37,
7319,57,26,
7489,50,25,
7328,46,32,
12278,50,57,
7559,41,33,
7644,40,25,
7629,52,52,
7836,46,37,
7667,43,48,
7551,32,41,
7623,30,39,
7613,53,69,
7673,33,50,
7653,23,47,
7634,48,38,
7647,35,45,
14037,47,49,
7520,32,38,
7657,50,38,
7516,48,39,
15964,44,30,
7510,38,26,
7477,32,36,
7634,51,27,
7535,40,42,
7651,30,26,
7625,41,39,
7487,42,25,
7665,23,46,
7620,44,31,
7545,41,46,
7366,55,37,
7371,45,26,
7442,42,34,
7500,41,38,
7325,50,32,
7562,45,26,
7537,47,39,
11601,46,49,
7555,23,35,
7652,33,39,
12438,24,53,
7644,23,38,
7555,22,44,
7677,24,53,
7612,44,37,
7649,22,59,
7532,23,39,
7648,23,28,
7536,23,28,
7653,23,31,
7644,23,40,
10879,25,52,
7606,24,48,
12467,29,55,
7548,31,28,
7670,44,33,
7511,37,33,
7669,45,32,
8532,48,43,
7683,29,35,
14207,71,50,
7462,58,33,
14151,60,47,
12523,48,37,
7554,40,25,
12488,45,45,
7623,30,25,
7655,51,27,
7375,40,26,
8651,56,44,
7372,44,25,
7662,43,34,
7545,39,26,
7645,43,36,
7542,43,25,
7620,47,33,
7540,46,26,
7648,38,24,
7519,37,26,
7670,50,42,
7539,28,28,
8854,43,31,
7489,50,26,
12482,51,26,
7543,28,25,
7672,53,54,
7550,40,26,
7652,49,26,
7559,41,24,
8031,52,30,
7553,44,25,
7563,28,26,
7602,48,35,
7663,64,29,
7514,58,38,
7575,39,24,
14062,56,29,
7439,38,24,
7366,39,26,
7670,45,25,
7557,60,36,
8041,31,26,
7502,44,25,
7725,29,25,
7560,44,24,
7597,45,34,
7531,45,25,
7627,43,26,
7552,45,29,
7643,40,25,
7656,49,37,
12460,43,31,
7705,42,26,
7686,42,37,
7637,40,25,
7656,40,27,
7633,44,26,
8209,43,26,
7629,29,25,
7625,50,25,
7611,50,25,
7540,42,46,
7500,55,44,
7516,52,25,
8513,48,26,
7510,36,24,
7640,47,24,
7633,37,26,
7646,36,25,
7644,37,23,
7652,51,25,
7648,36,27,
7667,49,26,
7650,41,39,
7638,38,49,
7656,36,26,
7667,45,25,
8575,46,27,
7542,40,24,
7534,40,26,
7544,49,35,
7545,45,30,
7567,31,39,
7489,30,25,
7498,49,26,
7595,39,26,
13271,45,29,
12384,48,28,
7514,29,24,
7525,48,34,
7532,45,32,
7531,31,31,
7535,27,26,
7540,26,25,
7655,28,25,
8564,38,30,
7657,29,26,
14151,54,32,
7627,39,27,
7560,31,27,
7655,46,25,
7549,48,34,
16008,54,32,
7535,46,25,
7630,41,36,
7538,46,25,
12859,50,43,
7562,44,26,
7631,50,26,
7511,41,26,
7634,47,25,
7511,40,24,
10179,43,38,
14068,55,46,
7621,46,25,
7537,54,26,
7467,49,25,
7400,43,24,
7487,29,30,
7402,44,25,
7475,34,25,
7394,44,24,
7755,60,33,
7562,52,25,
7797,62,26,
7712,44,29,
7724,48,26,
13509,60,45,
7722,47,39,
7594,43,35,
7754,45,25,
7542,48,34,
7746,29,26,
7553,63,25,
7767,29,25,
7503,58,35,
7758,41,25,
7537,29,25,
15270,42,35,
7534,29,24,
14230,59,47,
