Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
15530,66,50,
14906,71,88,
9112,56,37,
14782,42,42,
10345,37,37,
15575,52,47,
9339,39,26,
15068,43,39,
9199,43,25,
15427,42,32,
9543,37,24,
15945,57,46,
15573,56,28,
9422,30,25,
10684,47,54,
10296,50,25,
9593,55,25,
9638,28,26,
11996,45,28,
10955,61,22,
9410,47,23,
13014,65,35,
9529,35,33,
15292,51,25,
9288,54,32,
15454,38,44,
9295,26,24,
15595,55,35,
11590,40,31,
9467,48,25,
14538,51,26,
9681,34,24,
15829,45,29,
9856,46,28,
11305,39,35,
11042,57,33,
9660,56,26,
15669,52,30,
9549,40,26,
17846,81,35,
9701,38,24,
9565,59,34,
16435,75,45,
9543,34,22,
9719,50,52,
9523,41,26,
9509,36,23,
9506,50,25,
9435,51,25,
15655,38,29,
15582,50,61,
9502,44,27,
9533,36,24,
12782,56,51,
9406,29,27,
9466,33,29,
9429,39,36,
9519,46,34,
16356,59,33,
9309,36,32,
9211,43,39,
15246,38,29,
9393,52,25,
9517,50,24,
9516,43,23,
11034,43,27,
9415,40,34,
9486,37,29,
9398,40,25,
9929,49,34,
11193,38,23,
12614,44,29,
9185,40,26,
9507,31,30,
9406,29,24,
9519,45,33,
9530,41,23,
15599,62,33,
9416,31,25,
9531,34,22,
9410,46,25,
11332,44,26,
15546,44,30,
9502,51,24,
9426,38,25,
9470,41,24,
9425,53,34,
10521,36,45,
9295,41,38,
9468,45,32,
9502,33,34,
9420,35,22,
9509,38,34,
9420,29,25,
11113,62,41,
9399,39,25,
9440,51,45,
9530,34,24,
9549,50,29,
9525,91,33,
9429,39,34,
9491,51,36,
14392,52,36,
9437,55,36,
9423,47,28,
11725,41,38,
11606,53,26,
9290,52,87,
9219,37,77,
9293,38,42,
9500,37,42,
9443,38,33,
9406,41,69,
9506,34,47,
9520,55,36,
9524,34,32,
9522,53,39,
9521,46,46,
9452,31,23,
9550,33,68,
9529,41,36,
9420,32,39,
9439,33,22,
10244,26,44,
9524,39,38,
15658,40,27,
9519,54,33,
9515,48,25,
15536,37,25,
9530,44,56,
9542,46,35,
15637,44,44,
16657,43,30,
9542,34,35,
9540,32,37,
9309,35,23,
9314,53,38,
12127,51,29,
9243,33,23,
11109,36,60,
9530,41,33,
9393,32,37,
9369,31,30,
9480,36,50,
11788,42,51,
9519,42,28,
16482,68,37,
9318,36,25,
10079,33,24,
9295,33,41,
9307,41,35,
9203,34,37,
9401,31,31,
9561,22,35,
9565,31,48,
9534,36,33,
