Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
5927,6669,4692,
2021,13781,14438,
3543,8426,8632,
4495,6978,7584,
4568,6376,6366,
7471,3113,3252,
2446,10813,11921,
3827,10557,11107,
1730,10927,11384,
4713,7396,6852,
2144,11204,11045,
5553,5978,5476,
5352,7270,7415,
3716,8276,9118,
1576,11333,20283,
3840,8547,10999,
4645,7423,7119,
6746,4533,5299,
1146,12604,12594,
6117,4738,5478,
2973,9771,9740,
2178,10645,14301,
1296,11927,12392,
3486,10633,9791,
6364,5223,5638,
692,13283,13872,
4444,7896,7894,
5209,6802,6202,
2896,10644,10645,
3303,9123,8305,
1083,22239,13318,
2797,16636,11887,
10316,3657,3607,
3332,9260,9787,
5631,6133,6183,
1192,12959,15908,
3181,9513,10086,
4592,7211,7701,
4933,7242,7614,
7701,3237,3029,
5902,5633,5659,
5093,8273,8134,
8425,1554,1114,
2848,10155,9505,
3986,8969,9257,
6663,4899,4377,
2745,13625,13114,
8345,2316,3037,
4526,9281,9638,
4354,8534,11532,
4352,9437,10151,
6456,4658,5515,
436,13877,13677,
3407,9829,10224,
7975,5582,5062,
5894,5403,7827,
4601,7798,7770,
6983,4241,4899,
10112,1285,797,
7503,6163,6149,
1580,12212,11840,
6509,4273,4319,
7674,3188,2740,
6813,4310,4513,
3523,10617,11679,
1543,12235,11982,
1201,13006,13418,
4547,9786,10246,
7668,2814,2564,
3000,10428,10188,
1292,12344,12298,
5630,5387,5860,
8827,1746,2358,
3018,11695,9926,
8948,5013,5567,
2294,11439,11564,
8545,4081,4543,
2649,9818,9933,
2945,10145,9460,
8798,598,684,
5645,5342,6093,
3325,9461,9365,
6796,4350,4891,
8306,2143,2177,
1368,12502,11844,
2092,11308,11185,
6877,4659,4309,
3295,9377,9164,
4417,6993,7746,
2013,10943,13266,
4861,7400,8896,
5973,9539,11093,
3084,10244,9770,
5509,6697,6733,
3141,9994,9988,
291,13276,13835,
7025,3637,5769,
3498,9769,9388,
2379,11488,10366,
6969,8847,7343,
3651,13069,10214,
6008,8365,5926,
1923,13142,13201,
1105,11777,12307,
919,12779,12724,
2246,10113,10666,
8898,1038,1208,
5226,5889,5597,
7145,3533,3622,
2397,13555,12780,
1442,11255,11248,
8239,1454,1737,
4872,7999,12042,
4315,8552,9232,
8893,1661,1706,
