Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
74599,225332,248185,
71560,163933,170782,
78627,172848,164373,
73226,157047,155783,
73011,186741,158228,
74865,184193,166522,
72826,165099,187187,
86813,189626,170243,
76482,183731,163155,
73121,164408,160507,
80544,383434,349060,
75835,318461,333708,
97361,259354,226077,
97196,227329,198115,
80399,327310,283221,
74223,234124,235404,
79942,278934,248248,
73716,315967,246970,
80682,265791,211833,
73808,323242,286327,
74122,266860,234957,
80997,283750,230791,
74538,238386,217666,
75447,269455,248294,
103092,385083,310547,
72353,233366,227161,
73251,276676,241209,
75034,171341,166913,
73471,180137,190611,
74357,180149,177213,
76468,178871,171924,
72785,171481,168160,
72818,182340,180640,
79792,250156,222769,
73117,210894,217103,
78750,180183,175694,
72900,179253,178054,
88801,163363,173666,
74474,178781,198936,
73316,171929,168705,
73308,236421,215363,
84131,347142,384032,
87210,335875,292571,
72649,256058,217678,
78165,290836,287974,
85484,233286,247553,
80926,528512,254677,
77526,252457,229068,
82388,328677,329463,
86777,305956,310623,
75073,354080,275265,
119044,378838,320184,
73511,231414,216176,
72140,238032,252025,
80415,302202,243287,
73431,270508,238366,
72061,201836,183236,
77479,164762,163456,
76312,162336,161391,
74476,160490,191020,
78345,164577,160190,
72877,159392,195677,
74732,159574,157916,
72735,156683,156203,
72801,158562,156329,
72462,154902,156080,
74432,153378,152843,
75471,158750,156018,
77957,157733,156880,
74198,158649,158891,
75576,168051,192669,
109810,750964,309936,
76389,202264,231851,
72778,217285,202046,
104309,261326,217929,
85046,244016,232761,
81866,276345,248254,
80382,311062,284031,
93708,477943,327620,
73030,228900,203789,
76708,302607,278766,
96987,286225,246662,
72575,221064,176826,
76100,317155,302574,
80128,234808,262397,
80385,223565,205131,
78138,226386,211354,
76068,194414,153317,
97805,211683,205215,
73229,169478,161820,
75369,185180,166642,
80060,172664,174819,
74405,179807,165280,
74677,184275,164652,
72702,183687,168232,
74856,183364,162640,
72673,183197,157392,
76205,185351,170847,
72595,176840,159105,
75308,204238,163915,
80766,301582,307282,
79211,354753,318688,
72823,252478,243876,
74422,299240,281870,
74885,237097,215522,
75174,279750,248209,
74893,249530,228655,
77658,242253,276921,
76790,375279,382147,
76958,238584,237206,
77065,287496,307254,
76424,289284,267906,
92964,254101,260504,
77539,300312,285789,
74258,221824,193316,
75720,315921,292764,
76616,222020,213283,
80199,184166,178894,
80539,279338,250781,
79724,171366,173129,
79775,239136,210701,
72169,188885,173721,
75202,210963,171617,
78642,169618,164249,
76767,187283,166107,
80488,178740,173657,
74462,183347,163737,
73388,183169,160781,
72682,183571,160651,
84499,183546,185150,
79976,339319,295128,
80153,317782,269914,
75982,322957,338930,
75929,268917,232074,
78995,396679,385656,
80482,751614,336106,
74853,289461,273248,
73779,310709,324753,
77842,239917,237801,
74170,248986,226449,
75464,338863,338526,
72715,269792,255970,
95987,270869,262466,
80251,263434,242750,
86271,228003,227874,
83122,245296,219795,
79713,190256,178253,
74495,184041,185060,
75667,161333,161806,
71196,186062,169865,
78532,170378,168566,
78710,186461,175399,
73213,171189,165179,
80245,173584,174311,
72742,182638,157924,
