Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
24,11223,23,
22,10954,20,
15,11286,22,
14,11870,22,
15,10716,19,
16,11611,21,
14,10715,18,
26,11752,19,
29,11617,23,
27,10746,20,
14,11502,20,
14,11668,22,
14,12134,24,
13,12214,49,
14,11838,21,
13,11422,21,
15,11788,22,
15,11605,24,
14,11486,19,
14,10746,20,
14,11889,21,
15,11557,24,
14,12196,22,
15,11690,36,
14,12151,22,
15,11712,20,
14,12214,22,
15,10782,22,
28,12211,23,
28,10725,21,
28,12143,20,
28,11648,24,
14,12080,24,
14,11635,24,
15,12136,20,
13,10706,21,
15,12095,22,
14,11038,22,
14,11841,21,
15,10504,21,
14,11434,21,
14,10602,21,
14,11050,21,
13,10557,21,
14,11244,20,
14,11235,22,
15,11266,20,
14,10812,21,
14,12126,26,
15,10765,31,
13,12154,20,
15,11534,25,
15,11216,19,
14,11939,30,
14,12837,20,
15,11436,21,
15,11568,24,
27,11429,20,
15,10964,20,
13,11069,19,
13,10927,19,
14,10952,21,
15,10887,19,
14,11816,19,
15,12060,20,
15,12127,18,
15,11811,21,
14,11552,21,
21,13177,23,
15,11621,21,
14,11673,22,
15,12062,20,
16,10689,20,
14,10755,22,
14,11616,23,
15,12214,19,
14,10644,19,
15,12089,21,
14,11460,23,
14,11654,21,
14,11424,23,
14,11854,22,
24,11298,20,
14,11920,19,
15,16378,23,
27,10438,21,
14,10476,23,
27,11036,20,
20,11373,21,
15,12153,20,
14,10508,22,
15,11011,22,
15,11581,21,
15,11353,21,
14,11210,21,
14,11227,21,
14,11117,21,
14,10776,21,
14,11628,26,
15,11736,20,
28,11634,22,
28,11387,20,
15,11628,22,
14,11656,21,
14,10736,23,
15,12099,21,
15,11699,22,
15,12082,22,
15,11316,26,
15,11639,23,
15,11295,21,
14,11079,20,
14,10447,20,
14,11131,21,
13,11674,23,
14,11127,20,
14,11804,24,
14,10885,22,
31,12865,22,
15,12342,23,
27,12126,25,
26,10794,20,
16,11695,23,
14,11801,19,
14,11284,20,
14,11730,19,
14,11715,24,
14,10406,20,
14,11132,22,
15,12108,20,
14,12178,21,
14,12303,19,
28,11630,24,
15,11607,20,
14,11594,22,
15,12186,19,
16,11719,19,
14,11691,21,
14,11427,21,
28,10400,22,
15,11325,22,
14,10896,20,
27,11879,20,
16,12392,21,
16,11769,24,
16,13251,22,
14,11241,22,
16,11446,19,
15,10630,22,
14,10949,20,
16,11164,23,
14,11035,21,
14,12093,20,
14,12049,21,
15,12722,20,
15,12128,21,
14,11785,23,
15,11590,21,
13,11573,24,
15,11064,19,
14,11292,20,
17,11880,21,
13,11766,22,
15,10589,22,
15,12556,27,
14,11606,22,
27,11161,23,
28,13085,21,
17,10693,21,
14,11654,21,
15,11634,22,
15,12048,19,
14,11682,21,
16,11874,20,
15,12134,22,
14,11322,18,
14,13297,23,
14,11719,20,
14,11913,20,
15,11028,23,
14,11400,21,
14,11471,21,
14,10325,21,
15,13219,21,
31,13218,22,
15,11414,19,
15,10416,22,
15,11495,20,
14,11502,23,
14,11409,21,
