Tablica Dynamiczna,Lista Jednokierunkowa, Lista Dwukierunkowa
20,33,22,
16,36,56,
16,23,25,
14,24,58,
23,23,23,
15,25,50,
15,33,22,
14,41,40,
15,30,22,
14,23,45,
15,20,22,
27,25,45,
14,20,21,
14,24,44,
15,21,22,
17,45,42,
16,24,29,
19,232,73,
17,36,24,
52,136,258,
31,57,32,
20,63,65,
20,69,41,
17,60,42,
13,36,21,
14,81,55,
13,26,25,
14,21,50,
14,27,19,
13,24,46,
15,20,22,
12,33,42,
14,20,19,
24,21,38,
14,20,21,
13,22,43,
14,20,21,
57,67,139,
27,55,55,
21,49,103,
21,51,53,
22,40,93,
21,42,52,
22,35,80,
22,44,51,
22,40,65,
21,42,42,
22,36,86,
22,43,42,
21,41,77,
22,43,44,
22,35,78,
32,58,47,
19,60,100,
13,35,20,
14,41,56,
14,44,28,
18,39,49,
14,27,29,
26,23,56,
14,30,37,
25,22,53,
13,28,28,
19,28,63,
13,19,38,
14,22,60,
14,28,29,
14,41,53,
26,19,25,
13,29,49,
25,38,20,
14,22,46,
14,21,20,
13,22,55,
13,24,27,
14,20,63,
14,19,20,
14,22,69,
14,18,21,
13,22,53,
14,20,20,
13,22,50,
13,20,19,
14,26,55,
14,20,21,
14,22,53,
17,25,36,
14,24,67,
14,19,26,
15,22,55,
28,20,22,
17,40,58,
26,19,21,
14,22,48,
15,20,20,
14,23,50,
19,20,20,
14,24,59,
14,20,20,
13,30,58,
14,20,21,
14,23,53,
14,21,21,
14,34,58,
14,22,24,
14,22,63,
14,20,20,
15,24,69,
13,19,27,
14,45,60,
27,21,22,
18,23,59,
15,26,23,
18,23,55,
14,26,22,
27,23,60,
14,33,21,
14,24,58,
15,20,21,
26,49,93,
15,20,21,
20,25,54,
15,19,22,
20,24,56,
14,21,22,
16,35,51,
15,30,22,
15,24,60,
15,22,21,
16,24,49,
16,22,22,
15,26,56,
19,22,23,
14,23,48,
29,21,21,
18,28,65,
15,21,21,
15,24,49,
20,23,22,
15,26,49,
14,22,21,
21,23,44,
23,27,23,
15,26,51,
16,24,21,
15,24,61,
17,32,24,
16,23,43,
16,22,22,
20,23,44,
14,21,28,
18,23,46,
14,28,23,
17,36,41,
19,28,22,
19,21,48,
24,21,22,
14,24,43,
14,31,25,
16,27,54,
16,21,27,
14,24,49,
15,20,28,
15,24,42,
14,22,21,
15,23,42,
14,21,22,
16,25,67,
15,24,23,
21,26,48,
22,22,23,
14,25,47,
25,21,23,
15,26,49,
15,28,29,
17,24,51,
14,22,22,
15,24,52,
20,21,21,
17,36,44,
16,24,24,
20,33,42,
14,23,26,
14,34,53,
14,21,21,
14,24,54,
15,21,30,
16,24,67,
17,35,26,
19,24,51,
29,21,21,
15,23,50,
15,22,23,
17,28,68,
14,20,21,
14,24,51,
24,21,21,
16,24,58,
15,21,39,
14,24,57,
16,37,24,
19,25,54,
14,30,22,
26,25,58,
15,21,30,
13,23,49,
16,22,23,
25,27,49,
15,20,31,
20,23,51,
13,28,22,
14,23,39,
24,36,25,
17,26,41,
14,22,23,
15,23,44,
16,31,21,
14,24,41,
15,28,27,
16,26,43,
20,33,23,
14,24,37,
28,23,24,
15,25,34,
14,21,27,
16,52,49,
14,21,22,
15,22,48,
15,21,33,
15,49,54,
16,27,23,
28,23,71,
26,22,22,
19,25,56,
16,21,23,
25,24,44,
16,21,22,
15,23,44,
